,Phrase,qui
461,"('terrorist', 'organisation')",6.430949259307675e-06
462,"('tun', 'gibt')",6.430949259307675e-06
463,"('ahv', 'plus')",6.428758905247871e-06
464,"('frank', 'zusatz')",6.350468604433844e-06
465,"('schon', 'mehrmal')",6.348113980238875e-06
466,"('knapp', 'prozent')",6.314689989250509e-06
467,"('aebisch', 'matthias')",6.2932480040808444e-06
468,"('bekampf', 'terrorismus')",6.2932480040808444e-06
469,"('kriminell', 'organisation')",6.2932480040808444e-06
470,"('neu', 'ausgangslag')",6.2932480040808444e-06
471,"('reich', 'land')",6.2932480040808444e-06
472,"('lang', 'spiess')",6.285580782274825e-06
473,"('neu', 'kampfflugzeug')",6.25371386174875e-06
474,"('beim', 'budget')",6.237032669646988e-06
475,"('kantonal', 'behord')",6.211382036149693e-06
476,"('sbb', 'cargo')",6.211382036149693e-06
477,"('offent', 'hand')",6.184281967276797e-06
478,"('marz', 'jahr')",6.1685555409987295e-06
479,"('ans', 'bundesgericht')",6.157725882459213e-06
480,"('sinn', 'mocht')",6.157725882459213e-06
481,"('aufgab', 'bund')",6.139354036705359e-06
482,"('arbeitgeberinn', 'arbeitgeb')",6.137178518924394e-06
483,"('bundesrat', 'burkhalt')",6.137178518924394e-06
484,"('dafur', 'sorgt')",6.137178518924394e-06
485,"('einfach', 'meinung')",6.137178518924394e-06
486,"('freiwill', 'ruckkehr')",6.137178518924394e-06
487,"('hoh', 'kapazitat')",6.137178518924394e-06
488,"('kolleg', 'bigl')",6.137178518924394e-06
489,"('kroatienprotokoll', 'ratifizi')",6.137178518924394e-06
490,"('notig', 'massnahm')",6.137178518924394e-06
491,"('zehn', 'jahr')",6.1095327188082854e-06
492,"('zweit', 'saul')",6.1090145617412056e-06
493,"('bitt', 'entsprech')",6.097115072824267e-06
494,"('geehrt', 'frau')",6.097115072824267e-06
495,"('gegenub', 'ausland')",6.097115072824267e-06
496,"('gegenub', 'eu')",6.097115072824267e-06
497,"('gut', 'gewiss')",6.097115072824267e-06
498,"('finanziell', 'personell')",6.09023915099986e-06
499,"('insbesond', 'bereich')",6.09023915099986e-06
500,"('vereinigt', 'staat')",6.09023915099986e-06
501,"('mensch', 'land')",6.087594447985663e-06
502,"('postulat', 'abzulehn')",6.084224053326294e-06
503,"('mehrheit', 'bundesrat')",6.072757420279668e-06
504,"('massnahm', 'ergreif')",6.067640636562442e-06
505,"('kanton', 'gemeind')",6.022660891488934e-06
506,"('attraktivitat', 'schweiz')",5.996805160744618e-06
507,"('braucht', 'dringend')",5.996805160744618e-06
508,"('car', 'postal')",5.996805160744618e-06
509,"('dreizehn', 'jahr')",5.996805160744618e-06
510,"('fortschritt', 'erziel')",5.996805160744618e-06
511,"('freihandelsabkomm', 'eftastaat')",5.996805160744618e-06
512,"('geb', 'kanton')",5.996805160744618e-06
