,Speaker Party,Phrase,Counts,Freq,N,tf_idf
74,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bereit', 'erwahnt')",114.0,7,11,51.52630410670852
75,FDP.Die Liberalen (FDP-Liberale),"('gesagt', 'word')",113.0,7,11,51.074318982965465
76,Christlichdemokratische Volkspartei der Schweiz (CVP),"('kommission', 'rechtsfrag')",159.0,8,11,50.634143247847
77,FDP.Die Liberalen (FDP-Liberale),"('herrn', 'david')",64.0,5,11,50.4612710633133
78,FDP.Die Liberalen (FDP-Liberale),"('ganz', 'klar')",525.0,10,11,50.03784439727059
79,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bitt', 'antrag')",157.0,8,11,49.99723578560993
80,FDP.Die Liberalen (FDP-Liberale),"('mocht', 'beliebt')",49.0,4,11,49.56844467224551
81,Christlichdemokratische Volkspartei der Schweiz (CVP),"('aussenpolit', 'kommission')",49.0,4,11,49.56844467224551
82,Christlichdemokratische Volkspartei der Schweiz (CVP),"('gefahr', 'straftat')",29.0,2,11,49.43769467491433
83,Christlichdemokratische Volkspartei der Schweiz (CVP),"('kolleg', 'schmid')",38.0,3,11,49.37275339694991
84,Sozialdemokratische Partei der Schweiz (SP),"('europa', 'union')",81.0,6,11,49.097000089195554
85,Sozialdemokratische Partei der Schweiz (SP),"('mehrheit', 'kommission')",244.0,9,11,48.9636496927649
86,FDP.Die Liberalen (FDP-Liberale),"('gegeb', 'zeit')",48.0,4,11,48.556843760567034
87,Schweizerische Volkspartei (SVP),"('svpfraktion', 'empfiehlt')",20.0,1,11,47.95790545596741
88,FDP.Die Liberalen (FDP-Liberale),"('kommission', 'stimm')",79.0,6,11,47.884728482054925
89,FDP.Die Liberalen (FDP-Liberale),"('nationalrat', 'kommission')",79.0,6,11,47.884728482054925
90,FDP.Die Liberalen (FDP-Liberale),"('bundesamt', 'justiz')",47.0,4,11,47.545242848888556
91,Christlichdemokratische Volkspartei der Schweiz (CVP),"('inn', 'sich')",60.0,5,11,47.30744162185621
92,FDP.Die Liberalen (FDP-Liberale),"('darf', 'sag')",78.0,6,11,47.27859267848461
93,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bereit', 'heut')",148.0,8,11,47.13115220554312
94,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bundesrat', 'nationalrat')",46.0,4,11,46.53364193721008
95,Sozialdemokratische Partei der Schweiz (SP),"('bilateral', 'abkomm')",59.0,5,11,46.518984261491944
96,FDP.Die Liberalen (FDP-Liberale),"('nach', 'generation')",59.0,5,11,46.518984261491944
97,Christlichdemokratische Volkspartei der Schweiz (CVP),"('erst', 'lini')",145.0,8,11,46.17579101218752
98,Christlichdemokratische Volkspartei der Schweiz (CVP),"('auslanderinn', 'ausland')",102.0,7,11,46.102482621791836
99,Sozialdemokratische Partei der Schweiz (SP),"('flughaf', 'zurich')",76.0,6,11,46.06632107134398
100,FDP.Die Liberalen (FDP-Liberale),"('allgemein', 'teil')",76.0,6,11,46.06632107134398
101,Sozialdemokratische Partei der Schweiz (SP),"('fried', 'sicherheitspolit')",27.0,2,11,46.02819849043748
102,FDP.Die Liberalen (FDP-Liberale),"('bund', 'kanton')",228.0,9,11,45.752918565370486
103,Sozialdemokratische Partei der Schweiz (SP),"('erneuerbar', 'energi')",101.0,7,11,45.65049749804878
104,Schweizerische Volkspartei (SVP),"('herr', 'kolleg')",101.0,7,11,45.65049749804878
105,FDP.Die Liberalen (FDP-Liberale),"('kolleg', 'leuenberg')",45.0,4,11,45.52204102553159
106,FDP.Die Liberalen (FDP-Liberale),"('vollig', 'klar')",75.0,6,11,45.46018526777366
107,Christlichdemokratische Volkspartei der Schweiz (CVP),"('auseinand', 'gesetzt')",75.0,6,11,45.46018526777366
108,Christlichdemokratische Volkspartei der Schweiz (CVP),"('geht', 'frag')",100.0,7,11,45.19851237430572
109,FDP.Die Liberalen (FDP-Liberale),"('nam', 'bundesrat')",57.0,5,11,44.942069540763406
110,FDP.Die Liberalen (FDP-Liberale),"('ganz', 'einfach')",141.0,8,11,44.90197608771338
111,Sozialdemokratische Partei der Schweiz (SP),"('bitt', 'antrag')",140.0,8,11,44.58352235659484
112,Schweizerische Volkspartei (SVP),"('aussenpolit', 'kommission')",44.0,4,11,44.510440113853114
113,Sozialdemokratische Partei der Schweiz (SP),"('herr', 'schluer')",98.0,7,11,44.29454212681961
114,FDP.Die Liberalen (FDP-Liberale),"('bundesrat', 'entwurf')",73.0,6,11,44.24791366063303
115,Christlichdemokratische Volkspartei der Schweiz (CVP),"('beim', 'eintret')",73.0,6,11,44.24791366063303
116,FDP.Die Liberalen (FDP-Liberale),"('mehrheit', 'zuzustimm')",138.0,8,11,43.94661489435777
117,Christlichdemokratische Volkspartei der Schweiz (CVP),"('neu', 'auslandergesetz')",43.0,4,11,43.498839202174636
118,Sozialdemokratische Partei der Schweiz (SP),"('kanton', 'zurich')",96.0,7,11,43.39057187933349
119,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bitt', 'dah')",136.0,8,11,43.3097074321207
120,Schweizerische Volkspartei (SVP),"('svpfraktion', 'mehrheit')",33.0,3,11,42.876338476298606
121,Christlichdemokratische Volkspartei der Schweiz (CVP),"('brunn', 'christian')",42.0,4,11,42.48723829049615
122,FDP.Die Liberalen (FDP-Liberale),"('heut', 'morg')",133.0,8,11,42.3543462387651
123,Christlichdemokratische Volkspartei der Schweiz (CVP),"('geltend', 'recht')",133.0,8,11,42.3543462387651
124,FDP.Die Liberalen (FDP-Liberale),"('bundesrat', 'leuenberg')",93.0,7,11,42.03461650810432
125,FDP.Die Liberalen (FDP-Liberale),"('herr', 'schmid')",53.0,5,11,41.78824009930632
126,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bundesamt', 'fluchtling')",53.0,5,11,41.78824009930632
127,Schweizerische Volkspartei (SVP),"('mehrheit', 'kommission')",208.0,9,11,41.73950465612746
128,Christlichdemokratische Volkspartei der Schweiz (CVP),"('rechnung', 'trag')",131.0,8,11,41.717438776528034
129,FDP.Die Liberalen (FDP-Liberale),"('geht', 'frag')",92.0,7,11,41.582631384361264
130,Christlichdemokratische Volkspartei der Schweiz (CVP),"('neu', 'finanzausgleich')",92.0,7,11,41.582631384361264
131,FDP.Die Liberalen (FDP-Liberale),"('mind', 'i')",207.0,9,11,41.53883396066531
132,Sozialdemokratische Partei der Schweiz (SP),"('bundesamt', 'justiz')",41.0,4,11,41.47563737881767
133,FDP.Die Liberalen (FDP-Liberale),"('pro', 'helvetia')",41.0,4,11,41.47563737881767
134,Schweizerische Volkspartei (SVP),"('mind', 'ii')",130.0,8,11,41.398985045409496
135,Schweizerische Volkspartei (SVP),"('mind', 'i')",205.0,9,11,41.137492569741006
136,Schweizerische Volkspartei (SVP),"('uns', 'kommission')",91.0,7,11,41.13064626061821
137,FDP.Die Liberalen (FDP-Liberale),"('neu', 'finanzausgleich')",91.0,7,11,41.13064626061821
138,Christlichdemokratische Volkspartei der Schweiz (CVP),"('arme', 'xxi')",91.0,7,11,41.13064626061821
139,Christlichdemokratische Volkspartei der Schweiz (CVP),"('mocht', 'darauf')",91.0,7,11,41.13064626061821
140,FDP.Die Liberalen (FDP-Liberale),"('bitt', 'deshalb')",129.0,8,11,41.080531314290965
141,FDP.Die Liberalen (FDP-Liberale),"('ganz', 'kurz')",129.0,8,11,41.080531314290965
142,Sozialdemokratische Partei der Schweiz (SP),"('konstruktiv', 'referendum')",52.0,5,11,40.99978273894205
143,FDP.Die Liberalen (FDP-Liberale),"('deshalb', 'meinung')",52.0,5,11,40.99978273894205
144,Christlichdemokratische Volkspartei der Schweiz (CVP),"('frau', 'beerli')",52.0,5,11,40.99978273894205
145,Sozialdemokratische Partei der Schweiz (SP),"('desweg', 'mocht')",24.0,2,11,40.91395421372221
146,Schweizerische Volkspartei (SVP),"('svpfraktion', 'beantragt')",24.0,2,11,40.91395421372221
147,FDP.Die Liberalen (FDP-Liberale),"('darf', 'vielleicht')",24.0,2,11,40.91395421372221
148,FDP.Die Liberalen (FDP-Liberale),"('fdpfraktion', 'antrag')",24.0,2,11,40.91395421372221
149,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'mind')",17.0,1,11,40.7642196375723
151,FDP.Die Liberalen (FDP-Liberale),"('zehn', 'jahr')",202.0,9,11,40.535480483354554
152,Sozialdemokratische Partei der Schweiz (SP),"('unt', 'mittl')",40.0,4,11,40.464036467139195
153,Schweizerische Volkspartei (SVP),"('pro', 'helvetia')",40.0,4,11,40.464036467139195
154,FDP.Die Liberalen (FDP-Liberale),"('herr', 'hofmann')",40.0,4,11,40.464036467139195
155,Sozialdemokratische Partei der Schweiz (SP),"('artikel', 'or')",51.0,5,11,40.21132537857778
156,Sozialdemokratische Partei der Schweiz (SP),"('mehr', 'geld')",66.0,6,11,40.00496303564082
157,Christlichdemokratische Volkspartei der Schweiz (CVP),"('gesetz', 'grundlag')",125.0,8,11,39.80671638981682
158,Sozialdemokratische Partei der Schweiz (SP),"('pro', 'jahr')",198.0,9,11,39.732797701505945
159,Christlichdemokratische Volkspartei der Schweiz (CVP),"('nationalrat', 'beschloss')",50.0,5,11,39.422868018213514
160,FDP.Die Liberalen (FDP-Liberale),"('kommission', 'folg')",87.0,7,11,39.32270576564598
161,FDP.Die Liberalen (FDP-Liberale),"('fdpfraktion', 'mehrheit')",23.0,2,11,39.20920612148378
162,Christlichdemokratische Volkspartei der Schweiz (CVP),"('drei', 'jahr')",123.0,8,11,39.16980892757975
163,Schweizerische Volkspartei (SVP),"('gemass', 'artikel')",86.0,7,11,38.87072064190292
164,Schweizerische Volkspartei (SVP),"('offent', 'verkehr')",86.0,7,11,38.87072064190292
165,FDP.Die Liberalen (FDP-Liberale),"('beim', 'eintret')",64.0,6,11,38.79269142850019
166,Christlichdemokratische Volkspartei der Schweiz (CVP),"('beantragt', 'kommission')",64.0,6,11,38.79269142850019
167,FDP.Die Liberalen (FDP-Liberale),"('ahv', 'iv')",49.0,5,11,38.634410657849244
168,FDP.Die Liberalen (FDP-Liberale),"('bundesrat', 'meinung')",121.0,8,11,38.53290146534268
169,Schweizerische Volkspartei (SVP),"('pensionskass', 'bund')",38.0,4,11,38.44083464378224
170,FDP.Die Liberalen (FDP-Liberale),"('frau', 'brunn')",38.0,4,11,38.44083464378224
171,Christlichdemokratische Volkspartei der Schweiz (CVP),"('absatz', 'artikel')",85.0,7,11,38.41873551815986
172,Schweizerische Volkspartei (SVP),"('svpfraktion', 'lehnt')",16.0,1,11,38.36632436477393
173,FDP.Die Liberalen (FDP-Liberale),"('fdpfraktion', 'vorlag')",16.0,1,11,38.36632436477393
174,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bereich', 'verteid')",16.0,1,11,38.36632436477393
175,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpfraktion', 'begrusst')",16.0,1,11,38.36632436477393
176,Christlichdemokratische Volkspartei der Schweiz (CVP),"('einfuhr', 'tarmed')",16.0,1,11,38.36632436477393
177,Christlichdemokratische Volkspartei der Schweiz (CVP),"('nation', 'uni')",16.0,1,11,38.36632436477393
178,FDP.Die Liberalen (FDP-Liberale),"('geltend', 'recht')",120.0,8,11,38.21444773422415
179,FDP.Die Liberalen (FDP-Liberale),"('schon', 'gesagt')",120.0,8,11,38.21444773422415
180,Christlichdemokratische Volkspartei der Schweiz (CVP),"('absatz', 'bundesverfass')",63.0,6,11,38.18655562492987
181,Christlichdemokratische Volkspartei der Schweiz (CVP),"('kommission', 'stimm')",63.0,6,11,38.18655562492987
182,FDP.Die Liberalen (FDP-Liberale),"('rechnung', 'getrag')",84.0,7,11,37.966750394416806
183,Christlichdemokratische Volkspartei der Schweiz (CVP),"('herr', 'kolleg')",84.0,7,11,37.966750394416806
184,FDP.Die Liberalen (FDP-Liberale),"('herr', 'merz')",48.0,5,11,37.845953297484975
185,FDP.Die Liberalen (FDP-Liberale),"('meinung', 'sei')",48.0,5,11,37.845953297484975
186,FDP.Die Liberalen (FDP-Liberale),"('teil', 'meinung')",48.0,5,11,37.845953297484975
187,Christlichdemokratische Volkspartei der Schweiz (CVP),"('delegiert', 'minist')",29.0,3,11,37.67920653977757
188,FDP.Die Liberalen (FDP-Liberale),"('frag', 'herrn')",62.0,6,11,37.58041982135956
189,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bundesrat', 'entwurf')",62.0,6,11,37.58041982135956
190,FDP.Die Liberalen (FDP-Liberale),"('bitt', 'nam')",118.0,8,11,37.57754027198708
191,FDP.Die Liberalen (FDP-Liberale),"('erst', 'lini')",118.0,8,11,37.57754027198708
192,FDP.Die Liberalen (FDP-Liberale),"('rechnung', 'trag')",118.0,8,11,37.57754027198708
193,Christlichdemokratische Volkspartei der Schweiz (CVP),"('kommission', 'folg')",83.0,7,11,37.51476527067375
194,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'antrag')",37.0,4,11,37.429233732103754
195,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bundesamt', 'auslanderfrag')",37.0,4,11,37.429233732103754
196,Christlichdemokratische Volkspartei der Schweiz (CVP),"('mocht', 'kurz')",82.0,7,11,37.06278014693069
197,Sozialdemokratische Partei der Schweiz (SP),"('einseit', 'massnahm')",47.0,5,11,37.057495937120706
198,FDP.Die Liberalen (FDP-Liberale),"('inn', 'sich')",47.0,5,11,37.057495937120706
199,FDP.Die Liberalen (FDP-Liberale),"('jurist', 'person')",47.0,5,11,37.057495937120706
200,Christlichdemokratische Volkspartei der Schweiz (CVP),"('wirtschaft', 'leistungsfah')",47.0,5,11,37.057495937120706
201,Sozialdemokratische Partei der Schweiz (SP),"('mieterinn', 'miet')",61.0,6,11,36.974284017789245
202,FDP.Die Liberalen (FDP-Liberale),"('autofrei', 'sonntag')",61.0,6,11,36.974284017789245
203,Sozialdemokratische Partei der Schweiz (SP),"('entwurf', 'bundesrat')",115.0,8,11,36.622179078631476
204,FDP.Die Liberalen (FDP-Liberale),"('absatz', 'artikel')",81.0,7,11,36.610795023187634
205,Sozialdemokratische Partei der Schweiz (SP),"('mind', 'i')",182.0,9,11,36.52206657411153
206,FDP.Die Liberalen (FDP-Liberale),"('kolleg', 'david')",28.0,3,11,36.3799235556473
207,FDP.Die Liberalen (FDP-Liberale),"('nationalrat', 'artikel')",28.0,3,11,36.3799235556473
208,Christlichdemokratische Volkspartei der Schweiz (CVP),"('selbstbestimmungsrecht', 'frau')",28.0,3,11,36.3799235556473
209,FDP.Die Liberalen (FDP-Liberale),"('ja', 'schon')",60.0,6,11,36.36814821421893
210,FDP.Die Liberalen (FDP-Liberale),"('meinung', 'bundesrat')",60.0,6,11,36.36814821421893
211,FDP.Die Liberalen (FDP-Liberale),"('meinung', 'kommission')",60.0,6,11,36.36814821421893
212,FDP.Die Liberalen (FDP-Liberale),"('kommission', 'rechtsfrag')",114.0,8,11,36.303725347512945
213,Schweizerische Volkspartei (SVP),"('svpfraktion', 'antrag')",46.0,5,11,36.26903857675643
214,Schweizerische Volkspartei (SVP),"('kanton', 'zurich')",80.0,7,11,36.15880989944458
215,FDP.Die Liberalen (FDP-Liberale),"('fassung', 'bundesrat')",80.0,7,11,36.15880989944458
216,FDP.Die Liberalen (FDP-Liberale),"('volk', 'stand')",80.0,7,11,36.15880989944458
217,FDP.Die Liberalen (FDP-Liberale),"('pro', 'jahr')",180.0,9,11,36.120725183187226
218,Christlichdemokratische Volkspartei der Schweiz (CVP),"('mind', 'ii')",113.0,8,11,35.98527161639441
219,Sozialdemokratische Partei der Schweiz (SP),"('rentn', 'rentnerinn')",15.0,1,11,35.96842909197556
220,Schweizerische Volkspartei (SVP),"('ansicht', 'svpfraktion')",15.0,1,11,35.96842909197556
223,FDP.Die Liberalen (FDP-Liberale),"('herr', 'leuenberg')",59.0,6,11,35.762012410648616
224,FDP.Die Liberalen (FDP-Liberale),"('natur', 'person')",59.0,6,11,35.762012410648616
225,Christlichdemokratische Volkspartei der Schweiz (CVP),"('kommission', 'wurd')",59.0,6,11,35.762012410648616
226,FDP.Die Liberalen (FDP-Liberale),"('bundesrat', 'folg')",79.0,7,11,35.70682477570152
228,FDP.Die Liberalen (FDP-Liberale),"('gesetz', 'grundlag')",112.0,8,11,35.666817885275876
229,FDP.Die Liberalen (FDP-Liberale),"('herr', 'bundesprasident')",112.0,8,11,35.666817885275876
230,Christlichdemokratische Volkspartei der Schweiz (CVP),"('corporat', 'governanc')",45.0,5,11,35.48058121639216
231,Sozialdemokratische Partei der Schweiz (SP),"('zweit', 'etapp')",35.0,4,11,35.4060319087468
232,FDP.Die Liberalen (FDP-Liberale),"('bundesrat', 'nationalrat')",35.0,4,11,35.4060319087468
233,FDP.Die Liberalen (FDP-Liberale),"('probl', 'gelost')",35.0,4,11,35.4060319087468
234,Sozialdemokratische Partei der Schweiz (SP),"('herr', 'bundesrat')",370.0,10,11,35.26476652760022
235,Sozialdemokratische Partei der Schweiz (SP),"('mocht', 'darauf')",78.0,7,11,35.25483965195846
236,FDP.Die Liberalen (FDP-Liberale),"('st', 'gall')",78.0,7,11,35.25483965195846
237,Christlichdemokratische Volkspartei der Schweiz (CVP),"('st', 'gall')",78.0,7,11,35.25483965195846
238,Sozialdemokratische Partei der Schweiz (SP),"('zehn', 'jahr')",175.0,9,11,35.117371705876465
239,Sozialdemokratische Partei der Schweiz (SP),"('arbeitnehmerinn', 'arbeitnehm')",110.0,8,11,35.02991042303881
240,FDP.Die Liberalen (FDP-Liberale),"('grund', 'weshalb')",110.0,8,11,35.02991042303881
241,FDP.Die Liberalen (FDP-Liberale),"('zweit', 'saul')",110.0,8,11,35.02991042303881
242,Schweizerische Volkspartei (SVP),"('herr', 'bundesrat')",367.0,10,11,34.97883598818725
243,FDP.Die Liberalen (FDP-Liberale),"('letzt', 'mal')",77.0,7,11,34.802854528215406
244,Sozialdemokratische Partei der Schweiz (SP),"('servic', 'public')",173.0,9,11,34.716030314952164
245,FDP.Die Liberalen (FDP-Liberale),"('bereit', 'heut')",109.0,8,11,34.71145669192027
246,FDP.Die Liberalen (FDP-Liberale),"('stellung', 'nehm')",109.0,8,11,34.71145669192027
247,Christlichdemokratische Volkspartei der Schweiz (CVP),"('artikel', 'neu')",44.0,5,11,34.69212385602789
248,FDP.Die Liberalen (FDP-Liberale),"('funf', 'jahr')",172.0,9,11,34.51535961949001
249,FDP.Die Liberalen (FDP-Liberale),"('herr', 'maiss')",34.0,4,11,34.39443099706831
250,FDP.Die Liberalen (FDP-Liberale),"('herr', 'schweig')",34.0,4,11,34.39443099706831
251,FDP.Die Liberalen (FDP-Liberale),"('herrn', 'leuenberg')",34.0,4,11,34.39443099706831
252,FDP.Die Liberalen (FDP-Liberale),"('pensionskass', 'bund')",34.0,4,11,34.39443099706831
253,Christlichdemokratische Volkspartei der Schweiz (CVP),"('humanitar', 'aktion')",34.0,4,11,34.39443099706831
254,Christlichdemokratische Volkspartei der Schweiz (CVP),"('motion', 'nationalrat')",34.0,4,11,34.39443099706831
255,Christlichdemokratische Volkspartei der Schweiz (CVP),"('vorlauf', 'aufnahm')",34.0,4,11,34.39443099706831
256,Sozialdemokratische Partei der Schweiz (SP),"('zweit', 'saul')",108.0,8,11,34.39300296080174
257,Sozialdemokratische Partei der Schweiz (SP),"('ganz', 'wichtig')",76.0,7,11,34.35086940447235
258,FDP.Die Liberalen (FDP-Liberale),"('interess', 'daran')",76.0,7,11,34.35086940447235
259,FDP.Die Liberalen (FDP-Liberale),"('standerat', 'folg')",76.0,7,11,34.35086940447235
260,FDP.Die Liberalen (FDP-Liberale),"('nationalrat', 'bloch')",20.0,2,11,34.094961844768505
261,Christlichdemokratische Volkspartei der Schweiz (CVP),"('mittelstand', 'famili')",20.0,2,11,34.094961844768505
262,Christlichdemokratische Volkspartei der Schweiz (CVP),"('sursis', 'partiel')",20.0,2,11,34.094961844768505
263,Sozialdemokratische Partei der Schweiz (SP),"('erst', 'lini')",107.0,8,11,34.0745492296832
264,Christlichdemokratische Volkspartei der Schweiz (CVP),"('ganz', 'klar')",357.0,10,11,34.025734190144
265,Sozialdemokratische Partei der Schweiz (SP),"('autofrei', 'sonntag')",56.0,6,11,33.94360499993767
