,Speaker Party,Phrase,Counts,Freq,N,tf_idf
38,FDP.Die Liberalen (FDP-Liberale),"('mehrheit', 'kommission')",591.0,11,13,98.72896403593124
39,Christlichdemokratische Volkspartei der Schweiz (CVP),"('frau', 'spoerry')",83.0,4,13,97.82836469635663
40,Christlichdemokratische Volkspartei der Schweiz (CVP),"('verdeckt', 'ermittl')",125.0,6,13,96.64873602918522
41,FDP.Die Liberalen (FDP-Liberale),"('nam', 'kommission')",101.0,5,13,96.50665594777107
42,Schweizerische Volkspartei (SVP),"('mehrheit', 'svpfraktion')",81.0,4,13,95.47105470367335
43,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpfraktion', 'unterstutzt')",65.0,3,13,95.31190947157275
44,Sozialdemokratische Partei der Schweiz (SP),"('million', 'frank')",1186.0,12,13,94.93065130081412
45,FDP.Die Liberalen (FDP-Liberale),"('antrag', 'mehrheit')",360.0,10,13,94.45113520829678
46,FDP.Die Liberalen (FDP-Liberale),"('herr', 'kolleg')",194.0,8,13,94.18851626164997
47,Christlichdemokratische Volkspartei der Schweiz (CVP),"('arme', 'xxi')",152.0,7,13,94.09395967774597
48,FDP.Die Liberalen (FDP-Liberale),"('uns', 'kommission')",151.0,7,13,93.47492046933975
49,Christlichdemokratische Volkspartei der Schweiz (CVP),"('antrag', 'mind')",553.0,11,13,92.38090881873093
50,Christlichdemokratische Volkspartei der Schweiz (CVP),"('antwort', 'bundesrat')",146.0,7,13,90.37972442730863
51,FDP.Die Liberalen (FDP-Liberale),"('ganz', 'kurz')",185.0,8,13,89.81894591961465
52,FDP.Die Liberalen (FDP-Liberale),"('fdpfraktion', 'empfiehlt')",35.0,1,13,89.77322751115379
53,Sozialdemokratische Partei der Schweiz (SP),"('parlamentar', 'initiativ')",532.0,11,13,88.87277304080443
54,FDP.Die Liberalen (FDP-Liberale),"('offent', 'verkehr')",183.0,8,13,88.84793028805124
55,FDP.Die Liberalen (FDP-Liberale),"('frau', 'spoerry')",75.0,4,13,88.39912472562347
56,FDP.Die Liberalen (FDP-Liberale),"('mehrheit', 'zuzustimm')",182.0,8,13,88.36242247226954
57,Schweizerische Volkspartei (SVP),"('svpfraktion', 'bitt')",59.0,3,13,86.51388705881219
58,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'unterstutzt')",73.0,4,13,86.04181473294017
59,Christlichdemokratische Volkspartei der Schweiz (CVP),"('nam', 'kommission')",90.0,5,13,85.99603005246927
60,FDP.Die Liberalen (FDP-Liberale),"('kommission', 'rechtsfrag')",176.0,8,13,85.44937557757935
61,FDP.Die Liberalen (FDP-Liberale),"('antwort', 'bundesrat')",138.0,7,13,85.42741076005885
62,FDP.Die Liberalen (FDP-Liberale),"('nationalrat', 'beschloss')",89.0,5,13,85.04051860744184
63,Christlichdemokratische Volkspartei der Schweiz (CVP),"('mehrheit', 'kommission')",503.0,11,13,84.02820458557261
64,Schweizerische Volkspartei (SVP),"('svpfraktion', 'unterstutzt')",71.0,4,13,83.68450474025688
65,FDP.Die Liberalen (FDP-Liberale),"('nach', 'jahr')",317.0,10,13,83.16947183619466
66,Sozialdemokratische Partei der Schweiz (SP),"('stimm', 'enthalt')",132.0,7,13,81.71317550962151
67,FDP.Die Liberalen (FDP-Liberale),"('parlamentar', 'initiativ')",489.0,11,13,81.68944740028829
68,FDP.Die Liberalen (FDP-Liberale),"('nationalrat', 'folg')",85.0,5,13,81.21847282733209
69,Christlichdemokratische Volkspartei der Schweiz (CVP),"('gemass', 'artikel')",167.0,8,13,81.07980523554404
70,Schweizerische Volkspartei (SVP),"('antrag', 'mind')",476.0,11,13,79.51774429966713
71,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'bitt')",31.0,1,13,79.51343008130763
72,FDP.Die Liberalen (FDP-Liberale),"('schluss', 'gekomm')",128.0,7,13,79.23701867599661
73,Christlichdemokratische Volkspartei der Schweiz (CVP),"('kommission', 'rechtsfrag')",161.0,8,13,78.16675834085383
74,Christlichdemokratische Volkspartei der Schweiz (CVP),"('beschluss', 'nationalrat')",125.0,7,13,77.37990105077793
75,FDP.Die Liberalen (FDP-Liberale),"('europa', 'union')",100.0,6,13,77.31898882334816
76,FDP.Die Liberalen (FDP-Liberale),"('geltend', 'recht')",159.0,8,13,77.19574270929043
77,Christlichdemokratische Volkspartei der Schweiz (CVP),"('geht', 'frag')",123.0,7,13,76.14182263396549
78,FDP.Die Liberalen (FDP-Liberale),"('kommission', 'folg')",123.0,7,13,76.14182263396549
79,Sozialdemokratische Partei der Schweiz (SP),"('antwort', 'bundesrat')",121.0,7,13,74.90374421715305
80,FDP.Die Liberalen (FDP-Liberale),"('fdpfraktion', 'antrag')",40.0,2,13,74.87208707606365
81,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bitt', 'antrag')",203.0,9,13,74.64813036543941
82,FDP.Die Liberalen (FDP-Liberale),"('folg', 'geb')",203.0,9,13,74.64813036543941
83,FDP.Die Liberalen (FDP-Liberale),"('herrn', 'david')",78.0,5,13,74.52989271214004
84,Schweizerische Volkspartei (SVP),"('svpfraktion', 'bittet')",29.0,1,13,74.38353136638456
85,FDP.Die Liberalen (FDP-Liberale),"('mind', 'i')",283.0,10,13,74.24908684429997
86,Christlichdemokratische Volkspartei der Schweiz (CVP),"('ganz', 'klar')",441.0,11,13,73.67085133645631
87,FDP.Die Liberalen (FDP-Liberale),"('beim', 'bund')",150.0,8,13,72.82617236725513
88,Sozialdemokratische Partei der Schweiz (SP),"('pro', 'helvetia')",61.0,4,13,71.89795477684042
89,Christlichdemokratische Volkspartei der Schweiz (CVP),"('rechnung', 'getrag')",148.0,8,13,71.85515673569172
90,FDP.Die Liberalen (FDP-Liberale),"('geht', 'frag')",116.0,7,13,71.80854817512193
91,FDP.Die Liberalen (FDP-Liberale),"('drei', 'jahr')",195.0,9,13,71.70633212443688
92,Christlichdemokratische Volkspartei der Schweiz (CVP),"('inn', 'sich')",75.0,5,13,71.66335837705772
93,Schweizerische Volkspartei (SVP),"('bitt', 'antrag')",193.0,9,13,70.97088256418624
94,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bundesamt', 'justiz')",74.0,5,13,70.7078469320303
95,FDP.Die Liberalen (FDP-Liberale),"('nationalrat', 'kommission')",91.0,6,13,70.36027982924683
96,Schweizerische Volkspartei (SVP),"('folg', 'geb')",191.0,9,13,70.23543300393561
97,FDP.Die Liberalen (FDP-Liberale),"('mind', 'ii')",267.0,10,13,70.0512586128201
98,FDP.Die Liberalen (FDP-Liberale),"('etwa', 'million')",144.0,8,13,69.91312547256491
99,Christlichdemokratische Volkspartei der Schweiz (CVP),"('geltend', 'recht')",143.0,8,13,69.42761765678321
100,Sozialdemokratische Partei der Schweiz (SP),"('kommission', 'rechtsfrag')",143.0,8,13,69.42761765678321
101,FDP.Die Liberalen (FDP-Liberale),"('fdpfraktion', 'lehnt')",37.0,2,13,69.25668054535888
102,FDP.Die Liberalen (FDP-Liberale),"('allgemein', 'teil')",88.0,6,13,68.04071016454638
103,FDP.Die Liberalen (FDP-Liberale),"('geht', 'darum')",406.0,11,13,67.82395837324549
104,FDP.Die Liberalen (FDP-Liberale),"('stellung', 'nehm')",139.0,8,13,67.48558639365642
105,FDP.Die Liberalen (FDP-Liberale),"('fassung', 'bundesrat')",109.0,7,13,67.47527371627837
106,FDP.Die Liberalen (FDP-Liberale),"('bitt', 'deshalb')",182.0,9,13,66.92590998280775
107,Christlichdemokratische Volkspartei der Schweiz (CVP),"('nationalrat', 'folg')",70.0,5,13,66.88580115192055
108,FDP.Die Liberalen (FDP-Liberale),"('d', 'h')",399.0,11,13,66.65457978060333
109,Christlichdemokratische Volkspartei der Schweiz (CVP),"('auslanderinn', 'ausland')",107.0,7,13,66.23719529946591
110,FDP.Die Liberalen (FDP-Liberale),"('kommission', 'stimm')",107.0,7,13,66.23719529946591
111,Sozialdemokratische Partei der Schweiz (SP),"('kanton', 'zurich')",107.0,7,13,66.23719529946591
112,FDP.Die Liberalen (FDP-Liberale),"('postulat', 'uberweis')",136.0,8,13,66.02906294631131
113,FDP.Die Liberalen (FDP-Liberale),"('herr', 'plattn')",56.0,4,13,66.00467979513219
114,Sozialdemokratische Partei der Schweiz (SP),"('servic', 'public')",179.0,9,13,65.82273564243181
115,Schweizerische Volkspartei (SVP),"('parlamentar', 'initiativ')",390.0,11,13,65.15109301863484
116,Christlichdemokratische Volkspartei der Schweiz (CVP),"('parlamentar', 'initiativ')",388.0,11,13,64.8169848493085
117,FDP.Die Liberalen (FDP-Liberale),"('bundesrat', 'leuenberg')",104.0,7,13,64.38007767424725
118,FDP.Die Liberalen (FDP-Liberale),"('darf', 'sag')",83.0,6,13,64.17476072337898
119,Christlichdemokratische Volkspartei der Schweiz (CVP),"('motion', 'postulat')",130.0,8,13,63.11601605162111
120,FDP.Die Liberalen (FDP-Liberale),"('entwurf', 'bundesrat')",239.0,10,13,62.705059207730365
121,FDP.Die Liberalen (FDP-Liberale),"('absatz', 'artikel')",129.0,8,13,62.63050823583941
122,FDP.Die Liberalen (FDP-Liberale),"('bundesrat', 'entwurf')",81.0,6,13,62.62838094691202
123,Sozialdemokratische Partei der Schweiz (SP),"('europa', 'union')",81.0,6,13,62.62838094691202
124,FDP.Die Liberalen (FDP-Liberale),"('st', 'gall')",101.0,7,13,62.522960049028576
125,FDP.Die Liberalen (FDP-Liberale),"('grund', 'weshalb')",128.0,8,13,62.145000420057706
126,Christlichdemokratische Volkspartei der Schweiz (CVP),"('antrag', 'mehrheit')",236.0,10,13,61.91796641432789
127,Schweizerische Volkspartei (SVP),"('arme', 'xxi')",100.0,7,13,61.90392084062235
128,Christlichdemokratische Volkspartei der Schweiz (CVP),"('absatz', 'bundesverfass')",80.0,6,13,61.855191058678535
129,FDP.Die Liberalen (FDP-Liberale),"('verdeckt', 'ermittl')",80.0,6,13,61.855191058678535
130,Sozialdemokratische Partei der Schweiz (SP),"('flughaf', 'zurich')",80.0,6,13,61.855191058678535
131,FDP.Die Liberalen (FDP-Liberale),"('gesagt', 'word')",127.0,8,13,61.659492604276004
132,FDP.Die Liberalen (FDP-Liberale),"('bundesrat', 'meinung')",127.0,8,13,61.659492604276004
133,FDP.Die Liberalen (FDP-Liberale),"('dafur', 'empfehl')",24.0,1,13,61.558784579076885
134,Christlichdemokratische Volkspartei der Schweiz (CVP),"('drei', 'jahr')",167.0,9,13,61.410038280928
135,FDP.Die Liberalen (FDP-Liberale),"('pro', 'helvetia')",52.0,4,13,61.2900598097656
136,FDP.Die Liberalen (FDP-Liberale),"('mocht', 'beliebt')",52.0,4,13,61.2900598097656
137,FDP.Die Liberalen (FDP-Liberale),"('beid', 'rat')",166.0,9,13,61.04231350080268
138,Christlichdemokratische Volkspartei der Schweiz (CVP),"('kommission', 'stimm')",98.0,7,13,60.665842423809906
139,FDP.Die Liberalen (FDP-Liberale),"('bundesrat', 'folg')",98.0,7,13,60.665842423809906
140,FDP.Die Liberalen (FDP-Liberale),"('nach', 'generation')",63.0,5,13,60.19722103672849
141,Christlichdemokratische Volkspartei der Schweiz (CVP),"('folg', 'geb')",163.0,9,13,59.93913916042673
142,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bereit', 'heut')",162.0,9,13,59.57141438030141
143,FDP.Die Liberalen (FDP-Liberale),"('heut', 'morg')",162.0,9,13,59.57141438030141
144,Schweizerische Volkspartei (SVP),"('bund', 'kanton')",162.0,9,13,59.57141438030141
145,FDP.Die Liberalen (FDP-Liberale),"('funf', 'jahr')",227.0,10,13,59.55668803412047
146,Schweizerische Volkspartei (SVP),"('antwort', 'bundesrat')",96.0,7,13,59.42776400699746
147,FDP.Die Liberalen (FDP-Liberale),"('absatz', 'litera')",122.0,8,13,59.2319535253675
148,Schweizerische Volkspartei (SVP),"('mind', 'i')",225.0,10,13,59.03195950518549
149,FDP.Die Liberalen (FDP-Liberale),"('bundesrat', 'nationalrat')",50.0,4,13,58.93274981708231
150,FDP.Die Liberalen (FDP-Liberale),"('gegeb', 'zeit')",50.0,4,13,58.93274981708231
151,Christlichdemokratische Volkspartei der Schweiz (CVP),"('beim', 'eintret')",76.0,6,13,58.76243150574461
152,FDP.Die Liberalen (FDP-Liberale),"('neu', 'finanzausgleich')",121.0,8,13,58.7464457095858
153,FDP.Die Liberalen (FDP-Liberale),"('herr', 'brandli')",40.0,3,13,58.65348275173708
154,FDP.Die Liberalen (FDP-Liberale),"('ganz', 'einfach')",159.0,9,13,58.468240039925455
155,FDP.Die Liberalen (FDP-Liberale),"('mehrheit', 'folg')",159.0,9,13,58.468240039925455
156,Sozialdemokratische Partei der Schweiz (SP),"('folg', 'geb')",159.0,9,13,58.468240039925455
157,FDP.Die Liberalen (FDP-Liberale),"('herr', 'schmid')",61.0,5,13,58.28619814667362
158,FDP.Die Liberalen (FDP-Liberale),"('teil', 'meinung')",61.0,5,13,58.28619814667362
159,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bereit', 'erwahnt')",120.0,8,13,58.2609378938041
160,Sozialdemokratische Partei der Schweiz (SP),"('offent', 'verkehr')",120.0,8,13,58.2609378938041
161,Christlichdemokratische Volkspartei der Schweiz (CVP),"('mocht', 'kurz')",94.0,7,13,58.18968559018501
162,Schweizerische Volkspartei (SVP),"('uns', 'kommission')",94.0,7,13,58.18968559018501
163,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpfraktion', 'mehrheit')",31.0,2,13,58.025867483949334
164,Christlichdemokratische Volkspartei der Schweiz (CVP),"('beantragt', 'stimm')",75.0,6,13,57.98924161751113
165,FDP.Die Liberalen (FDP-Liberale),"('beim', 'eintret')",75.0,6,13,57.98924161751113
166,Christlichdemokratische Volkspartei der Schweiz (CVP),"('rechnung', 'trag')",156.0,9,13,57.365065699549504
167,Sozialdemokratische Partei der Schweiz (SP),"('geht', 'darum')",343.0,11,13,57.29955103946602
168,FDP.Die Liberalen (FDP-Liberale),"('motion', 'postulat')",118.0,8,13,57.289922262240694
169,Christlichdemokratische Volkspartei der Schweiz (CVP),"('beantragt', 'kommission')",74.0,6,13,57.216051729277645
170,Christlichdemokratische Volkspartei der Schweiz (CVP),"('d', 'h')",342.0,11,13,57.13249695480285
171,Sozialdemokratische Partei der Schweiz (SP),"('bitt', 'antrag')",155.0,9,13,56.99734091942419
172,Christlichdemokratische Volkspartei der Schweiz (CVP),"('entwurf', 'bundesrat')",217.0,10,13,56.93304538944556
175,FDP.Die Liberalen (FDP-Liberale),"('volk', 'stand')",117.0,8,13,56.804414446459
176,Schweizerische Volkspartei (SVP),"('pro', 'helvetia')",48.0,4,13,56.57543982439901
177,FDP.Die Liberalen (FDP-Liberale),"('mind', 'kommission')",73.0,6,13,56.44286184104416
178,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpfraktion', 'begrusst')",22.0,1,13,56.428885864153806
179,Schweizerische Volkspartei (SVP),"('svpfraktion', 'empfiehlt')",22.0,1,13,56.428885864153806
180,FDP.Die Liberalen (FDP-Liberale),"('kanton', 'zurich')",91.0,7,13,56.33256796496634
181,FDP.Die Liberalen (FDP-Liberale),"('losung', 'find')",91.0,7,13,56.33256796496634
182,FDP.Die Liberalen (FDP-Liberale),"('motion', 'uberweis')",152.0,9,13,55.89416657904824
183,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpfraktion', 'bitt')",38.0,3,13,55.72080861415022
184,FDP.Die Liberalen (FDP-Liberale),"('meinung', 'kommission')",72.0,6,13,55.66967195281068
185,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bitt', 'deshalb')",151.0,9,13,55.52644179892292
186,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bundesrat', 'nationalrat')",47.0,4,13,55.39678482805737
187,Christlichdemokratische Volkspartei der Schweiz (CVP),"('auseinand', 'gesetzt')",89.0,7,13,55.094489548153895
188,Christlichdemokratische Volkspartei der Schweiz (CVP),"('kommission', 'folg')",89.0,7,13,55.094489548153895
189,FDP.Die Liberalen (FDP-Liberale),"('buchstab', 'b')",88.0,7,13,54.47545033974767
190,FDP.Die Liberalen (FDP-Liberale),"('nam', 'bundesrat')",57.0,5,13,54.46415236656387
191,FDP.Die Liberalen (FDP-Liberale),"('frau', 'fassl')",57.0,5,13,54.46415236656387
192,FDP.Die Liberalen (FDP-Liberale),"('rechnung', 'trag')",148.0,9,13,54.42326745854697
193,Christlichdemokratische Volkspartei der Schweiz (CVP),"('mehrheit', 'zuzustimm')",112.0,8,13,54.37687536755049
194,FDP.Die Liberalen (FDP-Liberale),"('meinung', 'bundesrat')",70.0,6,13,54.12329217634372
195,FDP.Die Liberalen (FDP-Liberale),"('ja', 'schon')",70.0,6,13,54.12329217634372
196,FDP.Die Liberalen (FDP-Liberale),"('herr', 'strahm')",70.0,6,13,54.12329217634372
197,FDP.Die Liberalen (FDP-Liberale),"('zwei', 'drittel')",111.0,8,13,53.891367551768795
198,FDP.Die Liberalen (FDP-Liberale),"('rechnung', 'getrag')",111.0,8,13,53.891367551768795
199,FDP.Die Liberalen (FDP-Liberale),"('standerat', 'folg')",111.0,8,13,53.891367551768795
200,FDP.Die Liberalen (FDP-Liberale),"('fdpfraktion', 'eintret')",21.0,1,13,53.86393650669227
201,Schweizerische Volkspartei (SVP),"('svpfraktion', 'lehnt')",21.0,1,13,53.86393650669227
202,Sozialdemokratische Partei der Schweiz (SP),"('antrag', 'kommission')",87.0,7,13,53.856411131341446
203,FDP.Die Liberalen (FDP-Liberale),"('pro', 'jahr')",205.0,10,13,53.784674215835665
204,FDP.Die Liberalen (FDP-Liberale),"('vier', 'jahr')",205.0,10,13,53.784674215835665
205,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bitt', 'dah')",146.0,9,13,53.68781789829633
206,FDP.Die Liberalen (FDP-Liberale),"('gesetz', 'grundlag')",146.0,9,13,53.68781789829633
207,Sozialdemokratische Partei der Schweiz (SP),"('pro', 'jahr')",204.0,10,13,53.52230995136818
208,Christlichdemokratische Volkspartei der Schweiz (CVP),"('frau', 'brunn')",56.0,5,13,53.50864092153643
209,FDP.Die Liberalen (FDP-Liberale),"('inn', 'sich')",56.0,5,13,53.50864092153643
210,Sozialdemokratische Partei der Schweiz (SP),"('arbeitnehmerinn', 'arbeitnehm')",110.0,8,13,53.40585973598709
211,FDP.Die Liberalen (FDP-Liberale),"('beantragt', 'stimm')",69.0,6,13,53.350102288110236
212,Sozialdemokratische Partei der Schweiz (SP),"('nach', 'jahr')",203.0,10,13,53.259945686900686
213,Christlichdemokratische Volkspartei der Schweiz (CVP),"('st', 'gall')",86.0,7,13,53.237371922935225
214,FDP.Die Liberalen (FDP-Liberale),"('kommission', 'antrag')",86.0,7,13,53.237371922935225
215,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpfraktion', 'antrag')",45.0,4,13,53.03947483537408
216,FDP.Die Liberalen (FDP-Liberale),"('stell', 'fest')",202.0,10,13,52.99758142243319
217,Christlichdemokratische Volkspartei der Schweiz (CVP),"('antrag', 'kommissionsmehr')",109.0,8,13,52.92035192020539
218,Sozialdemokratische Partei der Schweiz (SP),"('kommission', 'beantragt')",109.0,8,13,52.92035192020539
219,Sozialdemokratische Partei der Schweiz (SP),"('bund', 'kanton')",143.0,9,13,52.58464355792038
220,Christlichdemokratische Volkspartei der Schweiz (CVP),"('kommission', 'wurd')",68.0,6,13,52.576912399876754
221,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bundesrat', 'entwurf')",68.0,6,13,52.576912399876754
222,FDP.Die Liberalen (FDP-Liberale),"('frag', 'herrn')",68.0,6,13,52.576912399876754
223,FDP.Die Liberalen (FDP-Liberale),"('natur', 'person')",68.0,6,13,52.576912399876754
224,FDP.Die Liberalen (FDP-Liberale),"('kurz', 'bemerk')",68.0,6,13,52.576912399876754
225,Sozialdemokratische Partei der Schweiz (SP),"('mehr', 'geld')",68.0,6,13,52.576912399876754
226,FDP.Die Liberalen (FDP-Liberale),"('mehrheit', 'fdpfraktion')",55.0,5,13,52.553129476509
227,FDP.Die Liberalen (FDP-Liberale),"('frank', 'jahr')",84.0,7,13,51.999293506122775
228,Schweizerische Volkspartei (SVP),"('stimm', 'enthalt')",84.0,7,13,51.999293506122775
229,Christlichdemokratische Volkspartei der Schweiz (CVP),"('absatz', 'artikel')",107.0,8,13,51.94933628864199
230,Sozialdemokratische Partei der Schweiz (SP),"('erneuerbar', 'energi')",107.0,8,13,51.94933628864199
231,Christlichdemokratische Volkspartei der Schweiz (CVP),"('vier', 'jahr')",198.0,10,13,51.94812436456323
232,Christlichdemokratische Volkspartei der Schweiz (CVP),"('frau', 'forst')",44.0,4,13,51.86081983903243
233,Christlichdemokratische Volkspartei der Schweiz (CVP),"('pro', 'helvetia')",44.0,4,13,51.86081983903243
234,FDP.Die Liberalen (FDP-Liberale),"('organisation', 'arbeitswelt')",44.0,4,13,51.86081983903243
235,FDP.Die Liberalen (FDP-Liberale),"('herr', 'hofmann')",44.0,4,13,51.86081983903243
236,Sozialdemokratische Partei der Schweiz (SP),"('geltend', 'recht')",106.0,8,13,51.463828472860286
237,Schweizerische Volkspartei (SVP),"('svpfraktion', 'mehrheit')",35.0,3,13,51.32179740776994
238,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpfraktion', 'eintret')",20.0,1,13,51.29898714923073
239,FDP.Die Liberalen (FDP-Liberale),"('fdpfraktion', 'vorlag')",20.0,1,13,51.29898714923073
240,Christlichdemokratische Volkspartei der Schweiz (CVP),"('mind', 'i')",195.0,10,13,51.161031571160756
241,Sozialdemokratische Partei der Schweiz (SP),"('mind', 'i')",195.0,10,13,51.161031571160756
242,FDP.Die Liberalen (FDP-Liberale),"('davon', 'ausgeh')",139.0,9,13,51.11374443741911
243,FDP.Die Liberalen (FDP-Liberale),"('beantragt', 'kommission')",66.0,6,13,51.03053262340979
244,FDP.Die Liberalen (FDP-Liberale),"('letzt', 'mal')",105.0,8,13,50.978320657078584
245,Schweizerische Volkspartei (SVP),"('herr', 'kolleg')",105.0,8,13,50.978320657078584
246,FDP.Die Liberalen (FDP-Liberale),"('darauf', 'hingewies')",304.0,11,13,50.784441737602535
247,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bundesamt', 'fluchtling')",53.0,5,13,50.642106586454126
248,FDP.Die Liberalen (FDP-Liberale),"('frau', 'brunn')",53.0,5,13,50.642106586454126
249,FDP.Die Liberalen (FDP-Liberale),"('kommission', 'artikel')",53.0,5,13,50.642106586454126
250,Schweizerische Volkspartei (SVP),"('svpfraktion', 'mind')",27.0,2,13,50.53865877634296
251,Sozialdemokratische Partei der Schweiz (SP),"('fried', 'sicherheitspolit')",27.0,2,13,50.53865877634296
252,Christlichdemokratische Volkspartei der Schweiz (CVP),"('erneuerbar', 'energi')",104.0,8,13,50.49281284129689
253,FDP.Die Liberalen (FDP-Liberale),"('bundesrat', 'standerat')",104.0,8,13,50.49281284129689
254,FDP.Die Liberalen (FDP-Liberale),"('kanton', 'gemeind')",137.0,9,13,50.37829487716848
255,Schweizerische Volkspartei (SVP),"('kanton', 'zurich')",81.0,7,13,50.142175880904105
256,Christlichdemokratische Volkspartei der Schweiz (CVP),"('nach', 'jahr')",191.0,10,13,50.11157451329079
257,FDP.Die Liberalen (FDP-Liberale),"('bereit', 'heut')",136.0,9,13,50.01057009704316
258,FDP.Die Liberalen (FDP-Liberale),"('fdpfraktion', 'mehrheit')",34.0,3,13,49.85546033897651
259,Schweizerische Volkspartei (SVP),"('vorstoss', 'rahm')",34.0,3,13,49.85546033897651
260,Christlichdemokratische Volkspartei der Schweiz (CVP),"('frau', 'beerli')",52.0,5,13,49.68659514142669
261,FDP.Die Liberalen (FDP-Liberale),"('bundesamt', 'justiz')",52.0,5,13,49.68659514142669
262,Christlichdemokratische Volkspartei der Schweiz (CVP),"('geht', 'darum')",297.0,11,13,49.615063144960374
