,Phrase,qui
56,"('stiftung', 'pro')",1.6708692805773535e-05
57,"('uberleb', 'ehegatt')",1.6517829729033135e-05
58,"('dah', 'bitt')",1.6505974313470796e-05
59,"('herr', 'triponez')",1.6262228992959897e-05
60,"('bitt', 'antrag')",1.6213259823183766e-05
61,"('gut', 'dien')",1.6187061187924244e-05
62,"('kanton', 'baselstadt')",1.565951772118606e-05
63,"('herrn', 'bloch')",1.558524080647836e-05
64,"('flughaf', 'zurich')",1.5555496735363233e-05
65,"('schweizer', 'neutralitat')",1.5469909372231072e-05
66,"('nachtrag', 'i')",1.537406085334963e-05
67,"('frau', 'kollegin')",1.533943326136163e-05
68,"('initiativ', 'ablehn')",1.52734134665955e-05
69,"('zweit', 'etapp')",1.5058353799585625e-05
70,"('ja', 'europa')",1.5008311232075245e-05
71,"('wirtschaft', 'leistungsfah')",1.4929037504467831e-05
72,"('klar', 'meinung')",1.4877158570696795e-05
73,"('eidgenoss', 'finanzkontroll')",1.4778491208501795e-05
74,"('finanziell', 'mittel')",1.447062042732097e-05
75,"('kolleg', 'schmid')",1.4423135720625838e-05
76,"('uns', 'kommission')",1.435486873040445e-05
77,"('best', 'dank')",1.4313479649007488e-05
78,"('frau', 'heberlein')",1.4262724404357073e-05
79,"('vorlag', 'einzutret')",1.4004451164082556e-05
80,"('scheint', 'wichtig')",1.3823310092327156e-05
81,"('mind', 'i')",1.3819937748012249e-05
82,"('gemacht', 'word')",1.3730058978434694e-05
83,"('diskussion', 'stehend')",1.356732911973768e-05
84,"('herr', 'hammerl')",1.356732911973768e-05
85,"('organisation', 'arbeitswelt')",1.3561238265284394e-05
86,"('herr', 'bor')",1.3485659038830159e-05
87,"('herr', 'bortoluzzi')",1.3485659038830159e-05
88,"('bewaffnet', 'neutralitat')",1.337772345675806e-05
89,"('administrativ', 'entlast')",1.3290864548407126e-05
90,"('svpfraktion', 'meinung')",1.3290864548407126e-05
91,"('eidgenoss', 'rat')",1.309503721150953e-05
92,"('teil', 'auffass')",1.3083827373842418e-05
93,"('herr', 'stahl')",1.3069086134960395e-05
94,"('davon', 'uberzeugt')",1.306142911078999e-05
95,"('aufgab', 'bund')",1.2852182989676473e-05
96,"('sicherheitspolit', 'bericht')",1.2714730511271958e-05
97,"('rentnerinn', 'rentn')",1.270577225932831e-05
98,"('herr', 'zuppig')",1.2671748802769268e-05
99,"('erinn', 'daran')",1.2651990250900908e-05
100,"('bitt', 'vorlag')",1.2612838518634341e-05
101,"('uns', 'arme')",1.2592342810318375e-05
102,"('imm', 'gesagt')",1.2583921502388732e-05
103,"('bilateral', 'abkomm')",1.2411434026547174e-05
104,"('rund', 'milliard')",1.240549386428652e-05
105,"('hoh', 'steu')",1.2379409796527261e-05
106,"('benotigt', 'goldreserv')",1.2333944511847008e-05
107,"('defizitgaranti', 'million')",1.2333944511847008e-05
108,"('unterstutzt', 'svpfraktion')",1.2333944511847008e-05
109,"('zwingend', 'notwend')",1.2333944511847008e-05
110,"('kost', 'million')",1.2272144089577325e-05
111,"('total', 'million')",1.2272144089577325e-05
112,"('burg', 'seit')",1.2260742874839171e-05
113,"('stell', 'antrag')",1.2097584596033584e-05
114,"('auslanderinn', 'ausland')",1.208140076853531e-05
115,"('eben', 'gerad')",1.208140076853531e-05
116,"('herr', 'weyeneth')",1.203821734167442e-05
117,"('bundesrat', 'standerat')",1.201761466090219e-05
118,"('flankier', 'massnahm')",1.1883517316860252e-05
119,"('herr', 'gutzwill')",1.1805984154514291e-05
120,"('volksinitiativ', 'ablehn')",1.1631167204496176e-05
121,"('artikel', 'or')",1.1582978581258024e-05
122,"('rund', 'tisch')",1.1527163991343074e-05
123,"('herr', 'buhr')",1.1460858300401418e-05
124,"('einverstand', 'erklar')",1.137839690465349e-05
125,"('klein', 'einkomm')",1.1334705749033306e-05
126,"('uns', 'fraktion')",1.1301294929641795e-05
127,"('bzw', 'prozent')",1.1292148511747238e-05
128,"('neu', 'sicherheitspolit')",1.1292148511747238e-05
129,"('bund', 'milliard')",1.1258005256657458e-05
130,"('auftrag', 'geb')",1.1186363293760027e-05
131,"('spfraktion', 'mocht')",1.1186363293760027e-05
132,"('initiativ', 'strahm')",1.1177171944734279e-05
133,"('gemass', 'artikel')",1.1144071995742276e-05
134,"('allgemein', 'volksinitiativ')",1.1041053451765095e-05
135,"('daran', 'erinn')",1.1036392665779997e-05
136,"('strateg', 'nachrichtendien')",1.1006965875180768e-05
137,"('bundesrat', 'deiss')",1.0985587634997905e-05
138,"('aktiv', 'sterbehilf')",1.094797829047812e-05
139,"('europa', 'union')",1.0916707942036374e-05
140,"('pfist', 'theophil')",1.0905340359412673e-05
141,"('deshalb', 'meinung')",1.08982217293086e-05
142,"('kredit', 'million')",1.0820770635708926e-05
143,"('vier', 'jahr')",1.0755646904445452e-05
144,"('herr', 'fisch')",1.069447755986462e-05
145,"('differenz', 'nationalrat')",1.0678763918382987e-05
146,"('steuerzahlerinn', 'steuerzahl')",1.0564028957889168e-05
147,"('vorh', 'gesagt')",1.0564028957889168e-05
148,"('wer', 'heut')",1.0559943794015608e-05
149,"('administrativ', 'aufwand')",1.04792411031912e-05
150,"('gegenub', 'vorjahr')",1.04792411031912e-05
151,"('person', 'meinung')",1.04792411031912e-05
152,"('verzicht', 'darauf')",1.04792411031912e-05
153,"('meinung', 'antrag')",1.041426673046987e-05
154,"('neugestalt', 'finanzausgleich')",1.041426673046987e-05
155,"('autonomi', 'kanton')",1.0252792659500635e-05
156,"('i', 'voranschlag')",1.0252792659500635e-05
157,"('kolleg', 'schiess')",1.0252792659500635e-05
158,"('schweiz', 'delegation')",1.0252792659500635e-05
159,"('st', 'moritz')",1.0252792659500635e-05
160,"('vertrag', 'eu')",1.0252792659500635e-05
161,"('herr', 'chiffell')",1.0249306779822806e-05
162,"('uns', 'rechtsordn')",1.0249306779822806e-05
163,"('zwei', 'ding')",1.0160200232549492e-05
164,"('verdeckt', 'ermittl')",1.0116880083716549e-05
165,"('bundesgesetz', 'forder')",1.008800006473776e-05
166,"('verstandnis', 'dafur')",1.0068428073755748e-05
167,"('geltend', 'gemacht')",1.0063332483534685e-05
168,"('drei', 'woch')",1.0028032239797023e-05
169,"('herr', 'theil')",1.001097893158865e-05
170,"('herr', 'hegetschweil')",9.952593899815317e-06
171,"('herr', 'kaufmann')",9.952593899815317e-06
172,"('desweg', 'bitt')",9.934245772827517e-06
173,"('bitt', 'dah')",9.776888070131917e-06
174,"('behindert', 'kind')",9.742200385370627e-06
175,"('motion', 'beerli')",9.73638589312866e-06
176,"('falsch', 'richtung')",9.638529771424147e-06
177,"('betrag', 'million')",9.561369897565923e-06
178,"('bundesrat', 'leuenberg')",9.450191045627004e-06
179,"('dageg', 'einzuw')",9.444210720343978e-06
180,"('polit', 'fuhrung')",9.444210720343978e-06
181,"('sprech', 'svpfraktion')",9.444210720343978e-06
182,"('umfang', 'million')",9.444210720343978e-06
183,"('wenig', 'geld')",9.376226156039142e-06
184,"('kulturell', 'erb')",9.343089408515254e-06
185,"('arzt', 'arztin')",9.309382984061145e-06
186,"('darauf', 'verweis')",9.309382984061145e-06
187,"('enthalt', 'abgelehnt')",9.309382984061145e-06
188,"('wirklich', 'bitt')",9.309382984061145e-06
189,"('herrn', 'kolleg')",9.299514369607453e-06
190,"('frau', 'fassl')",9.258133048296118e-06
191,"('herr', 'pfist')",9.255597239441298e-06
192,"('dublin', 'abkomm')",9.247136383963196e-06
193,"('frank', 'ab')",9.247136383963196e-06
194,"('frank', 'davon')",9.247136383963196e-06
195,"('frei', 'verfugbar')",9.247136383963196e-06
196,"('ganz', 'lini')",9.247136383963196e-06
197,"('landlich', 'region')",9.247136383963196e-06
198,"('prozent', 'liegt')",9.247136383963196e-06
199,"('stuf', 'bund')",9.247136383963196e-06
200,"('abgewies', 'asylbewerb')",9.21648655916446e-06
201,"('artikel', 'energiegesetz')",9.21648655916446e-06
202,"('baut', 'logist')",9.21648655916446e-06
203,"('bundesamt', 'baut')",9.21648655916446e-06
204,"('ebenfall', 'bitt')",9.21648655916446e-06
205,"('kolleg', 'david')",9.21648655916446e-06
206,"('nationalrat', 'anzuschliess')",9.21648655916446e-06
207,"('rahm', 'berat')",9.21648655916446e-06
208,"('revision', 'betaubungsmittelgesetz')",9.21648655916446e-06
209,"('ruag', 'suiss')",9.21648655916446e-06
210,"('sach', 'staat')",9.21648655916446e-06
211,"('turn', 'sport')",9.21648655916446e-06
212,"('uns', 'jugend')",9.21648655916446e-06
213,"('zustimm', 'geb')",9.21648655916446e-06
214,"('bund', 'kanton')",9.13416438125369e-06
215,"('wohl', 'kaum')",9.031553693320962e-06
216,"('mocht', 'daran')",9.020507213618255e-06
217,"('prozent', 'bevolker')",8.91278952295455e-06
218,"('weis', 'darauf')",8.908623794460175e-06
219,"('darub', 'diskutiert')",8.867296298596673e-06
220,"('erklar', 'abgeb')",8.805536658113865e-06
221,"('nam', 'einstimm')",8.805536658113865e-06
222,"('deshalb', 'nam')",8.795494147360634e-06
223,"('frag', 'herrn')",8.71935902291667e-06
224,"('bundesamt', 'justiz')",8.690383582650941e-06
225,"('nochmal', 'sag')",8.6854944602192e-06
226,"('sich', 'gesund')",8.6854944602192e-06
227,"('weiterbild', 'schweiz')",8.6854944602192e-06
228,"('herr', 'aeschbach')",8.497168406990381e-06
229,"('herr', 'rechstein')",8.497168406990381e-06
230,"('stark', 'mind')",8.47725588960375e-06
231,"('bundesrat', 'villig')",8.419523910832115e-06
232,"('herr', 'bundesrat')",8.348993386229895e-06
233,"('bundesrat', 'nationalrat')",8.32931706887641e-06
234,"('vertreterinn', 'vertret')",8.32525228435346e-06
235,"('herr', 'fasel')",8.28789679982552e-06
236,"('ablehn', 'staatsvertrag')",8.252892572509615e-06
237,"('neu', 'kredit')",8.252892572509615e-06
238,"('revision', 'bundesgesetz')",8.252892572509615e-06
239,"('vorlieg', 'gesetzentwurf')",8.252892572509615e-06
240,"('dringend', 'notwend')",8.191268194952308e-06
241,"('bisher', 'system')",8.184061489000166e-06
242,"('bundesrat', 'beantwort')",8.184061489000166e-06
243,"('entschied', 'auffass')",8.184061489000166e-06
244,"('eracht', 'recht')",8.184061489000166e-06
245,"('fehr', 'mario')",8.184061489000166e-06
246,"('gegenvorschlag', 'abzulehn')",8.184061489000166e-06
247,"('genf', 'zentrum')",8.184061489000166e-06
248,"('herr', 'banga')",8.184061489000166e-06
249,"('kanton', 'neuenburg')",8.184061489000166e-06
250,"('merz', 'gesagt')",8.184061489000166e-06
251,"('neu', 'abgab')",8.184061489000166e-06
252,"('stellt', 'heut')",8.184061489000166e-06
253,"('svpfraktion', 'ganz')",8.184061489000166e-06
254,"('svpfraktion', 'stellt')",8.184061489000166e-06
255,"('zusatz', 'steu')",8.184061489000166e-06
256,"('mehrheit', 'bevolker')",8.130974714441907e-06
257,"('vorgezog', 'massnahm')",8.130974714441907e-06
258,"('erst', 'etapp')",8.062751947335043e-06
259,"('klein', 'wenig')",8.062751947335043e-06
260,"('mocht', 'schluss')",8.062751947335043e-06
261,"('gehabt', 'hatt')",8.025386249893008e-06
262,"('herr', 'wasserfall')",8.025386249893008e-06
263,"('einfuhr', 'neu')",7.984901495366026e-06
264,"('polit', 'recht')",7.984901495366026e-06
265,"('autofrei', 'tag')",7.888036275221365e-06
266,"('mind', 'svpfraktion')",7.888036275221365e-06
267,"('polit', 'uno')",7.888036275221365e-06
268,"('weit', 'mal')",7.888036275221365e-06
269,"('anspruch', 'nehm')",7.866444373403574e-06
270,"('famili', 'kind')",7.866444373403574e-06
271,"('ganz', 'klar')",7.845365442648063e-06
272,"('kraft', 'tret')",7.822905182788343e-06
273,"('frau', 'kind')",7.804053470361802e-06
274,"('herr', 'giezendann')",7.804053470361802e-06
275,"('standerat', 'kommission')",7.771630236600384e-06
276,"('gibt', 'viel')",7.76948988951929e-06
277,"('mehr', 'ganz')",7.741556588735041e-06
278,"('zivil', 'friedensdien')",7.741556588735041e-06
279,"('all', 'grund')",7.663076077099968e-06
280,"('frau', 'bundesratin')",7.565054426666726e-06
281,"('gleich', 'frag')",7.536950324297293e-06
282,"('gleich', 'zeitraum')",7.536950324297293e-06
283,"('mehr', 'vorhand')",7.536950324297293e-06
284,"('voll', 'umfang')",7.536950324297293e-06
285,"('zusatz', 'belast')",7.536950324297293e-06
286,"('embryonal', 'stammzell')",7.529053629298288e-06
287,"('herrn', 'triponez')",7.529053629298288e-06
288,"('schweiz', 'moglich')",7.529053629298288e-06
289,"('betroff', 'kanton')",7.520577447608582e-06
290,"('patientinn', 'patient')",7.520577447608582e-06
291,"('herrn', 'pfist')",7.441370127951008e-06
292,"('kanton', 'tessin')",7.433754907253447e-06
293,"('herr', 'vollm')",7.410361551165828e-06
294,"('offent', 'interess')",7.335346112567718e-06
295,"('kanton', 'uri')",7.318491073330347e-06
296,"('bitt', 'mehrheit')",7.297238272464207e-06
297,"('artikel', 'landwirtschaftsgesetz')",7.268404157642359e-06
298,"('bezug', 'artikel')",7.268404157642359e-06
299,"('geschatzt', 'kolleg')",7.268404157642359e-06
300,"('umgang', 'gentechn')",7.268404157642359e-06
301,"('votum', 'kolleg')",7.268404157642359e-06
302,"('herr', 'stein')",7.25990387755535e-06
303,"('bitt', 'kommissionsmehr')",7.246885873858486e-06
304,"('meinung', 'mehrheit')",7.201823629716079e-06
305,"('dritt', 'generation')",7.162203371608166e-06
306,"('flexibl', 'rentenalt')",7.162203371608166e-06
307,"('frau', 'bangert')",7.162203371608166e-06
308,"('herr', 'widrig')",7.162203371608166e-06
309,"('befurwort', 'gegn')",7.156681238575483e-06
310,"('entlast', 'kmu')",7.156681238575483e-06
311,"('feststell', 'identitat')",7.156681238575483e-06
312,"('frank', 'tief')",7.156681238575483e-06
313,"('goldinitiativ', 'svp')",7.156681238575483e-06
314,"('grund', 'svpfraktion')",7.156681238575483e-06
315,"('kolleg', 'dettling')",7.156681238575483e-06
316,"('menschlich', 'leb')",7.156681238575483e-06
317,"('primar', 'sach')",7.156681238575483e-06
318,"('sollt', 'frag')",7.156681238575483e-06
319,"('umwandl', 'defizitgaranti')",7.156681238575483e-06
320,"('ungebor', 'kind')",7.156681238575483e-06
321,"('volk', 'ablehn')",7.156681238575483e-06
322,"('volksinitiativ', 'mutt')",7.156681238575483e-06
323,"('ganz', 'genau')",7.0771924136262e-06
324,"('gesagt', 'sei')",7.0771924136262e-06
325,"('frau', 'hollenstein')",7.056716742087235e-06
326,"('klar', 'deutlich')",7.056716742087235e-06
327,"('wesent', 'teil')",7.056716742087235e-06
328,"('ausdruck', 'bring')",7.030998092557767e-06
329,"('beid', 'volksinitiativ')",7.0204587406232636e-06
330,"('finanzlag', 'bund')",7.0204587406232636e-06
331,"('frank', 'gesproch')",7.0204587406232636e-06
332,"('geistig', 'eigentum')",7.0204587406232636e-06
333,"('sich', 'kooperation')",7.0204587406232636e-06
334,"('tief', 'greifend')",7.0204587406232636e-06
335,"('bundesamt', 'verkehr')",7.0093947867194635e-06
336,"('grundsatz', 'falsch')",6.986109264531032e-06
337,"('mocht', 'ledig')",6.986109264531032e-06
338,"('nam', 'gross')",6.986109264531032e-06
339,"('prozent', 'bruttoinlandprodukt')",6.986109264531032e-06
340,"('satz', 'prozent')",6.986109264531032e-06
341,"('vorgeschlag', 'massnahm')",6.986109264531032e-06
342,"('einkomm', 'frank')",6.937481376825895e-06
343,"('recht', 'gesagt')",6.937481376825895e-06
344,"('eng', 'sinn')",6.930470361667136e-06
345,"('gesagt', 'ja')",6.930470361667136e-06
346,"('herr', 'leutenegg')",6.930470361667136e-06
347,"('offent', 'sich')",6.930470361667136e-06
348,"('schweizer', 'polit')",6.930470361667136e-06
349,"('sei', 'gut')",6.930470361667136e-06
350,"('seit', 'zeit')",6.930470361667136e-06
351,"('standesinitiativ', 'tessin')",6.930470361667136e-06
352,"('angenomm', 'word')",6.90444625648134e-06
353,"('grossenordn', 'million')",6.888822960699705e-06
354,"('neu', 'technologi')",6.864776591184925e-06
355,"('mocht', 'nochmal')",6.855095156214755e-06
356,"('deshalb', 'antrag')",6.836285345004037e-06
357,"('beid', 'basel')",6.82162093328807e-06
358,"('beid', 'frag')",6.82162093328807e-06
359,"('hauslich', 'gewalt')",6.82162093328807e-06
360,"('herrn', 'bortoluzzi')",6.82162093328807e-06
361,"('initiativ', 'giezendann')",6.82162093328807e-06
362,"('mind', 'ménétreysavary')",6.82162093328807e-06
363,"('muss', 'herr')",6.82162093328807e-06
364,"('russisch', 'foderation')",6.82162093328807e-06
365,"('nach', 'vier')",6.739944735268504e-06
366,"('frau', 'buhlmann')",6.7209241846462454e-06
367,"('sturm', 'lothar')",6.7209241846462454e-06
368,"('vorgeschlag', 'losung')",6.7209241846462454e-06
369,"('einzig', 'allein')",6.651885681111633e-06
370,"('artikel', 'bundesbeschluss')",6.6041254622836225e-06
371,"('auffass', 'bundesrat')",6.6041254622836225e-06
372,"('auftrag', 'erfull')",6.6041254622836225e-06
373,"('beachtung', 'schenk')",6.6041254622836225e-06
374,"('beding', 'erfullt')",6.6041254622836225e-06
375,"('buchstab', 'f')",6.6041254622836225e-06
376,"('frank', 'bewill')",6.6041254622836225e-06
377,"('geeignet', 'massnahm')",6.6041254622836225e-06
378,"('gegeb', 'zeit')",6.6041254622836225e-06
379,"('kanton', 'organisation')",6.6041254622836225e-06
380,"('stellungnahm', 'motion')",6.6041254622836225e-06
381,"('zwei', 'million')",6.6041254622836225e-06
382,"('allein', 'schon')",6.5934822536351734e-06
383,"('bedingt', 'strafvollzug')",6.587784647665599e-06
384,"('beim', 'personal')",6.587784647665599e-06
385,"('betroff', 'region')",6.587784647665599e-06
386,"('corporat', 'governanc')",6.587784647665599e-06
387,"('eingefuhrt', 'word')",6.587784647665599e-06
388,"('herr', 'randegg')",6.587784647665599e-06
389,"('aufgab', 'ubernehm')",6.550839063213123e-06
390,"('grenz', 'halt')",6.550839063213123e-06
391,"('uns', 'volkswirtschaft')",6.550839063213123e-06
392,"('weiss', 'wovon')",6.550839063213123e-06
393,"('wovon', 'sprech')",6.550839063213123e-06
394,"('volksinitiativ', 'ja')",6.527674085737531e-06
395,"('letzt', 'jahr')",6.52567074656509e-06
396,"('erst', 'recht')",6.509868615932498e-06
397,"('hoh', 'million')",6.436269884132845e-06
398,"('mehrheit', 'uns')",6.383128329829145e-06
399,"('offent', 'unternehm')",6.3527561143532706e-06
400,"('doppelt', 'ja')",6.335781041566936e-06
401,"('herr', 'villig')",6.335781041566936e-06
402,"('mocht', 'herr')",6.335781041566936e-06
403,"('sozial', 'okolog')",6.335781041566936e-06
404,"('antizykl', 'verhalt')",6.2961095556032355e-06
405,"('antrag', 'imhof')",6.2961095556032355e-06
406,"('aufgrund', 'tatsach')",6.2961095556032355e-06
407,"('einnahm', 'bund')",6.2961095556032355e-06
408,"('fond', 'eisenbahngrossprojekt')",6.2961095556032355e-06
409,"('hilf', 'leist')",6.2961095556032355e-06
410,"('kolleg', 'bieri')",6.2961095556032355e-06
411,"('kolleg', 'jenny')",6.2961095556032355e-06
412,"('kolleg', 'stahelin')",6.2961095556032355e-06
413,"('leitbild', 'arme')",6.2961095556032355e-06
414,"('nehm', 'bericht')",6.2961095556032355e-06
415,"('selbststand', 'unternehm')",6.2961095556032355e-06
416,"('stimm', 'parlamentar')",6.2961095556032355e-06
417,"('teil', 'svpfraktion')",6.2961095556032355e-06
418,"('uberschuss', 'goldreserv')",6.2961095556032355e-06
419,"('vollendet', 'tatsach')",6.2961095556032355e-06
420,"('verfug', 'stehend')",6.288018901289576e-06
421,"('status', 'quo')",6.2680088387806e-06
422,"('bundesrat', 'stellungnahm')",6.210731297838154e-06
423,"('freien', 'markt')",6.210731297838154e-06
424,"('alt', 'leut')",6.203853989202488e-06
425,"('armst', 'land')",6.203853989202488e-06
426,"('beschluss', 'parlament')",6.203853989202488e-06
427,"('brief', 'paket')",6.203853989202488e-06
428,"('ehrlich', 'gesagt')",6.203853989202488e-06
429,"('konjunkturell', 'entwickl')",6.203853989202488e-06
430,"('massnahm', 'deutschland')",6.203853989202488e-06
431,"('senkung', 'promillegrenz')",6.203853989202488e-06
432,"('tonn', 'gold')",6.203853989202488e-06
433,"('umbau', 'poststellennetz')",6.203853989202488e-06
434,"('angriff', 'genomm')",6.199620419436097e-06
435,"('gegeb', 'word')",6.199620419436097e-06
436,"('ja', 'bekannt')",6.199620419436097e-06
437,"('ja', 'gut')",6.199620419436097e-06
438,"('stund', 'minut')",6.199620419436097e-06
439,"('neu', 'stell')",6.195784910646397e-06
440,"('frau', 'egerszegi')",6.190780835107147e-06
441,"('arme', 'ausland')",6.136026837267914e-06
442,"('aufheb', 'milchkontingentier')",6.136026837267914e-06
443,"('ausserordent', 'ereignis')",6.136026837267914e-06
444,"('bund', 'hoh')",6.136026837267914e-06
445,"('bundesrat', 'eben')",6.136026837267914e-06
446,"('darub', 'ab')",6.136026837267914e-06
447,"('eidgenoss', 'alkoholverwalt')",6.136026837267914e-06
448,"('eidgenoss', 'versicherungskass')",6.136026837267914e-06
449,"('eu', 'beitret')",6.136026837267914e-06
450,"('finanzkommission', 'nationalrat')",6.136026837267914e-06
451,"('frank', 'rund')",6.136026837267914e-06
452,"('françois', 'couchepin')",6.136026837267914e-06
453,"('gebot', 'stund')",6.136026837267914e-06
454,"('gleich', 'ell')",6.136026837267914e-06
455,"('gleichgeschlecht', 'paar')",6.136026837267914e-06
456,"('goldreserv', 'nationalbank')",6.136026837267914e-06
457,"('grundsatz', 'meinung')",6.136026837267914e-06
458,"('hatt', 'wohl')",6.136026837267914e-06
459,"('hub', 'drub')",6.136026837267914e-06
460,"('institut', 'geistig')",6.136026837267914e-06
461,"('international', 'kooperation')",6.136026837267914e-06
462,"('kanton', 'glarus')",6.136026837267914e-06
463,"('kolleg', 'frick')",6.136026837267914e-06
464,"('kolleg', 'hess')",6.136026837267914e-06
465,"('leistung', 'erbringt')",6.136026837267914e-06
466,"('letzt', 'sech')",6.136026837267914e-06
467,"('neu', 'gesetzgeb')",6.136026837267914e-06
468,"('neu', 'schutzenpanz')",6.136026837267914e-06
469,"('nutz', 'arme')",6.136026837267914e-06
470,"('optimal', 'losung')",6.136026837267914e-06
471,"('per', 'saldo')",6.136026837267914e-06
472,"('prozent', 'stimm')",6.136026837267914e-06
473,"('prozent', 'wachstum')",6.136026837267914e-06
474,"('rahmenbeding', 'wirtschaft')",6.136026837267914e-06
475,"('schweiz', 'bod')",6.136026837267914e-06
476,"('sicherheitspolit', 'lag')",6.136026837267914e-06
477,"('svpfraktion', 'klar')",6.136026837267914e-06
478,"('unbewaffnet', 'einsatz')",6.136026837267914e-06
479,"('uno', 'neutralitat')",6.136026837267914e-06
480,"('vorlieg', 'volksinitiativ')",6.136026837267914e-06
481,"('vorlieg', 'vorlag')",6.136026837267914e-06
482,"('war', 'sicht')",6.136026837267914e-06
483,"('weich', 'drog')",6.136026837267914e-06
484,"('weit', 'milliard')",6.136026837267914e-06
485,"('woch', 'monat')",6.136026837267914e-06
486,"('antrag', 'gestellt')",6.1128041507887556e-06
487,"('klein', 'mind')",6.102503562613122e-06
488,"('neu', 'parlamentsgesetz')",6.102503562613122e-06
489,"('ober', 'grenz')",6.102503562613122e-06
490,"('verordn', 'bundesversamml')",6.102503562613122e-06
491,"('bitt', 'artikel')",6.0800828943941325e-06
492,"('werkplatz', 'schweiz')",6.0800828943941325e-06
493,"('mocht', 'deshalb')",6.069138659596429e-06
494,"('drei', 'punkt')",6.055981894649036e-06
495,"('verandert', 'organism')",6.055981894649036e-06
496,"('bild', 'schweiz')",6.0190051963039765e-06
497,"('global', 'umweltfond')",6.0190051963039765e-06
498,"('schweizer', 'verkehrspolit')",6.0190051963039765e-06
499,"('grundsatz', 'frag')",5.998804730139212e-06
500,"('standesinitiativ', 'aargau')",5.998804730139212e-06
501,"('schritt', 'richtung')",5.975345670143058e-06
502,"('zweit', 'phas')",5.975345670143058e-06
503,"('deshalb', 'minderheitsantrag')",5.965478682369242e-06
504,"('hoh', 'einkomm')",5.941549501007355e-06
505,"('sozialdemokrat', 'fraktion')",5.941549501007355e-06
506,"('bundesrat', 'antwort')",5.941295543872113e-06
507,"('geschaff', 'wurd')",5.91144046592845e-06
508,"('gut', 'gewiss')",5.91144046592845e-06
509,"('heut', 'leid')",5.91144046592845e-06
510,"('neu', 'moglich')",5.91144046592845e-06
511,"('zusammenarbeit', 'kanton')",5.91144046592845e-06
512,"('bitt', 'stimm')",5.807894575105406e-06
513,"('herr', 'baad')",5.807894575105406e-06
514,"('mocht', 'wirklich')",5.807894575105406e-06
515,"('wichtig', 'beitrag')",5.807894575105406e-06
516,"('wirtschaft', 'grund')",5.807894575105406e-06
517,"('bildung', 'forschung')",5.756804025580771e-06
