,Speaker Party,Phrase,Counts,Freq,N,tf_idf
108,Christlichdemokratische Volkspartei der Schweiz (CVP),"('annahm', 'motion')",125.0,8,13,60.6884769727126
109,FDP.Die Liberalen (FDP-Liberale),"('beantragt', 'stimm')",78.0,6,13,60.30881128221157
110,FDP.Die Liberalen (FDP-Liberale),"('beantragt', 'diskussion')",41.0,3,13,60.1198198205305
111,Christlichdemokratische Volkspartei der Schweiz (CVP),"('mocht', 'nochmal')",51.0,4,13,60.11140481342395
112,Christlichdemokratische Volkspartei der Schweiz (CVP),"('erneuerbar', 'energi')",163.0,9,13,59.93913916042673
113,FDP.Die Liberalen (FDP-Liberale),"('bitt', 'nam')",163.0,9,13,59.93913916042673
114,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpfraktion', 'bitt')",32.0,2,13,59.89766966085092
115,Schweizerische Volkspartei (SVP),"('svpfraktion', 'mind')",32.0,2,13,59.89766966085092
116,FDP.Die Liberalen (FDP-Liberale),"('antrag', 'mind')",748.0,12,13,59.871945339805194
117,Schweizerische Volkspartei (SVP),"('minderheitsantrag', 'abzulehn')",96.0,7,13,59.42776400699746
118,Schweizerische Volkspartei (SVP),"('frau', 'kollegin')",96.0,7,13,59.42776400699746
119,FDP.Die Liberalen (FDP-Liberale),"('herr', 'david')",62.0,5,13,59.24170959170105
120,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpfraktion', 'steht')",23.0,1,13,58.99383522161534
121,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'vorlag')",23.0,1,13,58.99383522161534
122,FDP.Die Liberalen (FDP-Liberale),"('gesetz', 'grundlag')",160.0,9,13,58.835964820050776
123,Schweizerische Volkspartei (SVP),"('fassung', 'bundesrat')",160.0,9,13,58.835964820050776
124,Christlichdemokratische Volkspartei der Schweiz (CVP),"('schweiz', 'tourismus')",76.0,6,13,58.76243150574461
125,FDP.Die Liberalen (FDP-Liberale),"('kalt', 'progression')",76.0,6,13,58.76243150574461
126,Christlichdemokratische Volkspartei der Schweiz (CVP),"('diskussion', 'einverstand')",40.0,3,13,58.65348275173708
127,Sozialdemokratische Partei der Schweiz (SP),"('bitt', 'nam')",159.0,9,13,58.468240039925455
128,Christlichdemokratische Volkspartei der Schweiz (CVP),"('neu', 'regionalpolit')",61.0,5,13,58.28619814667362
129,Schweizerische Volkspartei (SVP),"('frau', 'fetz')",61.0,5,13,58.28619814667362
130,Schweizerische Volkspartei (SVP),"('svpfraktion', 'bittet')",31.0,2,13,58.025867483949334
131,Schweizerische Volkspartei (SVP),"('svpfraktion', 'beantragt')",31.0,2,13,58.025867483949334
132,FDP.Die Liberalen (FDP-Liberale),"('cvpfraktion', 'teilt')",49.0,4,13,57.75409482074066
133,FDP.Die Liberalen (FDP-Liberale),"('fdpfraktion', 'teilt')",49.0,4,13,57.75409482074066
134,Sozialdemokratische Partei der Schweiz (SP),"('fdpfraktion', 'teilt')",49.0,4,13,57.75409482074066
135,Schweizerische Volkspartei (SVP),"('bitt', 'nam')",155.0,9,13,56.99734091942419
136,Christlichdemokratische Volkspartei der Schweiz (CVP),"('kommission', 'antrag')",92.0,7,13,56.951607173372565
137,FDP.Die Liberalen (FDP-Liberale),"('grund', 'weshalb')",154.0,9,13,56.62961613929887
138,FDP.Die Liberalen (FDP-Liberale),"('mocht', 'nochmal')",48.0,4,13,56.57543982439901
139,FDP.Die Liberalen (FDP-Liberale),"('ersuch', 'deshalb')",73.0,6,13,56.44286184104416
140,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'eintret')",22.0,1,13,56.428885864153806
141,FDP.Die Liberalen (FDP-Liberale),"('beantragt', 'annahm')",59.0,5,13,56.375175256618746
142,Schweizerische Volkspartei (SVP),"('uns', 'kommission')",91.0,7,13,56.33256796496634
143,Schweizerische Volkspartei (SVP),"('mehrheit', 'zuzustimm')",153.0,9,13,56.26189135917355
144,FDP.Die Liberalen (FDP-Liberale),"('spfraktion', 'teilt')",30.0,2,13,56.15406530704774
145,Schweizerische Volkspartei (SVP),"('antrag', 'mind')",699.0,12,13,55.94985266380191
146,FDP.Die Liberalen (FDP-Liberale),"('antrag', 'kommission')",213.0,10,13,55.883588331575595
147,Schweizerische Volkspartei (SVP),"('vorlag', 'einzutret')",213.0,10,13,55.883588331575595
148,Sozialdemokratische Partei der Schweiz (SP),"('svpfraktion', 'teilt')",38.0,3,13,55.72080861415022
149,Schweizerische Volkspartei (SVP),"('herr', 'visch')",72.0,6,13,55.66967195281068
150,FDP.Die Liberalen (FDP-Liberale),"('deshalb', 'ersuch')",58.0,5,13,55.419663811591306
151,Schweizerische Volkspartei (SVP),"('initiativ', 'folg')",114.0,8,13,55.34789099911389
152,Christlichdemokratische Volkspartei der Schweiz (CVP),"('herr', 'kolleg')",150.0,9,13,55.1587170187976
153,Sozialdemokratische Partei der Schweiz (SP),"('stimm', 'enthalt')",150.0,9,13,55.1587170187976
154,FDP.Die Liberalen (FDP-Liberale),"('herr', 'leuenberg')",71.0,6,13,54.8964820645772
155,FDP.Die Liberalen (FDP-Liberale),"('ganz', 'kurz')",149.0,9,13,54.79099223867228
156,FDP.Die Liberalen (FDP-Liberale),"('bundesrat', 'meinung')",88.0,7,13,54.47545033974767
157,FDP.Die Liberalen (FDP-Liberale),"('zuruckgezog', 'word')",57.0,5,13,54.46415236656387
158,FDP.Die Liberalen (FDP-Liberale),"('darauf', 'aufmerksam')",112.0,8,13,54.37687536755049
159,Sozialdemokratische Partei der Schweiz (SP),"('darauf', 'aufmerksam')",112.0,8,13,54.37687536755049
160,Sozialdemokratische Partei der Schweiz (SP),"('mocht', 'darauf')",112.0,8,13,54.37687536755049
161,FDP.Die Liberalen (FDP-Liberale),"('diskussion', 'einverstand')",37.0,3,13,54.2544715453568
162,Sozialdemokratische Partei der Schweiz (SP),"('mieterinn', 'miet')",37.0,3,13,54.2544715453568
163,Christlichdemokratische Volkspartei der Schweiz (CVP),"('nationalrat', 'anzuschliess')",46.0,4,13,54.21812983171572
164,FDP.Die Liberalen (FDP-Liberale),"('beid', 'rat')",147.0,9,13,54.05554267842165
165,Christlichdemokratische Volkspartei der Schweiz (CVP),"('nationalrat', 'folg')",56.0,5,13,53.50864092153643
166,Schweizerische Volkspartei (SVP),"('beschuldigt', 'person')",56.0,5,13,53.50864092153643
167,Christlichdemokratische Volkspartei der Schweiz (CVP),"('dank', 'bundesrat')",69.0,6,13,53.350102288110236
168,FDP.Die Liberalen (FDP-Liberale),"('grund', 'genomm')",86.0,7,13,53.237371922935225
169,FDP.Die Liberalen (FDP-Liberale),"('herrn', 'david')",45.0,4,13,53.03947483537408
170,FDP.Die Liberalen (FDP-Liberale),"('herrn', 'kolleg')",68.0,6,13,52.576912399876754
171,Schweizerische Volkspartei (SVP),"('standerat', 'folg')",68.0,6,13,52.576912399876754
172,FDP.Die Liberalen (FDP-Liberale),"('ressourcenschwach', 'kanton')",55.0,5,13,52.553129476509
173,Sozialdemokratische Partei der Schweiz (SP),"('bitt', 'deshalb')",314.0,11,13,52.454982584234195
174,Schweizerische Volkspartei (SVP),"('st', 'gall')",108.0,8,13,52.43484410442369
175,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpfraktion', 'stimmt')",28.0,2,13,52.41046095324456
176,FDP.Die Liberalen (FDP-Liberale),"('kommission', 'stimm')",142.0,9,13,52.216918777795065
177,Schweizerische Volkspartei (SVP),"('vier', 'jahr')",142.0,9,13,52.216918777795065
178,Schweizerische Volkspartei (SVP),"('frau', 'bundesratin')",199.0,10,13,52.21048862903072
179,FDP.Die Liberalen (FDP-Liberale),"('buchstab', 'c')",84.0,7,13,51.999293506122775
180,Schweizerische Volkspartei (SVP),"('herr', 'schiess')",44.0,4,13,51.86081983903243
181,FDP.Die Liberalen (FDP-Liberale),"('geltend', 'recht')",141.0,9,13,51.849193997669744
182,Schweizerische Volkspartei (SVP),"('mehrheit', 'folg')",141.0,9,13,51.849193997669744
183,FDP.Die Liberalen (FDP-Liberale),"('international', 'organisation')",67.0,6,13,51.80372251164327
184,Christlichdemokratische Volkspartei der Schweiz (CVP),"('absatz', 'buchstab')",197.0,10,13,51.68576010009574
185,FDP.Die Liberalen (FDP-Liberale),"('ersuch', 'antrag')",54.0,5,13,51.59761803148156
186,Sozialdemokratische Partei der Schweiz (SP),"('bitt', 'dringend')",54.0,5,13,51.59761803148156
187,Christlichdemokratische Volkspartei der Schweiz (CVP),"('geltend', 'recht')",140.0,9,13,51.48146921754443
188,Schweizerische Volkspartei (SVP),"('folg', 'geb')",196.0,10,13,51.42339583562825
189,Sozialdemokratische Partei der Schweiz (SP),"('uns', 'kommission')",83.0,7,13,51.380254297716554
190,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'mehrheit')",20.0,1,13,51.29898714923073
191,FDP.Die Liberalen (FDP-Liberale),"('nach', 'jahr')",307.0,11,13,51.28560399159203
192,Christlichdemokratische Volkspartei der Schweiz (CVP),"('vier', 'jahr')",139.0,9,13,51.11374443741911
193,FDP.Die Liberalen (FDP-Liberale),"('ausdruck', 'gebracht')",66.0,6,13,51.03053262340979
194,Schweizerische Volkspartei (SVP),"('nam', 'kommission')",66.0,6,13,51.03053262340979
195,FDP.Die Liberalen (FDP-Liberale),"('absatz', 'buchstab')",194.0,10,13,50.89866730669326
196,Schweizerische Volkspartei (SVP),"('pro', 'helvetia')",82.0,7,13,50.761215089310326
197,Schweizerische Volkspartei (SVP),"('svpfraktion', 'antrag')",43.0,4,13,50.68216484269079
198,Schweizerische Volkspartei (SVP),"('kollektiv', 'kapitalanlag')",43.0,4,13,50.68216484269079
199,FDP.Die Liberalen (FDP-Liberale),"('fdpfraktion', 'lehnt')",27.0,2,13,50.53865877634296
200,FDP.Die Liberalen (FDP-Liberale),"('unterstutzt', 'fdpfraktion')",27.0,2,13,50.53865877634296
201,Christlichdemokratische Volkspartei der Schweiz (CVP),"('gesetz', 'grundlag')",137.0,9,13,50.37829487716848
202,FDP.Die Liberalen (FDP-Liberale),"('vorlag', 'einzutret')",192.0,10,13,50.37393877775828
203,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bundesamt', 'justiz')",65.0,6,13,50.25734273517631
204,Schweizerische Volkspartei (SVP),"('vorlauf', 'aufgenomm')",65.0,6,13,50.25734273517631
205,Schweizerische Volkspartei (SVP),"('geltend', 'recht')",136.0,9,13,50.01057009704316
206,Christlichdemokratische Volkspartei der Schweiz (CVP),"('st', 'gall')",103.0,8,13,50.00730502551519
207,Schweizerische Volkspartei (SVP),"('antrag', 'mehrheit')",299.0,11,13,49.9491713142867
208,FDP.Die Liberalen (FDP-Liberale),"('herr', 'stahelin')",52.0,5,13,49.68659514142669
209,FDP.Die Liberalen (FDP-Liberale),"('beantragt', 'kommission')",52.0,5,13,49.68659514142669
210,FDP.Die Liberalen (FDP-Liberale),"('mehrheit', 'unterstutzt')",52.0,5,13,49.68659514142669
211,FDP.Die Liberalen (FDP-Liberale),"('buchstab', 'b')",102.0,8,13,49.521797209733485
212,Schweizerische Volkspartei (SVP),"('unterstutzt', 'antrag')",102.0,8,13,49.521797209733485
213,FDP.Die Liberalen (FDP-Liberale),"('schriftlich', 'antwort')",42.0,4,13,49.50350984634914
214,FDP.Die Liberalen (FDP-Liberale),"('herr', 'schweig')",42.0,4,13,49.50350984634914
215,Christlichdemokratische Volkspartei der Schweiz (CVP),"('fassung', 'nationalrat')",64.0,6,13,49.48415284694283
216,Sozialdemokratische Partei der Schweiz (SP),"('auslanderinn', 'ausland')",64.0,6,13,49.48415284694283
217,Sozialdemokratische Partei der Schweiz (SP),"('bundesrat', 'merz')",295.0,11,13,49.28095497563404
218,Schweizerische Volkspartei (SVP),"('herr', 'bundesprasident')",101.0,8,13,49.03628939395178
219,Christlichdemokratische Volkspartei der Schweiz (CVP),"('geht', 'darum')",292.0,11,13,48.77979272164454
220,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'beantragt')",19.0,1,13,48.7340377917692
221,Schweizerische Volkspartei (SVP),"('beantragt', 'stimm')",63.0,6,13,48.710962958709345
222,Sozialdemokratische Partei der Schweiz (SP),"('ganz', 'genau')",63.0,6,13,48.710962958709345
223,Christlichdemokratische Volkspartei der Schweiz (CVP),"('lunion', 'européenn')",26.0,2,13,48.666856599441374
224,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bund', 'kanton')",291.0,11,13,48.612738636981376
225,Christlichdemokratische Volkspartei der Schweiz (CVP),"('motion', 'anzunehm')",100.0,8,13,48.55078157817008
226,FDP.Die Liberalen (FDP-Liberale),"('mocht', 'darauf')",100.0,8,13,48.55078157817008
227,Schweizerische Volkspartei (SVP),"('stell', 'fest')",185.0,10,13,48.537388926485846
228,Schweizerische Volkspartei (SVP),"('svpfraktion', 'mehrheit')",33.0,3,13,48.38912327018309
229,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpfraktion', 'antrag')",41.0,4,13,48.32485485000749
230,FDP.Die Liberalen (FDP-Liberale),"('ebenfall', 'annahm')",41.0,4,13,48.32485485000749
231,Schweizerische Volkspartei (SVP),"('kolleg', 'leuenberg')",41.0,4,13,48.32485485000749
232,Sozialdemokratische Partei der Schweiz (SP),"('de', 'la')",78.0,7,13,48.285058255685435
233,Sozialdemokratische Partei der Schweiz (SP),"('antrag', 'mehrheit')",288.0,11,13,48.11157638299188
234,Christlichdemokratische Volkspartei der Schweiz (CVP),"('offent', 'interess')",99.0,8,13,48.06527376238838
235,FDP.Die Liberalen (FDP-Liberale),"('standort', 'schweiz')",62.0,6,13,47.93777307047586
236,Sozialdemokratische Partei der Schweiz (SP),"('vier', 'jahr')",130.0,9,13,47.804221416291256
237,FDP.Die Liberalen (FDP-Liberale),"('nationalrat', 'folg')",50.0,5,13,47.77557225137182
238,Christlichdemokratische Volkspartei der Schweiz (CVP),"('erst', 'phas')",77.0,7,13,47.66601904727921
239,Christlichdemokratische Volkspartei der Schweiz (CVP),"('vorlag', 'einzutret')",180.0,10,13,47.22556760414839
240,Schweizerische Volkspartei (SVP),"('kalt', 'progression')",61.0,6,13,47.16458318224238
241,Sozialdemokratische Partei der Schweiz (SP),"('arbeitnehmerinn', 'arbeitnehm')",61.0,6,13,47.16458318224238
242,Sozialdemokratische Partei der Schweiz (SP),"('cvpfraktion', 'teilt')",40.0,4,13,47.14619985366585
243,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'antrag')",40.0,4,13,47.14619985366585
244,Schweizerische Volkspartei (SVP),"('erneuerbar', 'energi')",128.0,9,13,47.06877185604062
245,FDP.Die Liberalen (FDP-Liberale),"('amtlich', 'bulletin')",76.0,7,13,47.046979838872986
246,Christlichdemokratische Volkspartei der Schweiz (CVP),"('interpellant', 'schriftlich')",32.0,3,13,46.92278620138966
247,FDP.Die Liberalen (FDP-Liberale),"('svpfraktion', 'teilt')",32.0,3,13,46.92278620138966
248,FDP.Die Liberalen (FDP-Liberale),"('artikel', 'buchstab')",49.0,5,13,46.82006080634438
249,Christlichdemokratische Volkspartei der Schweiz (CVP),"('schweizer', 'zivilprozessordn')",25.0,2,13,46.795054422539785
250,FDP.Die Liberalen (FDP-Liberale),"('absatz', 'litera')",96.0,8,13,46.60875031504328
251,Sozialdemokratische Partei der Schweiz (SP),"('standerat', 'folg')",60.0,6,13,46.3913932940089
252,FDP.Die Liberalen (FDP-Liberale),"('rund', 'million')",176.0,10,13,46.17611054627842
253,FDP.Die Liberalen (FDP-Liberale),"('fdpfraktion', 'eintret')",18.0,1,13,46.16908843430766
254,FDP.Die Liberalen (FDP-Liberale),"('vot', 'électroniqu')",39.0,4,13,45.9675448573242
255,FDP.Die Liberalen (FDP-Liberale),"('bundesrat', 'empfiehlt')",39.0,4,13,45.9675448573242
256,Sozialdemokratische Partei der Schweiz (SP),"('mocht', 'nochmal')",39.0,4,13,45.9675448573242
257,FDP.Die Liberalen (FDP-Liberale),"('erst', 'lini')",275.0,11,13,45.93987328237071
258,Christlichdemokratische Volkspartei der Schweiz (CVP),"('vorlauf', 'anwend')",48.0,5,13,45.864549361316946
259,FDP.Die Liberalen (FDP-Liberale),"('bundesrat', 'mocht')",48.0,5,13,45.864549361316946
260,Schweizerische Volkspartei (SVP),"('indirekt', 'teilliquidation')",48.0,5,13,45.864549361316946
