,Speaker Party,Phrase,Counts,Freq,N,tf_idf
87,Christlichdemokratische Volkspartei der Schweiz (CVP),"('kommission', 'stimm')",129.0,8,15,81.09051706548625
88,Schweizerische Volkspartei (SVP),"('bundesrat', 'beantragt')",129.0,8,15,81.09051706548625
89,FDP.Die Liberalen (FDP-Liberale),"('antrag', 'mind')",560.0,13,15,80.13647243877702
90,Schweizerische Volkspartei (SVP),"('bitt', 'deshalb')",258.0,11,15,80.01997150239058
91,Christlichdemokratische Volkspartei der Schweiz (CVP),"('parlamentar', 'initiativ')",559.0,13,15,79.99337159513634
92,FDP.Die Liberalen (FDP-Liberale),"('vorlag', 'einzutret')",197.0,10,15,79.87662629730838
93,Schweizerische Volkspartei (SVP),"('antrag', 'mind')",555.0,13,15,79.42096822057366
94,Schweizerische Volkspartei (SVP),"('mehrheit', 'folg')",194.0,10,15,78.6602309729839
95,Schweizerische Volkspartei (SVP),"('svpfraktion', 'mehrheit')",39.0,2,15,78.58121780114833
96,FDP.Die Liberalen (FDP-Liberale),"('ablehn', 'motion')",125.0,8,15,78.57608242779676
97,Christlichdemokratische Volkspartei der Schweiz (CVP),"('geht', 'darum')",348.0,12,15,77.653955857345
98,FDP.Die Liberalen (FDP-Liberale),"('frag', 'stell')",151.0,9,15,77.1346691886646
99,Schweizerische Volkspartei (SVP),"('svpfraktion', 'beantrag')",28.0,1,15,75.82540563086188
101,FDP.Die Liberalen (FDP-Liberale),"('diskussion', 'einverstand')",57.0,4,15,75.3400828789922
102,FDP.Die Liberalen (FDP-Liberale),"('kenntnis', 'genomm')",119.0,8,15,74.80443047126252
103,FDP.Die Liberalen (FDP-Liberale),"('mind', 'i')",184.0,10,15,74.60557989190225
104,Sozialdemokratische Partei der Schweiz (SP),"('vorlag', 'einzutret')",184.0,10,15,74.60557989190225
105,Sozialdemokratische Partei der Schweiz (SP),"('antrag', 'mehrheit')",334.0,12,15,74.52994613894606
106,Schweizerische Volkspartei (SVP),"('herr', 'kolleg')",240.0,11,15,74.43718279292146
107,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bund', 'kanton')",239.0,11,15,74.12702786461763
108,Sozialdemokratische Partei der Schweiz (SP),"('geh', 'davon')",145.0,9,15,74.06971544606866
109,Christlichdemokratische Volkspartei der Schweiz (CVP),"('ganz', 'klar')",331.0,12,15,73.86051548500343
110,Sozialdemokratische Partei der Schweiz (SP),"('geht', 'darum')",331.0,12,15,73.86051548500343
111,FDP.Die Liberalen (FDP-Liberale),"('parlamentar', 'initiativ')",514.0,13,15,73.55383363130605
112,Christlichdemokratische Volkspartei der Schweiz (CVP),"('sicherheitspolit', 'bericht')",117.0,8,15,73.54721315241777
113,FDP.Die Liberalen (FDP-Liberale),"('ganz', 'klar')",328.0,12,15,73.1910848310608
114,FDP.Die Liberalen (FDP-Liberale),"('antrag', 'kommission')",116.0,8,15,72.9186044929954
116,FDP.Die Liberalen (FDP-Liberale),"('herr', 'nationalrat')",79.0,6,15,72.38696781805825
118,Schweizerische Volkspartei (SVP),"('geltend', 'recht')",141.0,9,15,72.02641295100469
119,Christlichdemokratische Volkspartei der Schweiz (CVP),"('mehrheit', 'folg')",176.0,10,15,71.36185902703693
120,FDP.Die Liberalen (FDP-Liberale),"('pro', 'jahr')",229.0,11,15,71.02547858157924
121,FDP.Die Liberalen (FDP-Liberale),"('annahm', 'motion')",138.0,9,15,70.49393607970671
122,Schweizerische Volkspartei (SVP),"('svpfraktion', 'mind')",26.0,1,15,70.40930522865746
123,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'mehrheit')",26.0,1,15,70.40930522865746
124,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'bittet')",26.0,1,15,70.40930522865746
125,Sozialdemokratische Partei der Schweiz (SP),"('pro', 'jahr')",227.0,11,15,70.40516872497156
126,Christlichdemokratische Volkspartei der Schweiz (CVP),"('motion', 'abzulehn')",92.0,7,15,70.1168847883145
127,Christlichdemokratische Volkspartei der Schweiz (CVP),"('indirekt', 'gegenvorschlag')",137.0,9,15,69.98311045594073
128,FDP.Die Liberalen (FDP-Liberale),"('geltend', 'recht')",137.0,9,15,69.98311045594073
129,Schweizerische Volkspartei (SVP),"('pro', 'jahr')",225.0,11,15,69.78485886836387
130,Schweizerische Volkspartei (SVP),"('gemass', 'artikel')",172.0,10,15,69.73999859460427
131,FDP.Die Liberalen (FDP-Liberale),"('beantragt', 'ablehn')",75.0,6,15,68.72180489056163
132,Christlichdemokratische Volkspartei der Schweiz (CVP),"('st', 'gall')",90.0,7,15,68.5926046842207
133,Christlichdemokratische Volkspartei der Schweiz (CVP),"('beschluss', 'nationalrat')",134.0,9,15,68.45063358464276
134,FDP.Die Liberalen (FDP-Liberale),"('erhalt', 'kommission')",62.0,5,15,68.11396189742281
135,Christlichdemokratische Volkspartei der Schweiz (CVP),"('kenntnis', 'genomm')",108.0,8,15,67.8897352176164
136,Christlichdemokratische Volkspartei der Schweiz (CVP),"('frau', 'fetz')",74.0,6,15,67.80551415868747
137,Christlichdemokratische Volkspartei der Schweiz (CVP),"('absatz', 'buchstab')",167.0,10,15,67.71267305406346
138,Sozialdemokratische Partei der Schweiz (SP),"('sozialdemokratinn', 'sozialdemokrat')",25.0,1,15,67.70125502755525
139,FDP.Die Liberalen (FDP-Liberale),"('bund', 'kanton')",217.0,11,15,67.30361944193317
140,Sozialdemokratische Partei der Schweiz (SP),"('kenntnis', 'genomm')",107.0,8,15,67.26112655819402
141,FDP.Die Liberalen (FDP-Liberale),"('bundesrat', 'folg')",106.0,8,15,66.63251789877165
142,Sozialdemokratische Partei der Schweiz (SP),"('darauf', 'hinweis')",163.0,10,15,66.09081262163079
143,Schweizerische Volkspartei (SVP),"('svpfraktion', 'unterstutzt')",50.0,4,15,66.08779199911598
145,Sozialdemokratische Partei der Schweiz (SP),"('mind', 'ii')",211.0,11,15,65.44268987211012
146,Christlichdemokratische Volkspartei der Schweiz (CVP),"('geh', 'davon')",128.0,9,15,65.38567984204681
147,Sozialdemokratische Partei der Schweiz (SP),"('sicht', 'spfraktion')",24.0,1,15,64.99320482645304
148,Schweizerische Volkspartei (SVP),"('ganz', 'klar')",291.0,12,15,64.93477343243504
149,Sozialdemokratische Partei der Schweiz (SP),"('lasst', 'ausricht')",32.0,2,15,64.47689665735247
150,Christlichdemokratische Volkspartei der Schweiz (CVP),"('pro', 'jahr')",205.0,11,15,63.58176030228709
151,FDP.Die Liberalen (FDP-Liberale),"('st', 'gall')",83.0,7,15,63.25762431989243
153,Sozialdemokratische Partei der Schweiz (SP),"('ja', 'schon')",100.0,8,15,62.86086594223741
154,FDP.Die Liberalen (FDP-Liberale),"('antwort', 'bundesrat')",155.0,10,15,62.84709175676548
155,FDP.Die Liberalen (FDP-Liberale),"('art', 'weis')",155.0,10,15,62.84709175676548
156,FDP.Die Liberalen (FDP-Liberale),"('gemass', 'artikel')",155.0,10,15,62.84709175676548
157,FDP.Die Liberalen (FDP-Liberale),"('geh', 'davon')",123.0,9,15,62.83155172321686
158,Schweizerische Volkspartei (SVP),"('mehrheit', 'svpfraktion')",39.0,3,15,62.76807858492991
159,FDP.Die Liberalen (FDP-Liberale),"('herr', 'kolleg')",201.0,11,15,62.34114058907173
160,Sozialdemokratische Partei der Schweiz (SP),"('offent', 'verkehr')",122.0,9,15,62.320726099450866
161,Schweizerische Volkspartei (SVP),"('svpfraktion', 'beantragt')",23.0,1,15,62.285154625350835
162,FDP.Die Liberalen (FDP-Liberale),"('losung', 'find')",99.0,8,15,62.232257282815034
163,FDP.Die Liberalen (FDP-Liberale),"('indirekt', 'gegenvorschlag')",121.0,9,15,61.80990047568488
164,Sozialdemokratische Partei der Schweiz (SP),"('erneuerbar', 'energi')",199.0,11,15,61.72083073246405
165,Christlichdemokratische Volkspartei der Schweiz (CVP),"('motion', 'anzunehm')",152.0,10,15,61.630696432440985
166,Schweizerische Volkspartei (SVP),"('deshalb', 'bitt')",152.0,10,15,61.630696432440985
167,Sozialdemokratische Partei der Schweiz (SP),"('kommission', 'stimm')",98.0,8,15,61.60364862339266
169,FDP.Die Liberalen (FDP-Liberale),"('schriftlich', 'antwort')",56.0,5,15,61.522288165414146
170,FDP.Die Liberalen (FDP-Liberale),"('erst', 'lini')",198.0,11,15,61.41067580416021
171,Sozialdemokratische Partei der Schweiz (SP),"('unterstutzt', 'antrag')",120.0,9,15,61.29907485191889
172,FDP.Die Liberalen (FDP-Liberale),"('bundesrat', 'befriedigt')",46.0,4,15,60.8007686391867
173,Schweizerische Volkspartei (SVP),"('geh', 'davon')",119.0,9,15,60.78824922815289
174,Christlichdemokratische Volkspartei der Schweiz (CVP),"('folg', 'geb')",271.0,12,15,60.471902406150846
175,Sozialdemokratische Partei der Schweiz (SP),"('bundesrat', 'beantragt')",96.0,8,15,60.34643130454791
176,Christlichdemokratische Volkspartei der Schweiz (CVP),"('offent', 'verkehr')",118.0,9,15,60.277423604386904
177,Christlichdemokratische Volkspartei der Schweiz (CVP),"('stell', 'fest')",148.0,10,15,60.00883600000833
178,Schweizerische Volkspartei (SVP),"('stell', 'fest')",148.0,10,15,60.00883600000833
179,Schweizerische Volkspartei (SVP),"('herr', 'bundesrat')",419.0,13,15,59.95925348544209
181,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'eintret')",22.0,1,15,59.577104424248624
182,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'vorlag')",22.0,1,15,59.577104424248624
183,Schweizerische Volkspartei (SVP),"('darum', 'bitt')",78.0,7,15,59.446924059657945
184,FDP.Die Liberalen (FDP-Liberale),"('herrn', 'standerat')",54.0,5,15,59.32506358807793
185,FDP.Die Liberalen (FDP-Liberale),"('folg', 'geb')",265.0,12,15,59.133041098265586
186,Christlichdemokratische Volkspartei der Schweiz (CVP),"('wurd', 'kommission')",115.0,9,15,58.74494673308893
187,Christlichdemokratische Volkspartei der Schweiz (CVP),"('vergang', 'jahr')",115.0,9,15,58.74494673308893
188,FDP.Die Liberalen (FDP-Liberale),"('minderheitsantrag', 'abzulehn')",115.0,9,15,58.74494673308893
189,Sozialdemokratische Partei der Schweiz (SP),"('hoh', 'vergut')",77.0,7,15,58.68478400761105
190,FDP.Die Liberalen (FDP-Liberale),"('frau', 'sommaruga')",64.0,6,15,58.64260683994593
191,Sozialdemokratische Partei der Schweiz (SP),"('initiativ', 'folg')",189.0,11,15,58.61928144942566
192,Schweizerische Volkspartei (SVP),"('bundesrat', 'folg')",93.0,8,15,58.46060532628079
193,Christlichdemokratische Volkspartei der Schweiz (CVP),"('letzt', 'jahr')",408.0,13,15,58.38514420539468
194,FDP.Die Liberalen (FDP-Liberale),"('bitt', 'deshalb')",188.0,11,15,58.30912652112182
195,Sozialdemokratische Partei der Schweiz (SP),"('herr', 'kolleg')",188.0,11,15,58.30912652112182
196,Schweizerische Volkspartei (SVP),"('mind', 'ii')",187.0,11,15,57.99897159281798
197,FDP.Die Liberalen (FDP-Liberale),"('motion', 'anzunehm')",143.0,10,15,57.98151045946751
198,Christlichdemokratische Volkspartei der Schweiz (CVP),"('losung', 'find')",92.0,8,15,57.831996666858416
199,Sozialdemokratische Partei der Schweiz (SP),"('staatspolit', 'kommission')",92.0,8,15,57.831996666858416
200,Sozialdemokratische Partei der Schweiz (SP),"('z', 'b')",404.0,13,15,57.81274083083199
201,Christlichdemokratische Volkspartei der Schweiz (CVP),"('frau', 'sommaruga')",63.0,6,15,57.72631610807177
202,FDP.Die Liberalen (FDP-Liberale),"('beantragt', 'ebenfall')",63.0,6,15,57.72631610807177
203,Christlichdemokratische Volkspartei der Schweiz (CVP),"('vorberat', 'kommission')",112.0,9,15,57.212469861790964
204,Christlichdemokratische Volkspartei der Schweiz (CVP),"('beantragt', 'stimm')",91.0,8,15,57.20338800743604
205,Sozialdemokratische Partei der Schweiz (SP),"('antrag', 'kommission')",91.0,8,15,57.20338800743604
206,Schweizerische Volkspartei (SVP),"('folg', 'geb')",256.0,12,15,57.1247491364377
207,Christlichdemokratische Volkspartei der Schweiz (CVP),"('antrag', 'mind')",399.0,13,15,57.09723661262862
209,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'beantrag')",21.0,1,15,56.869054223146414
212,Sozialdemokratische Partei der Schweiz (SP),"('sag', 'ja')",90.0,8,15,56.57477934801367
213,Sozialdemokratische Partei der Schweiz (SP),"('ausricht', 'antrag')",28.0,2,15,56.41728457518341
214,Schweizerische Volkspartei (SVP),"('klar', 'meinung')",74.0,7,15,56.39836385147036
215,Schweizerische Volkspartei (SVP),"('bericht', 'kommission')",74.0,7,15,56.39836385147036
216,Sozialdemokratische Partei der Schweiz (SP),"('kalt', 'progression')",74.0,7,15,56.39836385147036
217,Christlichdemokratische Volkspartei der Schweiz (CVP),"('darauf', 'hinweis')",139.0,10,15,56.35965002703485
218,Schweizerische Volkspartei (SVP),"('motion', 'anzunehm')",138.0,10,15,55.954184918926686
219,Sozialdemokratische Partei der Schweiz (SP),"('art', 'weis')",138.0,10,15,55.954184918926686
220,FDP.Die Liberalen (FDP-Liberale),"('beantragt', 'stimm')",89.0,8,15,55.946170688591295
221,Schweizerische Volkspartei (SVP),"('bund', 'kanton')",180.0,11,15,55.8278870946911
222,Christlichdemokratische Volkspartei der Schweiz (CVP),"('darauf', 'hingewies')",250.0,12,15,55.78588782855244
223,FDP.Die Liberalen (FDP-Liberale),"('europa', 'union')",109.0,9,15,55.67999299049299
224,FDP.Die Liberalen (FDP-Liberale),"('uns', 'kommission')",109.0,9,15,55.67999299049299
226,Sozialdemokratische Partei der Schweiz (SP),"('folg', 'geb')",248.0,12,15,55.33960072592402
228,Christlichdemokratische Volkspartei der Schweiz (CVP),"('mind', 'i')",136.0,10,15,55.14325470271036
229,Christlichdemokratische Volkspartei der Schweiz (CVP),"('herrn', 'standerat')",50.0,5,15,54.93061443340549
230,Schweizerische Volkspartei (SVP),"('darauf', 'hingewies')",246.0,12,15,54.893313623295604
231,Sozialdemokratische Partei der Schweiz (SP),"('motion', 'abzulehn')",72.0,7,15,54.87408374737657
233,Schweizerische Volkspartei (SVP),"('kenntnis', 'genomm')",87.0,8,15,54.68895336974655
234,Schweizerische Volkspartei (SVP),"('annahm', 'motion')",107.0,9,15,54.65834174296101
235,Schweizerische Volkspartei (SVP),"('art', 'weis')",134.0,10,15,54.33232448649403
236,Sozialdemokratische Partei der Schweiz (SP),"('mehrheit', 'folg')",134.0,10,15,54.33232448649403
237,Christlichdemokratische Volkspartei der Schweiz (CVP),"('rund', 'milliard')",106.0,9,15,54.14751611919502
238,Schweizerische Volkspartei (SVP),"('mind', 'folg')",106.0,9,15,54.14751611919502
239,FDP.Die Liberalen (FDP-Liberale),"('fakultativ', 'referendum')",71.0,7,15,54.111943695329664
240,FDP.Die Liberalen (FDP-Liberale),"('kommission', 'erhalt')",59.0,6,15,54.061153180575154
241,Sozialdemokratische Partei der Schweiz (SP),"('ganz', 'klar')",242.0,12,15,54.00073941803876
242,Christlichdemokratische Volkspartei der Schweiz (CVP),"('erneuerbar', 'energi')",174.0,11,15,53.966957524868064
243,Sozialdemokratische Partei der Schweiz (SP),"('frank', 'pro')",174.0,11,15,53.966957524868064
244,Sozialdemokratische Partei der Schweiz (SP),"('drei', 'jahr')",174.0,11,15,53.966957524868064
245,FDP.Die Liberalen (FDP-Liberale),"('etwa', 'million')",133.0,10,15,53.92685937838586
246,Christlichdemokratische Volkspartei der Schweiz (CVP),"('geht', 'frag')",132.0,10,15,53.521394270277696
247,Sozialdemokratische Partei der Schweiz (SP),"('st', 'gall')",70.0,7,15,53.34980364328277
248,Schweizerische Volkspartei (SVP),"('drei', 'jahr')",172.0,11,15,53.34664766826039
249,Sozialdemokratische Partei der Schweiz (SP),"('sicht', 'bundesrat')",58.0,6,15,53.144862448701
250,Christlichdemokratische Volkspartei der Schweiz (CVP),"('end', 'jahr')",104.0,9,15,53.12586487166303
251,Christlichdemokratische Volkspartei der Schweiz (CVP),"('letzt', 'woch')",104.0,9,15,53.12586487166303
252,FDP.Die Liberalen (FDP-Liberale),"('diskussion', 'beantragt')",33.0,3,15,53.11145111032531
253,FDP.Die Liberalen (FDP-Liberale),"('befriedigt', 'diskussion')",33.0,3,15,53.11145111032531
254,FDP.Die Liberalen (FDP-Liberale),"('z', 'b')",369.0,13,15,52.80421130340843
255,Christlichdemokratische Volkspartei der Schweiz (CVP),"('dank', 'bundesrat')",84.0,8,15,52.80312739147942
256,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bereit', 'heut')",170.0,11,15,52.726337811652705
257,Schweizerische Volkspartei (SVP),"('initiativ', 'folg')",170.0,11,15,52.726337811652705
258,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bitt', 'mehrheit')",130.0,10,15,52.71046405406137
259,Schweizerische Volkspartei (SVP),"('absatz', 'buchstab')",130.0,10,15,52.71046405406137
261,Schweizerische Volkspartei (SVP),"('frau', 'bundesprasidentin')",69.0,7,15,52.587663591235874
263,FDP.Die Liberalen (FDP-Liberale),"('nam', 'fdpfraktion')",26.0,2,15,52.38747853409888
264,Schweizerische Volkspartei (SVP),"('neu', 'unternehmenssteu')",26.0,2,15,52.38747853409888
265,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'lehnt')",26.0,2,15,52.38747853409888
266,Christlichdemokratische Volkspartei der Schweiz (CVP),"('nationalrat', 'beschloss')",57.0,6,15,52.22857171682684
268,Schweizerische Volkspartei (SVP),"('antrag', 'kommission')",83.0,8,15,52.17451873205705
269,Christlichdemokratische Volkspartei der Schweiz (CVP),"('initiativ', 'folg')",168.0,11,15,52.10602795504503
270,Christlichdemokratische Volkspartei der Schweiz (CVP),"('frank', 'pro')",168.0,11,15,52.10602795504503
271,Sozialdemokratische Partei der Schweiz (SP),"('herr', 'bundesprasident')",102.0,9,15,52.104213624131056
272,Christlichdemokratische Volkspartei der Schweiz (CVP),"('drei', 'jahr')",167.0,11,15,51.79587302674119
273,Schweizerische Volkspartei (SVP),"('bitt', 'nam')",167.0,11,15,51.79587302674119
274,Christlichdemokratische Volkspartei der Schweiz (CVP),"('zehn', 'jahr')",232.0,12,15,51.76930390489667
275,FDP.Die Liberalen (FDP-Liberale),"('letzt', 'jahr')",361.0,13,15,51.65940455428304
276,Christlichdemokratische Volkspartei der Schweiz (CVP),"('minderheitsantrag', 'abzulehn')",101.0,9,15,51.59338800036506
277,Sozialdemokratische Partei der Schweiz (SP),"('sbb', 'cargo')",82.0,8,15,51.545910072634676
278,FDP.Die Liberalen (FDP-Liberale),"('frau', 'dien')",56.0,6,15,51.312280984952686
279,FDP.Die Liberalen (FDP-Liberale),"('deshalb', 'bitt')",126.0,10,15,51.088603621628714
280,Sozialdemokratische Partei der Schweiz (SP),"('letzt', 'jahr')",357.0,13,15,51.087001179720346
281,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bericht', 'kommission')",67.0,7,15,51.06338348714208
282,FDP.Die Liberalen (FDP-Liberale),"('einfach', 'sag')",81.0,8,15,50.9173014132123
