,Speaker Party,Phrase,Counts,Freq,N,tf_idf
110,Christlichdemokratische Volkspartei der Schweiz (CVP),"('unterstutzt', 'cvpevpfraktion')",32.0,3,12,44.3614195558365
111,FDP.Die Liberalen (FDP-Liberale),"('mach', 'beliebt')",64.0,6,12,44.3614195558365
112,Schweizerische Volkspartei (SVP),"('svpfraktion', 'antrag')",32.0,3,12,44.3614195558365
113,Sozialdemokratische Partei der Schweiz (SP),"('volkerrecht', 'vertrag')",81.0,7,12,43.65871655934764
114,Schweizerische Volkspartei (SVP),"('weiterentwickl', 'arme')",107.0,8,12,43.38476656757359
115,Sozialdemokratische Partei der Schweiz (SP),"('unternehmenssteuerreform', 'ii')",61.0,6,12,42.281978014156664
117,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bestockt', 'weid')",17.0,1,12,42.24341304639601
120,Sozialdemokratische Partei der Schweiz (SP),"('sicht', 'spfraktion')",17.0,1,12,42.24341304639601
122,Sozialdemokratische Partei der Schweiz (SP),"('uns', 'sicht')",104.0,8,12,42.1683712432491
123,Christlichdemokratische Volkspartei der Schweiz (CVP),"('stimm', 'enthalt')",478.0,11,12,41.591438201043
124,FDP.Die Liberalen (FDP-Liberale),"('arm', 'trad')",23.0,2,12,41.21046779224526
125,FDP.Die Liberalen (FDP-Liberale),"('trad', 'treaty')",23.0,2,12,41.21046779224526
126,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'mind')",23.0,2,12,41.21046779224526
127,FDP.Die Liberalen (FDP-Liberale),"('europa', 'union')",143.0,9,12,41.13853636060466
129,Sozialdemokratische Partei der Schweiz (SP),"('darauf', 'hinweis')",100.0,8,12,40.546510810816436
130,Sozialdemokratische Partei der Schweiz (SP),"('geschatzt', 'kolleg')",75.0,7,12,40.42473755495152
131,Schweizerische Volkspartei (SVP),"('darauf', 'hingewies')",140.0,9,12,40.27549014324932
132,Sozialdemokratische Partei der Schweiz (SP),"('servic', 'public')",140.0,9,12,40.27549014324932
134,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpevpfraktion', 'bitt')",29.0,3,12,40.20253647247683
135,FDP.Die Liberalen (FDP-Liberale),"('stimm', 'enthalt')",460.0,11,12,40.025233415229664
136,Sozialdemokratische Partei der Schweiz (SP),"('bundesrat', 'schneiderammann')",74.0,7,12,39.88574105421883
138,Christlichdemokratische Volkspartei der Schweiz (CVP),"('ortsub', 'bewirtschaftungsbereich')",16.0,1,12,39.758506396608006
139,FDP.Die Liberalen (FDP-Liberale),"('unterstutzt', 'fdpliberal')",16.0,1,12,39.758506396608006
144,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'klar')",16.0,1,12,39.758506396608006
145,Christlichdemokratische Volkspartei der Schweiz (CVP),"('servic', 'public')",137.0,9,12,39.412443925893974
146,Sozialdemokratische Partei der Schweiz (SP),"('bundesrat', 'meinung')",137.0,9,12,39.412443925893974
147,Sozialdemokratische Partei der Schweiz (SP),"('herrn', 'standerat')",45.0,5,12,39.39609318092549
148,FDP.Die Liberalen (FDP-Liberale),"('de', 'la')",73.0,7,12,39.34674455348615
149,Sozialdemokratische Partei der Schweiz (SP),"('automat', 'informationsaustausch')",97.0,8,12,39.33011548649195
151,Schweizerische Volkspartei (SVP),"('kanton', 'schwyz')",96.0,8,12,38.92465037838378
152,Sozialdemokratische Partei der Schweiz (SP),"('verurteilt', 'person')",72.0,7,12,38.80774805275345
153,Sozialdemokratische Partei der Schweiz (SP),"('ehrlich', 'sag')",44.0,5,12,38.52062444357159
154,Christlichdemokratische Volkspartei der Schweiz (CVP),"('beantragt', 'kommission')",95.0,8,12,38.519185270275614
155,Sozialdemokratische Partei der Schweiz (SP),"('sag', 'ja')",95.0,8,12,38.519185270275614
156,FDP.Die Liberalen (FDP-Liberale),"('hoh', 'berufsbild')",55.0,6,12,38.12309493079699
157,Sozialdemokratische Partei der Schweiz (SP),"('darum', 'bitt')",55.0,6,12,38.12309493079699
158,Schweizerische Volkspartei (SVP),"('svpfraktion', 'mehrheit')",27.0,3,12,37.42994775023705
160,Christlichdemokratische Volkspartei der Schweiz (CVP),"('genet', 'ressourc')",92.0,8,12,37.302789945951126
161,Sozialdemokratische Partei der Schweiz (SP),"('patientinn', 'patient')",92.0,8,12,37.302789945951126
169,Christlichdemokratische Volkspartei der Schweiz (CVP),"('uns', 'kommission')",129.0,9,12,37.11098734627973
170,Sozialdemokratische Partei der Schweiz (SP),"('einfach', 'sag')",91.0,8,12,36.89732483784296
171,FDP.Die Liberalen (FDP-Liberale),"('frau', 'nationalratin')",68.0,7,12,36.65176204982271
172,Sozialdemokratische Partei der Schweiz (SP),"('geht', 'frag')",127.0,9,12,36.53562320137617
173,Sozialdemokratische Partei der Schweiz (SP),"('aufgenomm', 'person')",33.0,4,12,36.25420552604762
174,Sozialdemokratische Partei der Schweiz (SP),"('ganz', 'wichtig')",126.0,9,12,36.24794112892439
175,Schweizerische Volkspartei (SVP),"('schon', 'gesagt')",89.0,8,12,36.08639462162663
176,FDP.Die Liberalen (FDP-Liberale),"('kommission', 'stimm')",197.0,10,12,35.917346688409054
178,Sozialdemokratische Partei der Schweiz (SP),"('informationsberechtigt', 'person')",20.0,2,12,35.8351893845611
180,Christlichdemokratische Volkspartei der Schweiz (CVP),"('richtig', 'gesagt')",88.0,8,12,35.680929513518464
181,FDP.Die Liberalen (FDP-Liberale),"('frau', 'bundesratin')",409.0,11,12,35.587653188758544
183,Sozialdemokratische Partei der Schweiz (SP),"('bundesrat', 'teilt')",32.0,4,12,35.15559323737951
185,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bypass', 'luz')",14.0,1,12,34.788693097032
186,FDP.Die Liberalen (FDP-Liberale),"('gesund', 'sitzung')",14.0,1,12,34.788693097032
187,FDP.Die Liberalen (FDP-Liberale),"('voie', 'bilatéral')",14.0,1,12,34.788693097032
190,Schweizerische Volkspartei (SVP),"('deshalb', 'svpfraktion')",14.0,1,12,34.788693097032
191,Sozialdemokratische Partei der Schweiz (SP),"('gewerkschaft', 'verkehrspersonal')",14.0,1,12,34.788693097032
192,Sozialdemokratische Partei der Schweiz (SP),"('uberhaupt', 'einburgerungsgesuch')",14.0,1,12,34.788693097032
193,Sozialdemokratische Partei der Schweiz (SP),"('dementsprech', 'uberzeugt')",14.0,1,12,34.788693097032
194,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'beantragt')",14.0,1,12,34.788693097032
195,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'bittet')",14.0,1,12,34.788693097032
197,FDP.Die Liberalen (FDP-Liberale),"('eben', 'gesagt')",50.0,6,12,34.657359027997266
198,Schweizerische Volkspartei (SVP),"('svpfraktion', 'vorlag')",25.0,3,12,34.657359027997266
199,FDP.Die Liberalen (FDP-Liberale),"('kommission', 'rechtsfrag')",120.0,9,12,34.5218486942137
200,Sozialdemokratische Partei der Schweiz (SP),"('frau', 'nationalratin')",64.0,7,12,34.49577604689196
201,Sozialdemokratische Partei der Schweiz (SP),"('offent', 'krankenkass')",64.0,7,12,34.49577604689196
204,Christlichdemokratische Volkspartei der Schweiz (CVP),"('darauf', 'hinweis')",85.0,8,12,34.46453418919397
205,Christlichdemokratische Volkspartei der Schweiz (CVP),"('recht', 'gesagt')",85.0,8,12,34.46453418919397
206,FDP.Die Liberalen (FDP-Liberale),"('uns', 'kommission')",119.0,9,12,34.23416662176192
207,Sozialdemokratische Partei der Schweiz (SP),"('nam', 'bundesrat')",39.0,5,12,34.14328075680209
208,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpevpfraktion', 'mehrheit')",19.0,2,12,34.04342991533304
210,Christlichdemokratische Volkspartei der Schweiz (CVP),"('antrag', 'kommissionsmehr')",118.0,9,12,33.94648454931014
211,Schweizerische Volkspartei (SVP),"('mehr', 'geld')",62.0,7,12,33.41778304542659
212,Schweizerische Volkspartei (SVP),"('frau', 'fetz')",62.0,7,12,33.41778304542659
213,FDP.Die Liberalen (FDP-Liberale),"('erwahnt', 'word')",48.0,6,12,33.27106466687737
214,Sozialdemokratische Partei der Schweiz (SP),"('direkt', 'demokrati')",82.0,8,12,33.24813886486948
215,FDP.Die Liberalen (FDP-Liberale),"('herr', 'bundesrat')",115.0,9,12,33.083438331954795
216,Sozialdemokratische Partei der Schweiz (SP),"('mark', 'schweiz')",61.0,7,12,32.8787865446939
217,Schweizerische Volkspartei (SVP),"('direkt', 'demokrati')",81.0,8,12,32.842673756761315
218,Sozialdemokratische Partei der Schweiz (SP),"('beschuldigt', 'person')",47.0,6,12,32.57791748631743
219,Christlichdemokratische Volkspartei der Schweiz (CVP),"('uns', 'sicht')",80.0,8,12,32.437208648653154
220,Sozialdemokratische Partei der Schweiz (SP),"('darauf', 'aufmerksam')",60.0,7,12,32.339790043961216
221,Christlichdemokratische Volkspartei der Schweiz (CVP),"('werdend', 'leb')",13.0,1,12,32.30378644724401
222,FDP.Die Liberalen (FDP-Liberale),"('lehnt', 'fdpliberal')",13.0,1,12,32.30378644724401
223,FDP.Die Liberalen (FDP-Liberale),"('la', 'voie')",13.0,1,12,32.30378644724401
226,Schweizerische Volkspartei (SVP),"('unterstutzt', 'svpfraktion')",13.0,1,12,32.30378644724401
227,Schweizerische Volkspartei (SVP),"('svpfraktion', 'beantragt')",13.0,1,12,32.30378644724401
228,Schweizerische Volkspartei (SVP),"('zivil', 'polizei')",13.0,1,12,32.30378644724401
229,Sozialdemokratische Partei der Schweiz (SP),"('lehnt', 'spfraktion')",13.0,1,12,32.30378644724401
230,Sozialdemokratische Partei der Schweiz (SP),"('sp', 'begrusst')",13.0,1,12,32.30378644724401
231,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'eintret')",13.0,1,12,32.30378644724401
232,Sozialdemokratische Partei der Schweiz (SP),"('sp', 'steht')",13.0,1,12,32.30378644724401
233,Sozialdemokratische Partei der Schweiz (SP),"('abgangsentschad', 'vergut')",13.0,1,12,32.30378644724401
234,Christlichdemokratische Volkspartei der Schweiz (CVP),"('angab', 'herrn')",18.0,2,12,32.25167044610499
235,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpevpfraktion', 'stimmt')",18.0,2,12,32.25167044610499
236,Schweizerische Volkspartei (SVP),"('mehrheit', 'svpfraktion')",18.0,2,12,32.25167044610499
237,Sozialdemokratische Partei der Schweiz (SP),"('staatspolit', 'kommission')",112.0,9,12,32.220392114599456
238,Sozialdemokratische Partei der Schweiz (SP),"('mocht', 'kurz')",79.0,8,12,32.03174354054499
239,Christlichdemokratische Volkspartei der Schweiz (CVP),"('herr', 'bundesrat')",111.0,9,12,31.932710042147672
240,Sozialdemokratische Partei der Schweiz (SP),"('deshalb', 'bitt')",175.0,10,12,31.906272438942054
243,Christlichdemokratische Volkspartei der Schweiz (CVP),"('urek', 'rat')",23.0,3,12,31.884770305757485
245,Sozialdemokratische Partei der Schweiz (SP),"('geschadigt', 'person')",23.0,3,12,31.884770305757485
247,Christlichdemokratische Volkspartei der Schweiz (CVP),"('wirtschaft', 'landesversorg')",29.0,4,12,31.859756371375184
248,Christlichdemokratische Volkspartei der Schweiz (CVP),"('kanton', 'graubund')",59.0,7,12,31.800793543228526
249,Sozialdemokratische Partei der Schweiz (SP),"('eidgenoss', 'steuerverwalt')",78.0,8,12,31.626278432436823
251,Christlichdemokratische Volkspartei der Schweiz (CVP),"('traditionell', 'wiss')",36.0,5,12,31.516874544740396
252,Sozialdemokratische Partei der Schweiz (SP),"('beschluss', 'standerat')",109.0,9,12,31.357345897244112
253,Sozialdemokratische Partei der Schweiz (SP),"('frau', 'bundesprasidentin')",109.0,9,12,31.357345897244112
254,Sozialdemokratische Partei der Schweiz (SP),"('wohl', 'kind')",58.0,7,12,31.26179704249584
255,Christlichdemokratische Volkspartei der Schweiz (CVP),"('gesagt', 'word')",77.0,8,12,31.220813324328656
256,FDP.Die Liberalen (FDP-Liberale),"('mocht', 'darauf')",77.0,8,12,31.220813324328656
257,Sozialdemokratische Partei der Schweiz (SP),"('beruf', 'vorsorg')",45.0,6,12,31.191623125197538
258,Christlichdemokratische Volkspartei der Schweiz (CVP),"('geht', 'frag')",108.0,9,12,31.069663824792332
259,FDP.Die Liberalen (FDP-Liberale),"('unternehmenssteuerreform', 'iii')",76.0,8,12,30.815348216220492
260,FDP.Die Liberalen (FDP-Liberale),"('davon', 'ausgeh')",76.0,8,12,30.815348216220492
261,Sozialdemokratische Partei der Schweiz (SP),"('davon', 'ausgeh')",76.0,8,12,30.815348216220492
262,Sozialdemokratische Partei der Schweiz (SP),"('schon', 'gesagt')",76.0,8,12,30.815348216220492
263,Sozialdemokratische Partei der Schweiz (SP),"('frau', 'bundesratin')",354.0,11,12,30.802027454328915
264,Schweizerische Volkspartei (SVP),"('jugend', 'sport')",57.0,7,12,30.722800541763153
265,Sozialdemokratische Partei der Schweiz (SP),"('anlegerinn', 'anleg')",57.0,7,12,30.722800541763153
266,Christlichdemokratische Volkspartei der Schweiz (CVP),"('standerat', 'theil')",22.0,3,12,30.498475944637594
267,Christlichdemokratische Volkspartei der Schweiz (CVP),"('elektron', 'stimmabgab')",22.0,3,12,30.498475944637594
268,FDP.Die Liberalen (FDP-Liberale),"('mittelvariant', 'ii')",22.0,3,12,30.498475944637594
270,Sozialdemokratische Partei der Schweiz (SP),"('kerngehalt', 'grundrecht')",22.0,3,12,30.498475944637594
271,FDP.Die Liberalen (FDP-Liberale),"('etwa', 'prozent')",106.0,9,12,30.49429967988877
272,Sozialdemokratische Partei der Schweiz (SP),"('arbeitnehmerinn', 'arbeitnehm')",106.0,9,12,30.49429967988877
274,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpevpfraktion', 'meinung')",17.0,2,12,30.459910976876934
275,Christlichdemokratische Volkspartei der Schweiz (CVP),"('beantragt', 'vorberat')",17.0,2,12,30.459910976876934
276,Christlichdemokratische Volkspartei der Schweiz (CVP),"('kernkraftwerk', 'muhleberg')",17.0,2,12,30.459910976876934
277,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpevpfraktion', 'steht')",17.0,2,12,30.459910976876934
278,FDP.Die Liberalen (FDP-Liberale),"('fraktion', 'ersuch')",17.0,2,12,30.459910976876934
279,Schweizerische Volkspartei (SVP),"('svpfraktion', 'minderheitsantrag')",17.0,2,12,30.459910976876934
280,Christlichdemokratische Volkspartei der Schweiz (CVP),"('kommission', 'stimm')",167.0,10,12,30.447699984590418
281,FDP.Die Liberalen (FDP-Liberale),"('motion', 'abzulehn')",166.0,10,12,30.265378427796463
282,Sozialdemokratische Partei der Schweiz (SP),"('heut', 'morg')",166.0,10,12,30.265378427796463
283,FDP.Die Liberalen (FDP-Liberale),"('frank', 'mehr')",74.0,8,12,30.004418000004165
284,FDP.Die Liberalen (FDP-Liberale),"('erinn', 'daran')",104.0,9,12,29.91893553498521
285,Sozialdemokratische Partei der Schweiz (SP),"('antrag', 'kommissionsmehr')",104.0,9,12,29.91893553498521
289,Christlichdemokratische Volkspartei der Schweiz (CVP),"('generell', 'projekt')",12.0,1,12,29.818879797456006
290,FDP.Die Liberalen (FDP-Liberale),"('geschaftsbericht', 'bundesgericht')",12.0,1,12,29.818879797456006
293,Sozialdemokratische Partei der Schweiz (SP),"('dementsprech', 'sich')",12.0,1,12,29.818879797456006
294,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'ersuch')",12.0,1,12,29.818879797456006
295,Sozialdemokratische Partei der Schweiz (SP),"('unterstutzt', 'sp')",12.0,1,12,29.818879797456006
296,Sozialdemokratische Partei der Schweiz (SP),"('deshalb', 'spfraktion')",12.0,1,12,29.818879797456006
297,Christlichdemokratische Volkspartei der Schweiz (CVP),"('beruf', 'vorsorg')",43.0,6,12,29.805328764077647
298,Christlichdemokratische Volkspartei der Schweiz (CVP),"('sbb', 'cargo')",43.0,6,12,29.805328764077647
299,FDP.Die Liberalen (FDP-Liberale),"('freihandelsabkomm', 'china')",43.0,6,12,29.805328764077647
300,Sozialdemokratische Partei der Schweiz (SP),"('frau', 'standeratin')",43.0,6,12,29.805328764077647
301,FDP.Die Liberalen (FDP-Liberale),"('herrn', 'standerat')",34.0,5,12,29.765937070032596
302,Schweizerische Volkspartei (SVP),"('unabhang', 'kontrollinstanz')",34.0,5,12,29.765937070032596
303,Christlichdemokratische Volkspartei der Schweiz (CVP),"('buro', 'beantragt')",27.0,4,12,29.662531794038966
305,Sozialdemokratische Partei der Schweiz (SP),"('gesagt', 'word')",73.0,8,12,29.598952891896
306,Christlichdemokratische Volkspartei der Schweiz (CVP),"('kommission', 'beantragt')",161.0,10,12,29.35377064382669
307,FDP.Die Liberalen (FDP-Liberale),"('wurd', 'schon')",72.0,8,12,29.193487783787837
308,Schweizerische Volkspartei (SVP),"('eidgenoss', 'steuerverwalt')",72.0,8,12,29.193487783787837
309,Sozialdemokratische Partei der Schweiz (SP),"('vorberat', 'kommission')",72.0,8,12,29.193487783787837
310,Sozialdemokratische Partei der Schweiz (SP),"('stimm', 'enthalt')",335.0,11,12,29.14881129152595
311,Christlichdemokratische Volkspartei der Schweiz (CVP),"('vorlauf', 'anwend')",42.0,6,12,29.112181583517703
312,Christlichdemokratische Volkspartei der Schweiz (CVP),"('volkerrecht', 'vertrag')",54.0,7,12,29.105811039565094
313,Sozialdemokratische Partei der Schweiz (SP),"('frag', 'herr')",54.0,7,12,29.105811039565094
314,FDP.Die Liberalen (FDP-Liberale),"('rund', 'milliard')",101.0,9,12,29.055889317629866
315,Schweizerische Volkspartei (SVP),"('deshalb', 'bitt')",159.0,10,12,28.98912753023878
316,Christlichdemokratische Volkspartei der Schweiz (CVP),"('schon', 'gesagt')",71.0,8,12,28.78802267567967
317,Christlichdemokratische Volkspartei der Schweiz (CVP),"('dank', 'bundesrat')",71.0,8,12,28.78802267567967
318,Christlichdemokratische Volkspartei der Schweiz (CVP),"('nationalrat', 'folg')",71.0,8,12,28.78802267567967
319,Christlichdemokratische Volkspartei der Schweiz (CVP),"('jugend', 'sport')",53.0,7,12,28.566814538832407
320,Schweizerische Volkspartei (SVP),"('zwolf', 'jahr')",53.0,7,12,28.566814538832407
321,Sozialdemokratische Partei der Schweiz (SP),"('schon', 'lang')",99.0,9,12,28.480525172726303
322,Christlichdemokratische Volkspartei der Schweiz (CVP),"('nationalrat', 'fassung')",41.0,6,12,28.419034402957756
323,Sozialdemokratische Partei der Schweiz (SP),"('erwahnt', 'word')",41.0,6,12,28.419034402957756
325,Schweizerische Volkspartei (SVP),"('frau', 'bundesprasidentin')",98.0,9,12,28.192843100274523
326,Sozialdemokratische Partei der Schweiz (SP),"('mocht', 'einfach')",98.0,9,12,28.192843100274523
327,Sozialdemokratische Partei der Schweiz (SP),"('zwolf', 'jahr')",52.0,7,12,28.027818038099717
330,Schweizerische Volkspartei (SVP),"('verordn', 'bundesversamml')",32.0,5,12,28.014999595324795
331,Sozialdemokratische Partei der Schweiz (SP),"('bitt', 'deshalb')",321.0,11,12,27.930652013671132
332,Sozialdemokratische Partei der Schweiz (SP),"('deshalb', 'bundesrat')",97.0,9,12,27.905161027822743
333,FDP.Die Liberalen (FDP-Liberale),"('frank', 'prozent')",40.0,6,12,27.725887222397812
334,Sozialdemokratische Partei der Schweiz (SP),"('zeit', 'vorlauf')",20.0,3,12,27.725887222397812
335,FDP.Die Liberalen (FDP-Liberale),"('deshalb', 'bitt')",152.0,10,12,27.7128766326811
336,Sozialdemokratische Partei der Schweiz (SP),"('flankier', 'massnahm')",96.0,9,12,27.617478955370963
337,Christlichdemokratische Volkspartei der Schweiz (CVP),"('landlich', 'raum')",68.0,8,12,27.57162735135518
338,FDP.Die Liberalen (FDP-Liberale),"('gesagt', 'word')",68.0,8,12,27.57162735135518
339,Sozialdemokratische Partei der Schweiz (SP),"('viel', 'mensch')",68.0,8,12,27.57162735135518
340,FDP.Die Liberalen (FDP-Liberale),"('darauf', 'aufmerksam')",51.0,7,12,27.48882153736703
341,Schweizerische Volkspartei (SVP),"('sinn', 'bitt')",51.0,7,12,27.48882153736703
