,Phrase,qui
113,"('viel', 'dank')",1.3554790360875335e-05
114,"('einzig', 'allein')",1.3456982016077084e-05
115,"('sich', 'land')",1.34364885390681e-05
116,"('bedingt', 'geldstraf')",1.3407582832437746e-05
117,"('sich', 'schweiz')",1.3403270348491188e-05
118,"('konkret', 'fall')",1.3227091838369882e-05
119,"('rechnung', 'trag')",1.3191066510342663e-05
120,"('verordn', 'bundesversamml')",1.313824822221461e-05
121,"('kolleg', 'visch')",1.3002489465610184e-05
122,"('bitt', 'wirklich')",1.293729523838891e-05
123,"('wichtig', 'schritt')",1.293729523838891e-05
124,"('artikel', 'stgb')",1.2926467310844714e-05
125,"('dank', 'unterstutz')",1.2873629064511145e-05
126,"('darum', 'geht')",1.2822557087020095e-05
127,"('pro', 'kopf')",1.2791967018034877e-05
128,"('gesetz', 'mindestlohn')",1.2524159746291269e-05
129,"('herr', 'zanetti')",1.2524159746291269e-05
130,"('ehrlich', 'gesagt')",1.2517123845782878e-05
131,"('frau', 'graflitsch')",1.2462353108318152e-05
132,"('uns', 'arme')",1.2462353108318152e-05
133,"('kind', 'arbeit')",1.2414686029295754e-05
134,"('abzulehn', 'komm')",1.2389442268430975e-05
135,"('sozialdemokrat', 'fraktion')",1.2389442268430975e-05
136,"('erst', 'etapp')",1.2238033824006984e-05
137,"('beid', 'kommission')",1.2091067796033442e-05
138,"('nam', 'bundesrat')",1.2091067796033442e-05
139,"('mocht', 'beton')",1.2025980366103274e-05
140,"('bundesrat', 'folg')",1.1957452115066387e-05
141,"('st', 'gall')",1.193900157843954e-05
142,"('dafur', 'tun')",1.188862545658405e-05
143,"('fisch', 'roland')",1.1822970280485614e-05
144,"('unentgelt', 'rechtspfleg')",1.1791489188485848e-05
145,"('jung', 'leut')",1.1738671603182879e-05
146,"('frau', 'nationalratin')",1.1735878140300942e-05
147,"('schutz', 'privatsphar')",1.1697895447637819e-05
148,"('zusatz', 'bericht')",1.1677318587889451e-05
149,"('bisher', 'beschluss')",1.15968385903223e-05
150,"('foderalist', 'syst')",1.15968385903223e-05
151,"('schweiz', 'wald')",1.15968385903223e-05
152,"('zweit', 'etapp')",1.15968385903223e-05
153,"('kind', 'jugend')",1.1536487780980395e-05
154,"('mark', 'schweiz')",1.1400951533429765e-05
155,"('bedenk', 'geb')",1.1388053157325994e-05
156,"('mensch', 'behinder')",1.1350805143299449e-05
157,"('mocht', 'deshalb')",1.131585033406463e-05
158,"('darf', 'sag')",1.1201374688800592e-05
159,"('vorlag', 'heut')",1.1201374688800592e-05
160,"('hoh', 'million')",1.1159453965586054e-05
161,"('einzutret', 'zuzustimm')",1.1030925330245796e-05
162,"('finanziell', 'mittel')",1.1026194932534865e-05
163,"('arme', 'arme')",1.100170852266645e-05
164,"('bezieh', 'ausland')",1.100170852266645e-05
165,"('rapp', 'pro')",1.0988410989407419e-05
166,"('imm', 'neu')",1.090284535833559e-05
167,"('neu', 'gesetz')",1.0859477795191616e-05
168,"('viel', 'mensch')",1.0837555535282965e-05
169,"('organisation', 'arme')",1.0831570501268472e-05
170,"('produzier', 'landwirtschaft')",1.0831570501268472e-05
171,"('freien', 'markt')",1.0769399362946407e-05
172,"('kolleg', 'glattli')",1.0769399362946407e-05
173,"('steu', 'abgab')",1.0769399362946407e-05
174,"('schien', 'strass')",1.0727351517300047e-05
175,"('kommissionssprecherin', 'gesagt')",1.068986364261991e-05
176,"('aeschi', 'thomas')",1.0630271168533186e-05
177,"('gemeinnutz', 'arbeit')",1.0437671067814283e-05
178,"('absolut', 'verjahrungsfrist')",1.0387759144792713e-05
179,"('ja', 'stimmt')",1.0387759144792713e-05
180,"('nationalrat', 'folg')",1.038498584988949e-05
181,"('international', 'organisation')",1.0381515158138932e-05
182,"('frank', 'million')",1.0364687858552453e-05
183,"('gesetz', 'grundlag')",1.034312240802327e-05
184,"('mind', 'folg')",1.0239324718836048e-05
185,"('gesetz', 'verankert')",1.0228102959855019e-05
186,"('denk', 'wichtig')",1.0226501307050238e-05
187,"('jahr', 'etwa')",1.0217412239605505e-05
188,"('kommt', 'hinzu')",1.0213820404035632e-05
189,"('jugend', 'sport')",1.0115081969048557e-05
190,"('schweiz', 'bevolker')",1.0092735128125214e-05
191,"('hausarztinn', 'hausarzt')",1.0049084574379551e-05
192,"('artikel', 'betreff')",1.0038819125562797e-05
193,"('absolut', 'genug')",9.98713387603048e-06
194,"('einspar', 'million')",9.98713387603048e-06
195,"('kolleg', 'jositsch')",9.98713387603048e-06
196,"('privat', 'medi')",9.98713387603048e-06
197,"('moglich', 'schnell')",9.924475252579495e-06
198,"('gut', 'integriert')",9.918077540040041e-06
199,"('ehrlich', 'sag')",9.907887895099306e-06
200,"('dafur', 'sorg')",9.896092809204071e-06
201,"('pflegend', 'angehor')",9.888108148148676e-06
202,"('letzt', 'zwanzig')",9.857477502204883e-06
203,"('bundesrat', 'ansicht')",9.853369257271158e-06
204,"('bundesrat', 'vorschlagt')",9.78664234701435e-06
205,"('mehr', 'geld')",9.756623159211886e-06
206,"('betroff', 'unternehm')",9.692196924997579e-06
207,"('herr', 'glattli')",9.638462072936739e-06
208,"('gesetz', 'verank')",9.578919704751171e-06
209,"('jung', 'frau')",9.578919704751171e-06
210,"('schweiz', 'gebor')",9.578919704751171e-06
211,"('kanton', 'jura')",9.533595842206375e-06
212,"('herr', 'fisch')",9.439315546995087e-06
213,"('mind', 'knecht')",9.439315546995087e-06
214,"('ganz', 'ehrlich')",9.43822162332058e-06
215,"('geltend', 'praxis')",9.43822162332058e-06
216,"('stark', 'schwachverarbeitet')",9.38884521779467e-06
217,"('unbegleitet', 'minderjahr')",9.38884521779467e-06
218,"('bundesrat', 'deshalb')",9.369317994785961e-06
219,"('fall', 'den')",9.364085113880523e-06
220,"('ja', 'gar')",9.256306997661427e-06
221,"('rickli', 'natali')",9.256306997661427e-06
222,"('arbeitsplatz', 'schaff')",9.24531394237861e-06
223,"('muss', 'entsprech')",9.24531394237861e-06
224,"('frank', 'erhalt')",9.240523457734772e-06
225,"('gut', 'funktionier')",9.240523457734772e-06
226,"('volksinitiativ', 'masseneinwander')",9.240523457734772e-06
227,"('bitt', 'minderheitsantrag')",9.20928953060966e-06
228,"('kommend', 'jahr')",9.190673267956025e-06
229,"('auss', 'dien')",9.144289498807445e-06
230,"('betracht', 'stell')",9.144289498807445e-06
231,"('bundesratin', 'viel')",9.144289498807445e-06
232,"('kmu', 'gewerb')",9.144289498807445e-06
233,"('nutz', 'bring')",9.144289498807445e-06
234,"('philipp', 'hildebrand')",9.144289498807445e-06
235,"('zusatz', 'regulier')",9.144289498807445e-06
236,"('allgemein', 'bundeskass')",9.124455259378601e-06
237,"('allgemein', 'dienstpflicht')",9.124455259378601e-06
238,"('arme', 'mann')",9.124455259378601e-06
239,"('eidgenoss', 'alkoholverwalt')",9.124455259378601e-06
240,"('kriminell', 'ausland')",9.124455259378601e-06
241,"('pro', 'lit')",9.124455259378601e-06
242,"('souveran', 'staat')",9.124455259378601e-06
243,"('syst', 'funktioniert')",9.124455259378601e-06
244,"('zehn', 'zwolf')",9.124455259378601e-06
245,"('hoh', 'kost')",9.092373879377809e-06
246,"('standerat', 'bundesrat')",9.091613076135186e-06
247,"('kraft', 'getret')",9.002343467941373e-06
248,"('aufgenomm', 'wurd')",8.959983156283419e-06
249,"('pro', 'kilowattstund')",8.939430243697759e-06
250,"('wesent', 'hoh')",8.939430243697759e-06
251,"('mehrheit', 'wak')",8.90578188506097e-06
252,"('betroff', 'mensch')",8.890023181570446e-06
253,"('dringlich', 'ander')",8.890023181570446e-06
254,"('frau', 'fluckig')",8.890023181570446e-06
255,"('privat', 'sicherheitsdienstleist')",8.890023181570446e-06
256,"('schwachverarbeitet', 'lebensmitteln')",8.890023181570446e-06
257,"('burg', 'mehrheit')",8.874531308638798e-06
258,"('deshalb', 'kommission')",8.874531308638798e-06
259,"('erfolgreich', 'integration')",8.874531308638798e-06
260,"('standerat', 'fohn')",8.874531308638798e-06
261,"('mind', 'rickli')",8.861096837493e-06
262,"('bundesrat', 'empfiehlt')",8.84963393938326e-06
263,"('eben', 'moglich')",8.84963393938326e-06
264,"('etwa', 'prozent')",8.812380307353453e-06
265,"('sinn', 'bitt')",8.724733122877215e-06
266,"('gesagt', 'musst')",8.66826369028987e-06
267,"('relativ', 'gut')",8.66826369028987e-06
268,"('wurd', 'erwahnt')",8.653370707656241e-06
269,"('artikel', 'zgb')",8.644763585379733e-06
270,"('neu', 'recht')",8.640669617354589e-06
271,"('genau', 'frag')",8.639937896663853e-06
272,"('einfach', 'klar')",8.544496400839689e-06
273,"('artikel', 'or')",8.483529392812238e-06
274,"('schweiz', 'burgerrecht')",8.47090135117329e-06
275,"('eidgenoss', 'finanzkontroll')",8.467380971915755e-06
276,"('einsatz', 'komm')",8.448258437180135e-06
277,"('islam', 'staat')",8.448258437180135e-06
278,"('nach', 'drei')",8.448258437180135e-06
279,"('automat', 'informationsaustausch')",8.42363823601726e-06
280,"('bundesrat', 'antrag')",8.406416259550384e-06
281,"('kommissionsmehr', 'mocht')",8.39170492976167e-06
282,"('working', 'poor')",8.39170492976167e-06
283,"('ganz', 'herzlich')",8.390327482439322e-06
284,"('motion', 'verlangt')",8.388537961081516e-06
285,"('kommissionsmehr', 'unterstutz')",8.334569246873216e-06
286,"('arme', 'xxi')",8.308191755670215e-06
287,"('attraktivitat', 'schweiz')",8.308191755670215e-06
288,"('nachrichtendien', 'moglich')",8.308191755670215e-06
289,"('volksinitiativ', 'padophil')",8.308191755670215e-06
290,"('de', 'la')",8.305356529579916e-06
291,"('ausserdienststell', 'rustungsgut')",8.30340455211877e-06
292,"('beim', 'volk')",8.30340455211877e-06
293,"('frau', 'allemann')",8.30340455211877e-06
294,"('grun', 'wirtschaft')",8.30340455211877e-06
295,"('herr', 'kollega')",8.30340455211877e-06
296,"('il', 'a')",8.30340455211877e-06
297,"('ja', 'letztlich')",8.30340455211877e-06
298,"('kolleg', 'gross')",8.30340455211877e-06
299,"('svpfraktion', 'eintret')",8.30340455211877e-06
300,"('unternehm', 'muss')",8.30340455211877e-06
301,"('viel', 'mittel')",8.30340455211877e-06
302,"('zentral', 'ausgleichsstell')",8.30340455211877e-06
303,"('erinner', 'ruf')",8.289974643640563e-06
304,"('viel', 'fall')",8.289974643640563e-06
305,"('geltend', 'gemacht')",8.279262107491225e-06
306,"('mind', 'i')",8.272935413762216e-06
307,"('etwa', 'gleich')",8.236425566553384e-06
308,"('schweiz', 'unternehm')",8.200460667294412e-06
309,"('herr', 'gross')",8.195232278335402e-06
310,"('bundesrat', 'nimmt')",8.181158062727485e-06
311,"('hoh', 'berufsbild')",8.181158062727485e-06
312,"('kanton', 'waadt')",8.181158062727485e-06
313,"('offent', 'raum')",8.181158062727485e-06
314,"('drei', 'woch')",8.171874446867255e-06
315,"('eidgenoss', 'zollverwalt')",8.156071802588378e-06
316,"('schweizer', 'nationalbank')",8.109299516472776e-06
317,"('heutig', 'praxis')",8.068283749591409e-06
318,"('richtung', 'geht')",7.975892570248678e-06
319,"('rechtlich', 'grundlag')",7.96278699972871e-06
320,"('losung', 'gefund')",7.926949255742069e-06
321,"('servic', 'public')",7.923392918911905e-06
322,"('gesetz', 'verordn')",7.905262914079167e-06
323,"('nam', 'kommissionsmind')",7.905262914079167e-06
324,"('prozent', 'kost')",7.905262914079167e-06
325,"('vier', 'funf')",7.905262914079167e-06
326,"('kurzung', 'beim')",7.900591775452977e-06
327,"('mind', 'glattli')",7.900591775452977e-06
328,"('person', 'bezieh')",7.900591775452977e-06
329,"('wichtig', 'argument')",7.900591775452977e-06
330,"('deutlich', 'gemacht')",7.893965930711402e-06
331,"('wichtig', 'interess')",7.893965930711402e-06
332,"('auslanderinn', 'ausland')",7.893281705138194e-06
333,"('absatz', 'buchstab')",7.890395758342272e-06
334,"('ausserordent', 'lag')",7.84467453789191e-06
335,"('radio', 'fernseh')",7.799385706151653e-06
336,"('schweiz', 'holz')",7.798530384614143e-06
337,"('schwer', 'verbrech')",7.75834164667981e-06
338,"('nehm', 'beispiel')",7.752995141530969e-06
339,"('kantonal', 'kommunal')",7.720166192189641e-06
340,"('sich', 'ordnung')",7.720166192189641e-06
341,"('kommissionsmehr', 'folg')",7.71797316478282e-06
342,"('tur', 'tor')",7.714027653714838e-06
343,"('bezieh', 'schweiz')",7.663028984482159e-06
344,"('interessenbind', 'off')",7.663028984482159e-06
345,"('kost', 'verursacht')",7.663028984482159e-06
346,"('parlamentar', 'versamml')",7.663028984482159e-06
347,"('pro', 'person')",7.663028984482159e-06
348,"('zeich', 'setz')",7.653985511619834e-06
349,"('losung', 'bundesrat')",7.611273349246408e-06
350,"('muss', 'klar')",7.573823730265841e-06
351,"('direkt', 'gegenvorschlag')",7.558848626439618e-06
352,"('davon', 'abhang')",7.536768883869211e-06
353,"('costa', 'rica')",7.4971707262207434e-06
354,"('eindring', 'computersystem')",7.4971707262207434e-06
355,"('interessenbind', 'bekannt')",7.4971707262207434e-06
356,"('parlament', 'volk')",7.4971707262207434e-06
357,"('parlamentar', 'verwaltungskontroll')",7.4971707262207434e-06
358,"('per', 'saldo')",7.4971707262207434e-06
359,"('svpfraktion', 'artikel')",7.4971707262207434e-06
360,"('wirtschaft', 'mehr')",7.4971707262207434e-06
361,"('bundesrat', 'ablehn')",7.496677338942572e-06
362,"('sommaruga', 'carlo')",7.495400247773499e-06
363,"('absatz', 'seit')",7.46496861265774e-06
364,"('dreh', 'wend')",7.46496861265774e-06
365,"('fass', 'bod')",7.46496861265774e-06
366,"('fuhrungsnetz', 'schweiz')",7.46496861265774e-06
367,"('kost', 'frank')",7.46496861265774e-06
368,"('kritisch', 'hinterfrag')",7.46496861265774e-06
369,"('landwirtschaft', 'gewerb')",7.46496861265774e-06
370,"('leg', 'interessenbind')",7.46496861265774e-06
371,"('militar', 'sich')",7.46496861265774e-06
372,"('nach', 'zwei')",7.46496861265774e-06
373,"('nachhalt', 'innovation')",7.46496861265774e-06
374,"('olymp', 'komite')",7.46496861265774e-06
375,"('pet', 'malama')",7.46496861265774e-06
376,"('rein', 'alkohol')",7.46496861265774e-06
377,"('sech', 'wk')",7.46496861265774e-06
378,"('staun', 'schon')",7.46496861265774e-06
379,"('vorauseil', 'gehorsam')",7.46496861265774e-06
380,"('vorlag', 'gesamtabstimm')",7.46496861265774e-06
381,"('muss', 'aufpass')",7.460720540930618e-06
382,"('postulat', 'abzulehn')",7.460720540930618e-06
383,"('herr', 'stamm')",7.415858026085803e-06
384,"('kollegin', 'kellersutt')",7.415858026085803e-06
385,"('wurd', 'gesagt')",7.414363910122115e-06
386,"('electronic', 'monitoring')",7.404748855742642e-06
387,"('frag', 'gultig')",7.396897540835199e-06
388,"('ja', 'wichtig')",7.396897540835199e-06
389,"('miteinand', 'verheiratet')",7.396897540835199e-06
390,"('punkt', 'vorlag')",7.396897540835199e-06
391,"('regeln', 'halt')",7.396897540835199e-06
392,"('schritt', 'gemacht')",7.396897540835199e-06
393,"('schutz', 'brauch')",7.396897540835199e-06
394,"('sp', 'klar')",7.396897540835199e-06
395,"('staatlich', 'handeln')",7.396897540835199e-06
396,"('bitt', 'ebenfall')",7.370451104406439e-06
397,"('klarheit', 'schaff')",7.336568568905727e-06
398,"('beschleun', 'verfahr')",7.322677757874996e-06
399,"('vier', 'jahr')",7.2846129136570225e-06
400,"('deshalb', 'beantragt')",7.262049272763669e-06
401,"('neu', 'absatz')",7.244014144472592e-06
402,"('polit', 'exponiert')",7.243590563504806e-06
403,"('zustand', 'kommission')",7.243590563504806e-06
404,"('mocht', 'einfach')",7.209968761067182e-06
405,"('schwierig', 'situation')",7.1959944911678834e-06
406,"('beantrag', 'vorlag')",7.151520711870605e-06
407,"('frank', 'milliard')",7.151520711870605e-06
408,"('geld', 'schweiz')",7.151520711870605e-06
409,"('geld', 'verdi')",7.151520711870605e-06
410,"('landlich', 'raum')",7.151520711870605e-06
411,"('padophil', 'soll')",7.151520711870605e-06
412,"('herzlich', 'dank')",7.134617666590544e-06
413,"('sech', 'monat')",7.1321812869201905e-06
414,"('bundesrat', 'motion')",7.1177034470139286e-06
415,"('wort', 'sag')",7.0910025763159115e-06
416,"('darum', 'bitt')",7.073400759300984e-06
417,"('bericht', 'postulat')",7.066934833135234e-06
418,"('entscheid', 'bundesgericht')",7.066934833135234e-06
419,"('erst', 'rund')",7.066934833135234e-06
420,"('geschadigt', 'person')",7.066934833135234e-06
421,"('inhalt', 'vorlag')",7.066934833135234e-06
422,"('international', 'entwickl')",7.066934833135234e-06
423,"('nachrichtendien', 'bund')",7.0653935332545e-06
424,"('bundesrat', 'schlagt')",7.0320760778421925e-06
425,"('motion', 'kommission')",7.000788440707475e-06
426,"('sag', 'ganz')",7.000788440707475e-06
427,"('konzept', 'bundesrat')",6.939776011568458e-06
428,"('gericht', 'kindesschutzbehord')",6.932885866872793e-06
429,"('gleichstell', 'frau')",6.932885866872793e-06
430,"('jahr', 'freiheitsstraf')",6.932885866872793e-06
431,"('prozent', 'frau')",6.932885866872793e-06
432,"('sexuell', 'gewalt')",6.932885866872793e-06
433,"('zeit', 'vorlauf')",6.932885866872793e-06
434,"('bereit', 'rahm')",6.9006114179745926e-06
435,"('doppelt', 'ja')",6.9006114179745926e-06
436,"('elt', 'verantwort')",6.9006114179745926e-06
437,"('geltungsbereich', 'gesetz')",6.9006114179745926e-06
438,"('herr', 'gutzwill')",6.9006114179745926e-06
439,"('schwer', 'steuerdelikt')",6.9006114179745926e-06
440,"('stadl', 'markus')",6.9006114179745926e-06
441,"('teil', 'strafgesetzbuch')",6.9006114179745926e-06
442,"('kommission', 'folg')",6.897286779235613e-06
443,"('kundinn', 'kund')",6.890816933414786e-06
444,"('straf', 'massnahmenvollzug')",6.890816933414786e-06
445,"('artikel', 'heisst')",6.8860764721265884e-06
446,"('ausstieg', 'kernenergi')",6.8860764721265884e-06
447,"('bundesrat', 'steht')",6.8860764721265884e-06
448,"('entsprech', 'bitt')",6.8860764721265884e-06
449,"('kolleg', 'zanetti')",6.8860764721265884e-06
450,"('neu', 'gesetzgeb')",6.8860764721265884e-06
451,"('stuf', 'bund')",6.8860764721265884e-06
452,"('zwanzig', 'jahr')",6.8548514908422805e-06
453,"('carobbio', 'guscetti')",6.836097099867879e-06
454,"('darauf', 'hinweis')",6.819232880487834e-06
455,"('artikel', 'absatz')",6.784941130133282e-06
456,"('gibt', 'genug')",6.779481387385007e-06
457,"('kind', 'fremdbetreu')",6.779481387385007e-06
458,"('komm', 'antrag')",6.766887910227534e-06
459,"('genau', 'gleich')",6.75547978707216e-06
460,"('rahmenkredit', 'million')",6.737215727507579e-06
461,"('natur', 'schon')",6.709951424872162e-06
462,"('altrecht', 'wohnung')",6.692515317564692e-06
463,"('bitt', 'klar')",6.692515317564692e-06
464,"('entspricht', 'etwa')",6.692515317564692e-06
465,"('europa', 'landschaftskonvention')",6.692515317564692e-06
466,"('falsch', 'zeich')",6.692515317564692e-06
467,"('familieninitiativ', 'svp')",6.692515317564692e-06
468,"('gefahr', 'tat')",6.692515317564692e-06
469,"('heisst', 'bundesrat')",6.692515317564692e-06
470,"('mehr', 'leistung')",6.692515317564692e-06
471,"('mehr', 'wettbewerb')",6.692515317564692e-06
472,"('million', 'diensttag')",6.692515317564692e-06
473,"('sich', 'gewahrleist')",6.692515317564692e-06
474,"('weit', 'erhoh')",6.692515317564692e-06
475,"('zusatz', 'auftrag')",6.692515317564692e-06
476,"('vergang', 'jahr')",6.686208395883464e-06
477,"('bestand', 'arme')",6.629649285006903e-06
478,"('bundeshaus', 'ost')",6.629649285006903e-06
479,"('flugplatz', 'dubendorf')",6.629649285006903e-06
480,"('freiheit', 'einzeln')",6.629649285006903e-06
481,"('gleich', 'bleib')",6.629649285006903e-06
482,"('hundert', 'tag')",6.629649285006903e-06
483,"('lit', 'rein')",6.629649285006903e-06
484,"('maximal', 'million')",6.629649285006903e-06
485,"('mehr', 'aufgab')",6.629649285006903e-06
486,"('militar', 'ausbild')",6.629649285006903e-06
487,"('national', 'kulturpolit')",6.629649285006903e-06
488,"('olymp', 'spiel')",6.629649285006903e-06
489,"('produkt', 'mehr')",6.629649285006903e-06
490,"('recht', 'herzlich')",6.629649285006903e-06
491,"('swiss', 'olympic')",6.629649285006903e-06
492,"('unklar', 'begriff')",6.629649285006903e-06
493,"('vorderst', 'front')",6.629649285006903e-06
494,"('weit', 'ausbau')",6.629649285006903e-06
495,"('wohin', 'fuhrt')",6.629649285006903e-06
496,"('wunsch', 'gut')",6.629649285006903e-06
497,"('zweit', 'wirksamkeitsbericht')",6.629649285006903e-06
498,"('absolut', 'zentral')",6.61131014376337e-06
499,"('conseil', 'fédéral')",6.599843074016923e-06
500,"('neu', 'massnahm')",6.599843074016923e-06
501,"('nichtfinanziell', 'gegenpartei')",6.599843074016923e-06
502,"('position', 'bundesrat')",6.599843074016923e-06
503,"('wort', 'schrift')",6.599843074016923e-06
504,"('z', 'b')",6.526616735492401e-06
505,"('aufgab', 'staat')",6.514116274487942e-06
506,"('gerichtshof', 'menschenrecht')",6.492722964334519e-06
507,"('kollektiv', 'kapitalanlag')",6.463085093487762e-06
508,"('abschaff', 'bedingt')",6.451926858960526e-06
509,"('weit', 'argument')",6.451926858960526e-06
510,"('unabhang', 'davon')",6.420739774430012e-06
511,"('chef', 'arme')",6.408498786331772e-06
512,"('international', 'sportverband')",6.408498786331772e-06
513,"('ja', 'wahrschein')",6.408498786331772e-06
514,"('mehr', 'staat')",6.408498786331772e-06
515,"('administrativ', 'versorgt')",6.405245492404715e-06
