,Phrase,Counts,Freq,N,tf_idf
76,"('frag', 'stell')",447,11,15,138.63925295181625
77,"('macht', 'sinn')",446,11,15,138.3290980235124
270,"('kommission', 'einstimm')",219,8,15,137.66529641349993
272,"('ziel', 'erreich')",219,8,15,137.66529641349993
48,"('artikel', 'bundesverfass')",613,12,15,136.7869969556106
275,"('beitrag', 'leist')",217,8,15,136.40807909465516
276,"('entsprech', 'antrag')",217,8,15,136.40807909465516
278,"('mocht', 'bundesrat')",216,8,15,135.7794704352328
204,"('bundesrat', 'maur')",265,9,15,135.36879029798754
280,"('leutenegg', 'oberholz')",215,8,15,135.15086177581043
376,"('mocht', 'kurz')",177,7,15,134.89878921230073
17,"('mehrheit', 'folg')",942,13,15,134.80099470951419
83,"('uns', 'kommission')",434,11,15,134.60723888386633
84,"('bitt', 'motion')",433,11,15,134.29708395556247
132,"('ablehn', 'motion')",330,10,15,133.80348567569425
133,"('beschluss', 'nationalrat')",330,10,15,133.80348567569425
18,"('ganz', 'klar')",931,13,15,133.2268854294668
523,"('herrn', 'bundesrat')",145,6,15,132.8621561217525
3123,"('nam', 'grunliberal')",49,1,15,132.6944598540083
389,"('heut', 'geltend')",174,7,15,132.61236905616002
137,"('bundesrat', 'parlament')",327,10,15,132.58709035136977
208,"('bundesrat', 'ja')",259,9,15,132.3038365553916
399,"('diskussion', 'fuhr')",172,7,15,131.08808895206624
400,"('komm', 'schluss')",172,7,15,131.08808895206624
535,"('strateg', 'ziel')",143,6,15,131.02957465800418
139,"('vorlag', 'bundesrat')",323,10,15,130.9652299189371
1414,"('nam', 'fdpliberal')",81,3,15,130.36447090716212
51,"('bitt', 'deshalb')",583,12,15,130.0926904161843
145,"('direkt', 'demokrati')",320,10,15,129.74883459461262
300,"('frau', 'bundesprasidentin')",206,8,15,129.49338384100906
146,"('grund', 'weshalb')",318,10,15,128.93790437839627
407,"('dreissig', 'jahr')",169,7,15,128.80166879592554
408,"('bundesrat', 'beauftrag')",169,7,15,128.80166879592554
410,"('antrag', 'wurd')",169,7,15,128.80166879592554
411,"('sag', 'sei')",169,7,15,128.80166879592554
148,"('schluss', 'gekomm')",315,10,15,127.72150905407179
306,"('gar', 'mehr')",202,8,15,126.97894920331957
312,"('international', 'standard')",200,8,15,125.72173188447482
314,"('seit', 'fahn')",199,8,15,125.09312322505245
593,"('mocht', 'nochmal')",136,6,15,124.6155395348851
315,"('prozent', 'prozent')",198,8,15,124.46451456563007
317,"('vorschlag', 'bundesrat')",198,8,15,124.46451456563007
433,"('enthalt', 'abgelehnt')",163,7,15,124.22882848364416
155,"('vorberat', 'kommission')",305,10,15,123.66685797299014
224,"('interess', 'daran')",242,9,15,123.61980095136975
227,"('motion', 'verlangt')",241,9,15,123.10897532760376
228,"('status', 'quo')",241,9,15,123.10897532760376
158,"('schweizerinn', 'schweiz')",303,10,15,122.85592775677381
443,"('dank', 'bundesrat')",161,7,15,122.70454837955037
231,"('vorlag', 'eintret')",239,9,15,122.08732408007178
329,"('je', 'nachd')",194,8,15,121.95007992794058
330,"('deshalb', 'bundesrat')",193,8,15,121.3214712685182
455,"('schutz', 'privatsphar')",159,7,15,121.18026827545658
236,"('jurist', 'person')",237,9,15,121.0656728325398
98,"('mind', 'folg')",388,11,15,120.34011218188971
99,"('schon', 'heut')",387,11,15,120.02995725358586
3686,"('grunliberal', 'unterstutz')",44,1,15,119.15420884849725
629,"('le', 'conseil')",130,6,15,119.11779514364017
60,"('bitt', 'antrag')",533,12,15,118.9355128504738
338,"('jahr', 'lang')",189,8,15,118.8070366308287
631,"('herrn', 'standerat')",129,6,15,118.20150441176601
342,"('patientinn', 'patient')",188,8,15,118.17842797140634
343,"('gut', 'daran')",188,8,15,118.17842797140634
243,"('gebund', 'ausgab')",231,9,15,118.00071908994386
244,"('wurd', 'schon')",231,9,15,118.00071908994386
167,"('kommission', 'wurd')",291,10,15,117.99034645947583
168,"('buchstab', 'b')",291,10,15,117.99034645947583
169,"('bildung', 'forschung')",291,10,15,117.99034645947583
474,"('bundesrat', 'bleib')",154,7,15,117.3695680152221
475,"('geschatzt', 'kollegin')",154,7,15,117.3695680152221
642,"('bundesrat', 'antwort')",128,6,15,117.28521367989185
172,"('administrativ', 'aufwand')",289,10,15,117.17941624325951
102,"('antrag', 'bundesrat')",377,11,15,116.92840797054747
3806,"('svpfraktion', 'unterstutzt')",43,1,15,116.44615864739504
351,"('international', 'vergleich')",185,8,15,116.2926019931392
352,"('gesagt', 'word')",185,8,15,116.2926019931392
353,"('mehrheit', 'finanzkommission')",185,8,15,116.2926019931392
251,"('dank', 'frag')",227,9,15,115.95741659487989
253,"('verfug', 'steh')",227,9,15,115.95741659487989
175,"('bericht', 'bundesrat')",285,10,15,115.55755581082686
655,"('nationalrat', 'beschloss')",126,6,15,115.45263221614354
358,"('kommission', 'bundesrat')",183,8,15,115.03538467429446
359,"('umsetz', 'masseneinwanderungsinitiativ')",183,8,15,115.03538467429446
682,"('kien', 'nell')",125,6,15,114.53634148426939
260,"('natur', 'person')",223,9,15,113.91411409981593
261,"('gesagt', 'sei')",223,9,15,113.91411409981593
183,"('rechnung', 'trag')",280,10,15,113.53023027028603
263,"('klar', 'meinung')",222,9,15,113.40328847604994
185,"('gesagt', 'wurd')",279,10,15,113.12476516217787
109,"('kenntnis', 'genomm')",364,11,15,112.89639390259757
110,"('vergang', 'jahr')",364,11,15,112.89639390259757
1294,"('kolleg', 'caroni')",85,4,15,112.34924639849716
716,"('jugend', 'sport')",122,6,15,111.78746928864692
274,"('ja', 'nein')",218,9,15,111.35998598098598
516,"('bundesamt', 'verkehr')",146,7,15,111.27244759884692
377,"('gemacht', 'wurd')",177,8,15,111.26373271776022
378,"('enthalt', 'angenomm')",177,8,15,111.26373271776022
380,"('zweit', 'punkt')",177,8,15,111.26373271776022
193,"('kanton', 'bern')",274,10,15,111.09743962163704
1314,"('dan', 'le')",84,4,15,111.02749055851484
381,"('gross', 'herausforder')",176,8,15,110.63512405833784
63,"('bitt', 'mind')",495,12,15,110.45605790053384
277,"('beim', 'eintret')",216,9,15,110.33833473345399
195,"('bundesrat', 'standerat')",272,10,15,110.28650940542072
383,"('jahr', 'spat')",175,8,15,110.00651539891547
196,"('bitt', 'minderheitsantrag')",271,10,15,109.88104429731254
532,"('geht', 'einfach')",144,7,15,109.74816749475313
28,"('antrag', 'mehrheit')",764,13,15,109.32904454147436
282,"('jahr', 'prozent')",213,9,15,108.80585786215602
392,"('bundesrat', 'sagt')",173,8,15,108.74929808007072
283,"('amtlich', 'bulletin')",212,9,15,108.29503223839004
755,"('genet', 'untersuch')",118,6,15,108.12230636115031
201,"('mehr', 'geld')",266,10,15,107.85371875677173
203,"('betroff', 'person')",266,10,15,107.85371875677173
286,"('geschatzt', 'herr')",211,9,15,107.78420661462404
557,"('recht', 'gesagt')",141,7,15,107.46174733861244
762,"('regional', 'personenverkehr')",117,6,15,107.20601562927615
764,"('kolleg', 'fohn')",117,6,15,107.20601562927615
403,"('moglich', 'geb')",170,8,15,106.8634721018036
289,"('erst', 'schritt')",209,9,15,106.76255536709206
290,"('hauslich', 'gewalt')",209,9,15,106.76255536709206
566,"('antwort', 'frag')",140,7,15,106.69960728656554
568,"('aug', 'behalt')",140,7,15,106.69960728656554
573,"('à', 'la')",140,7,15,106.69960728656554
1031,"('kanton', 'luz')",97,5,15,106.56539200080665
1034,"('erleichtert', 'einburger')",97,5,15,106.56539200080665
123,"('konsumentinn', 'konsument')",343,11,15,106.38314040821693
770,"('neu', 'fuhrungsmodell')",116,6,15,106.289724897402
773,"('kolleg', 'ried')",116,6,15,106.289724897402
295,"('frank', 'jahr')",208,9,15,106.25172974332607
406,"('kraft', 'tret')",169,8,15,106.23486344238123
409,"('international', 'organisation')",169,8,15,106.23486344238123
206,"('beantragt', 'kommission')",261,10,15,105.8263932162309
296,"('herr', 'bundesprasident')",207,9,15,105.74090411956008
412,"('prozent', 'mehr')",168,8,15,105.60625478295884
414,"('beim', 'bundesamt')",168,8,15,105.60625478295884
415,"('frag', 'herr')",168,8,15,105.60625478295884
416,"('weiterentwickl', 'arme')",168,8,15,105.60625478295884
299,"('auftrag', 'gegeb')",206,9,15,105.23007849579409
126,"('beantragt', 'stimm')",339,11,15,105.14252069500158
418,"('paar', 'jahr')",167,8,15,104.97764612353647
421,"('eidgenoss', 'zollverwalt')",167,8,15,104.97764612353647
301,"('kanton', 'bund')",205,9,15,104.7192528720281
210,"('unterstutz', 'mind')",258,10,15,104.60999789190642
1066,"('kolleg', 'cram')",95,5,15,104.36816742347042
31,"('zwei', 'jahr')",726,13,15,103.89121248312877
425,"('fond', 'de')",165,8,15,103.72042880469172
305,"('viel', 'dank')",203,9,15,103.69760162449612
70,"('bitt', 'nam')",463,12,15,103.31546425847912
130,"('best', 'dank')",333,11,15,103.28159112517854
1098,"('kolleg', 'engl')",94,5,15,103.26955513480232
307,"('wiss', 'ja')",202,9,15,103.18677600073012
427,"('nein', 'sag')",164,8,15,103.09182014526935
430,"('beruf', 'vorsorg')",164,8,15,103.09182014526935
431,"('de', 'roulement')",164,8,15,103.09182014526935
213,"('etwa', 'million')",254,10,15,102.98813745947375
131,"('mehr', 'wenig')",332,11,15,102.97143619687469
594,"('gibt', 'kanton')",135,7,15,102.88890702633105
432,"('bundesrat', 'schlagt')",163,8,15,102.46321148584698
135,"('worum', 'geht')",328,11,15,101.73081648365934
136,"('gross', 'teil')",327,11,15,101.4206615553555
601,"('sag', 'muss')",133,7,15,101.36462692223726
606,"('entscheid', 'fall')",133,7,15,101.36462692223726
607,"('gut', 'gemeint')",133,7,15,101.36462692223726
444,"('mehrheit', 'mind')",161,8,15,101.20599416700223
319,"('mocht', 'darauf')",198,9,15,101.14347350566617
835,"('kommission', 'unterstutz')",110,6,15,100.79198050615706
841,"('kanton', 'thurgau')",110,6,15,100.79198050615706
320,"('umso', 'mehr')",197,9,15,100.63264788190017
322,"('artikel', 'stgb')",197,9,15,100.63264788190017
323,"('wurd', 'stimm')",197,9,15,100.63264788190017
610,"('richtig', 'verstand')",132,7,15,100.60248687019036
449,"('gibt', 'zwei')",160,8,15,100.57738550757986
4851,"('bdpfraktion', 'unterstutzt')",37,1,15,100.19785744078177
450,"('fakultativ', 'referendum')",159,8,15,99.94877684815748
452,"('aussicht', 'gestellt')",159,8,15,99.94877684815748
844,"('sach', 'kanton')",109,6,15,99.8756897742829
853,"('kolleg', 'mind')",109,6,15,99.8756897742829
328,"('ganz', 'sich')",195,9,15,99.61099663436819
219,"('stellung', 'nehm')",245,10,15,99.33895148650028
456,"('jung', 'mensch')",158,8,15,99.32016818873511
457,"('mehr', 'prozent')",158,8,15,99.32016818873511
458,"('staatssekretariat', 'migration')",158,8,15,99.32016818873511
461,"('geht', 'dabei')",158,8,15,99.32016818873511
37,"('kommission', 'beantragt')",694,13,15,99.31198548662724
1592,"('polit', 'bildung')",75,4,15,99.13168799867397
623,"('verlangt', 'bundesrat')",130,7,15,99.07820676609657
866,"('postulat', 'abzulehn')",108,6,15,98.95939904240875
867,"('bundesratin', 'leuthard')",108,6,15,98.95939904240875
1181,"('fluchtling', 'vorlauf')",90,5,15,98.87510598012987
463,"('darum', 'bitt')",157,8,15,98.69155952931273
222,"('bundesrat', 'entwurf')",243,10,15,98.52802127028394
630,"('frag', 'herrn')",129,7,15,98.31606671404968
632,"('ehrlich', 'gesagt')",129,7,15,98.31606671404968
636,"('deshalb', 'motion')",129,7,15,98.31606671404968
638,"('schweizer', 'nationalbank')",129,7,15,98.31606671404968
2205,"('wak', 'rat')",61,3,15,98.17571265848012
466,"('eigent', 'schon')",156,8,15,98.06295086989036
79,"('zwei', 'drei')",439,12,15,97.96001902693808
332,"('muss', 'einfach')",191,9,15,97.56769413930422
639,"('sicht', 'kommission')",128,7,15,97.55392666200278
640,"('motion', 'nationalrat')",128,7,15,97.55392666200278
469,"('kauf', 'nehm')",155,8,15,97.43434221046799
335,"('schlicht', 'einfach')",190,9,15,97.05686851553824
232,"('gemass', 'bundesrat')",239,10,15,96.90616083785129
82,"('art', 'weis')",434,12,15,96.84430127036704
476,"('zwei', 'punkt')",154,8,15,96.8057335510456
477,"('umfang', 'million')",154,8,15,96.8057335510456
653,"('kurzung', 'million')",127,7,15,96.79178660995588
337,"('moglich', 'war')",189,9,15,96.54604289177225
234,"('losung', 'gefund')",238,10,15,96.50069572974313
1658,"('kolleg', 'jositsch')",73,4,15,96.48817631870932
85,"('wurd', 'kommission')",432,12,15,96.39801416773862
480,"('war', 'ja')",153,8,15,96.17712489162324
237,"('richtig', 'richtung')",237,10,15,96.09523062163495
344,"('hoh', 'berufsbild')",188,9,15,96.03521726800625
656,"('kommissionssprech', 'gesagt')",126,7,15,96.02964655790899
658,"('unternehmenssteuerreform', 'ii')",126,7,15,96.02964655790899
669,"('bundesrat', 'nationalrat')",126,7,15,96.02964655790899
670,"('frank', 'erhoh')",126,7,15,96.02964655790899
150,"('ganz', 'wichtig')",309,11,15,95.8378728458864
239,"('frau', 'mann')",236,10,15,95.6897655135268
1245,"('sich', 'gesund')",87,5,15,95.57926911412555
484,"('standerat', 'kommission')",152,8,15,95.54851623220087
928,"('kolleg', 'nos')",104,6,15,95.29423611491214
678,"('geht', 'eben')",125,7,15,95.26750650586209
684,"('mocht', 'schon')",125,7,15,95.26750650586209
488,"('etwa', 'milliard')",151,8,15,94.91990757277848
490,"('kanton', 'genf')",151,8,15,94.91990757277848
494,"('antrag', 'einigungskonferenz')",151,8,15,94.91990757277848
151,"('bitt', 'vorlag')",306,11,15,94.90740806097487
241,"('hoh', 'kost')",234,10,15,94.87883529731046
153,"('kanton', 'zurich')",305,11,15,94.59725313267103
154,"('neu', 'gesetz')",305,11,15,94.59725313267103
685,"('sozial', 'sich')",124,7,15,94.5053664538152
690,"('differenz', 'nationalrat')",124,7,15,94.5053664538152
495,"('bundesrat', 'verwalt')",150,8,15,94.29129891335612
498,"('rund', 'tisch')",150,8,15,94.29129891335612
500,"('international', 'recht')",150,8,15,94.29129891335612
242,"('erinn', 'daran')",232,10,15,94.06790508109414
1729,"('herr', 'caroni')",71,4,15,93.84466463874469
40,"('initiativ', 'folg')",655,13,15,93.73105258464098
160,"('bereit', 'erwahnt')",302,11,15,93.6667883477595
501,"('gesagt', 'bundesrat')",149,8,15,93.66269025393375
502,"('schon', 'frag')",149,8,15,93.66269025393375
503,"('global', 'forum')",149,8,15,93.66269025393375
2404,"('branchenorganisation', 'milch')",58,3,15,93.34739892117781
88,"('letzt', 'woch')",417,12,15,93.05086089802548
506,"('anerkannt', 'fluchtling')",148,8,15,93.03408159451136
708,"('sag', 'bundesrat')",122,7,15,92.9810863497214
361,"('gemass', 'antrag')",182,9,15,92.97026352541032
363,"('ganz', 'genau')",182,9,15,92.97026352541032
365,"('anlieg', 'motion')",181,9,15,92.45943790164432
249,"('neu', 'artikel')",228,10,15,92.44604464866148
162,"('kolleginn', 'kolleg')",298,11,15,92.42616863454415
514,"('geschatzt', 'frau')",147,8,15,92.405472935089
44,"('funf', 'jahr')",645,13,15,92.30004414823424
719,"('zweit', 'frag')",121,7,15,92.2189462976745
723,"('muss', 'schon')",121,7,15,92.2189462976745
724,"('beantragt', 'motion')",121,7,15,92.2189462976745
515,"('diskutiert', 'wurd')",146,8,15,91.77686427566661
518,"('kanton', 'graubund')",146,8,15,91.77686427566661
976,"('swiss', 'finish')",100,6,15,91.62907318741551
988,"('gern', 'bereit')",100,6,15,91.62907318741551
733,"('to', 'fail')",120,7,15,91.4568062456276
255,"('europa', 'gerichtshof')",225,10,15,91.22964932433699
1809,"('kolleg', 'stockli')",69,4,15,91.20115295878004
165,"('gibt', 'ja')",294,11,15,91.1855489213288
1331,"('kommission', 'sozial')",83,5,15,91.18481995945311
1357,"('frau', 'standeratin')",83,5,15,91.18481995945311
522,"('negativ', 'auswirk')",145,8,15,91.14825561624424
525,"('kommission', 'wirtschaft')",145,8,15,91.14825561624424
373,"('fassung', 'bundesrat')",178,9,15,90.92696103034635
256,"('offent', 'interess')",224,10,15,90.82418421622882
257,"('antwort', 'bundesrat')",224,10,15,90.82418421622882
258,"('beantragt', 'bundesrat')",224,10,15,90.82418421622882
994,"('aufmerksam', 'gemacht')",99,6,15,90.71278245554136
736,"('gross', 'probl')",119,7,15,90.69466619358072
743,"('zusamm', 'kanton')",119,7,15,90.69466619358072
744,"('frank', 'prozent')",119,7,15,90.69466619358072
529,"('stadt', 'gemeind')",144,8,15,90.51964695682187
530,"('motion', 'ablehn')",144,8,15,90.51964695682187
531,"('wirtschaft', 'abgab')",144,8,15,90.51964695682187
379,"('geht', 'geht')",177,9,15,90.41613540658035
264,"('ausserhalb', 'bauzon')",222,10,15,90.0132540000125
746,"('glaub', 'wichtig')",118,7,15,89.93252614153381
754,"('bern', 'konvention')",118,7,15,89.93252614153381
382,"('jahr', 'million')",176,9,15,89.90530978281437
533,"('gibt', 'moglich')",143,8,15,89.89103829739949
534,"('gut', 'grund')",143,8,15,89.89103829739949
536,"('neu', 'aufgab')",143,8,15,89.89103829739949
539,"('bundesrat', 'schreibt')",143,8,15,89.89103829739949
170,"('handlungsbedarf', 'besteht')",289,11,15,89.6347742798096
173,"('lang', 'zeit')",289,11,15,89.6347742798096
265,"('mann', 'frau')",221,10,15,89.60778889190433
266,"('ganz', 'schweiz')",221,10,15,89.60778889190433
384,"('viel', 'mensch')",175,9,15,89.39448415904837
543,"('aussenpolit', 'kommission')",142,8,15,89.26242963797712
548,"('kundinn', 'kund')",142,8,15,89.26242963797712
549,"('bundesrat', 'frag')",142,8,15,89.26242963797712
267,"('schon', 'sag')",220,10,15,89.20232378379616
757,"('richtung', 'geh')",117,7,15,89.17038608948691
758,"('too', 'big')",117,7,15,89.17038608948691
759,"('big', 'to')",117,7,15,89.17038608948691
96,"('indirekt', 'gegenvorschlag')",399,12,15,89.03427697436969
271,"('kommission', 'antrag')",219,10,15,88.796858675688
552,"('bundesrat', 'schon')",141,8,15,88.63382097855475
1903,"('herr', 'mind')",67,4,15,88.55764127881541
766,"('diskussion', 'gefuhrt')",116,7,15,88.40824603744002
390,"('heut', 'mehr')",173,9,15,88.3728329115164
393,"('antrag', 'gestellt')",173,9,15,88.3728329115164
394,"('schon', 'seit')",173,9,15,88.3728329115164
395,"('wichtig', 'anlieg')",173,9,15,88.3728329115164
178,"('frank', 'mehr')",284,11,15,88.08399963829041
561,"('angenomm', 'word')",140,8,15,88.00521231913237
565,"('pro', 'monat')",140,8,15,88.00521231913237
570,"('ab', 'jahr')",140,8,15,88.00521231913237
572,"('gemischt', 'ausschuss')",140,8,15,88.00521231913237
97,"('stellt', 'frag')",394,12,15,87.91855921779865
1441,"('la', 'suiss')",80,5,15,87.88898309344879
397,"('erinner', 'ruf')",172,9,15,87.8620072877504
574,"('kanton', 'stadt')",139,8,15,87.37660365971
577,"('gibt', 'ganz')",139,8,15,87.37660365971
401,"('interess', 'schweiz')",171,9,15,87.35118166398442
182,"('bilateral', 'vertrag')",281,11,15,87.15353485337889
405,"('kommission', 'vorlag')",170,9,15,86.84035604021842
580,"('frank', 'wenig')",138,8,15,86.74799500028763
100,"('dafur', 'sorg')",386,12,15,86.13341080728497
1102,"('dah', 'bitt')",94,6,15,86.13132879617058
1104,"('gentechn', 'verandert')",94,6,15,86.13132879617058
1106,"('direkt', 'gegenentwurf')",94,6,15,86.13132879617058
798,"('gibt', 'mehr')",113,7,15,86.12182588129933
582,"('bundesrat', 'unterstutz')",137,8,15,86.11938634086525
583,"('lieb', 'kolleg')",137,8,15,86.11938634086525
584,"('muss', 'ja')",137,8,15,86.11938634086525
285,"('funfzehn', 'jahr')",212,10,15,85.95860291893085
1980,"('muss', 'schau')",65,4,15,85.91412959885076
187,"('flankier', 'massnahm')",277,11,15,85.91291514016353
413,"('mind', 'iii')",168,9,15,85.81870479268645
191,"('ja', 'imm')",276,11,15,85.60276021185969
287,"('ja', 'eigent')",211,10,15,85.55313781082269
