,Phrase,Counts,Freq,N,tf_idf
2,"('milliard', 'frank')",3204,12,15,714.9519384107281
1,"('artikel', 'absatz')",4563,13,15,652.969149532392
56,"('herr', 'standerat')",557,5,15,611.9270447881371
53,"('herr', 'nationalrat')",575,6,15,526.8671708276391
0,"('million', 'frank')",7024,14,15,484.6059293243468
11,"('herr', 'bundesrat')",1163,10,15,471.55592072979516
7,"('letzt', 'jahr')",1882,12,15,419.9561635733428
26,"('fdpliberal', 'fraktion')",808,9,15,412.7471040029205
49,"('motion', 'abzulehn')",602,8,15,378.4224129722692
21,"('nach', 'jahr')",869,10,15,352.3491789459948
12,"('herr', 'kolleg')",1127,11,15,349.54460419842707
58,"('vorlauf', 'aufgenomm')",539,8,15,338.8200674286596
42,"('imm', 'mehr')",652,9,15,333.0583066954259
46,"('heut', 'schon')",631,9,15,322.33096859634014
5,"('mehrheit', 'kommission')",2217,13,15,317.2545703513726
32,"('gesetz', 'grundlag')",714,10,15,289.50208718922937
72,"('geht', 'frag')",460,8,15,289.15998333429206
19,"('entwurf', 'bundesrat')",911,11,15,282.55113968479776
9,"('z', 'b')",1261,12,15,281.3840182072185
974,"('nam', 'spfraktion')",100,1,15,270.805020110221
604,"('nam', 'svpfraktion')",133,2,15,267.9821017321212
121,"('grun', 'fraktion')",345,7,15,262.9383179561794
23,"('geltend', 'recht')",835,11,15,258.9793651337059
45,"('drei', 'jahr')",632,10,15,256.2539483243599
184,"('nationalrat', 'folg')",279,6,15,255.64511419288928
95,"('automat', 'informationsaustausch')",401,8,15,252.07207242837202
8,"('geht', 'darum')",1661,13,15,237.69050128715824
69,"('kommission', 'folg')",464,9,15,237.0230894274197
52,"('servic', 'public')",580,10,15,235.16976270273534
29,"('darauf', 'hingewies')",739,11,15,229.20449201653736
113,"('aeschi', 'thomas')",361,8,15,226.92772605147704
16,"('pro', 'jahr')",997,12,15,222.47412066026715
115,"('zweit', 'saul')",353,8,15,221.89885677609806
116,"('erneuerbar', 'energi')",352,8,15,221.27024811667567
119,"('einfach', 'sag')",348,8,15,218.7558134789862
36,"('bereit', 'heut')",701,11,15,217.41860474099144
1448,"('spfraktion', 'unterstutzt')",80,1,15,216.6440160881768
324,"('grunliberal', 'fraktion')",197,5,15,216.42662086761763
87,"('frau', 'kollegin')",417,9,15,213.01428511041814
128,"('mocht', 'bitt')",337,8,15,211.84111822534007
90,"('darauf', 'hinweis')",408,9,15,208.41685449652422
91,"('direkt', 'bundessteu')",403,9,15,205.86272637769426
94,"('eidgenoss', 'finanzkontroll')",402,9,15,205.35190075392828
39,"('gemass', 'artikel')",660,11,15,204.70225268053403
199,"('zinsbereinigt', 'gewinnsteu')",268,7,15,204.25353394856833
141,"('de', 'la')",323,8,15,203.04059699342685
200,"('frau', 'nationalratin')",266,7,15,202.72925384447453
43,"('kommission', 'stimm')",645,11,15,200.04992875597645
65,"('rund', 'prozent')",489,10,15,198.2724378648924
20,"('mind', 'i')",887,12,15,197.92833001570406
101,"('wurd', 'gesagt')",383,9,15,195.64621390237446
67,"('losung', 'find')",480,10,15,194.6232518919189
47,"('offent', 'verkehr')",620,11,15,192.29605554838045
156,"('bundesrat', 'vorgeschlag')",304,8,15,191.09703246440174
157,"('daran', 'erinn')",304,8,15,191.09703246440174
108,"('schon', 'gesagt')",370,9,15,189.00548079341658
68,"('sinn', 'bitt')",465,10,15,188.54127527029644
73,"('heut', 'morg')",458,10,15,185.7030195135393
112,"('etwa', 'prozent')",363,9,15,185.42970142705462
50,"('seit', 'jahr')",591,11,15,183.30156262756913
3,"('parlamentar', 'initiativ')",2655,14,15,183.17607379785602
166,"('bundesrat', 'meinung')",291,8,15,182.92511989191087
25,"('frank', 'pro')",816,12,15,182.08513787239517
176,"('gleich', 'lang')",285,8,15,179.15346793537663
78,"('zwanzig', 'jahr')",441,10,15,178.81011267570048
240,"('gibt', 'viel')",234,7,15,178.34077217897382
80,"('deshalb', 'bitt')",436,10,15,176.78278713515968
81,"('international', 'zusammenarbeit')",436,10,15,176.78278713515968
608,"('frau', 'fetz')",133,4,15,175.7935267176485
54,"('bundesrat', 'beantragt')",566,11,15,175.54768941997312
188,"('lang', 'spiess')",277,8,15,174.12459865999762
27,"('vorlag', 'einzutret')",777,12,15,173.38253937114098
10,"('frau', 'bundesratin')",1203,13,15,172.15031489972992
194,"('grund', 'dafur')",273,8,15,171.61016402230814
86,"('offent', 'hand')",422,10,15,171.10627562164538
57,"('kommission', 'rechtsfrag')",549,11,15,170.27505563880786
4,"('antrag', 'mind')",2452,14,15,169.17052088600488
89,"('antrag', 'kommissionsmehr')",415,10,15,168.26801986488823
59,"('motion', 'anzunehm')",538,11,15,166.86335142746563
138,"('volkerrecht', 'vertrag')",326,9,15,166.52915334771296
143,"('mocht', 'einfach')",321,9,15,163.97502522888303
144,"('davon', 'ausgeh')",321,9,15,163.97502522888303
92,"('antrag', 'kommission')",403,10,15,163.40243856759025
93,"('erst', 'lini')",403,10,15,163.40243856759025
30,"('rund', 'million')",732,12,15,163.34107956200154
284,"('darauf', 'aufmerksam')",212,7,15,161.5736910339421
13,"('bund', 'kanton')",1122,13,15,160.55914656483537
61,"('bundesrat', 'folg')",515,11,15,159.72978807647732
33,"('uns', 'sicht')",714,12,15,159.32449563834578
293,"('vorlauf', 'aufnahm')",209,7,15,159.2872708778014
391,"('nam', 'cvpfraktion')",173,6,15,158.51829661422883
34,"('vier', 'jahr')",703,12,15,156.86991657388947
35,"('mind', 'ii')",703,12,15,156.86991657388947
152,"('vorhin', 'gesagt')",305,9,15,155.80181524862718
308,"('ja', 'sag')",201,7,15,153.19015046142624
64,"('bitt', 'mehrheit')",493,11,15,152.90637965379284
14,"('zehn', 'jahr')",1063,13,15,152.11619679003564
103,"('rund', 'milliard')",375,10,15,152.04941554056165
104,"('st', 'gall')",374,10,15,151.6439504324535
229,"('stimm', 'abgelehnt')",241,8,15,151.49468692079216
316,"('richtig', 'gesagt')",198,7,15,150.90373030528556
66,"('annahm', 'motion')",485,11,15,150.42514022736214
15,"('folg', 'geb')",1051,13,15,150.39898666634758
230,"('sicht', 'bundesrat')",239,8,15,150.2374696019474
325,"('rentnerinn', 'rentn')",197,7,15,150.14159025323866
233,"('sicherheitspolit', 'kommission')",238,8,15,149.60886094252504
235,"('eidgenoss', 'steuerverwalt')",238,8,15,149.60886094252504
38,"('burgerinn', 'burg')",668,12,15,149.05989227789212
6,"('stimm', 'enthalt')",2153,14,15,148.5416523114064
174,"('erst', 'mal')",286,9,15,146.09612839707336
41,"('geh', 'davon')",654,12,15,145.9358825594932
180,"('jahr', 'jahr')",282,9,15,144.05282590200937
71,"('europa', 'union')",463,11,15,143.60173180467766
114,"('sag', 'ja')",354,10,15,143.5346482702902
117,"('stellungnahm', 'bundesrat')",352,10,15,142.72371805407386
347,"('kanton', 'tessin')",187,7,15,142.5201897327697
470,"('offent', 'beschaffungswes')",155,6,15,142.02506344049405
348,"('mind', 'aeschi')",186,7,15,141.7580496807228
634,"('nam', 'bundesrat')",129,5,15,141.72098523818616
186,"('bundesrat', 'motion')",277,9,15,141.49869778317944
189,"('geschatzt', 'kolleg')",276,9,15,140.98787215941343
120,"('ja', 'schon')",347,10,15,140.69639251353306
192,"('kenntnis', 'nehm')",275,9,15,140.47704653564745
356,"('standesinitiativ', 'folg')",184,7,15,140.233769576629
478,"('cvpfraktion', 'unterstutzt')",153,6,15,140.19248197674574
481,"('conseil', 'fédéral')",153,6,15,140.19248197674574
122,"('geht', 'ja')",345,10,15,139.8854622973167
74,"('unternehmenssteuerreform', 'iii')",450,11,15,139.56971773672774
75,"('beid', 'rat')",449,11,15,139.2595628084239
124,"('standerat', 'folg')",342,10,15,138.66906697299223
125,"('ganz', 'einfach')",342,10,15,138.66906697299223
76,"('frag', 'stell')",447,11,15,138.63925295181625
77,"('macht', 'sinn')",446,11,15,138.3290980235124
270,"('kommission', 'einstimm')",219,8,15,137.66529641349993
272,"('ziel', 'erreich')",219,8,15,137.66529641349993
48,"('artikel', 'bundesverfass')",613,12,15,136.7869969556106
275,"('beitrag', 'leist')",217,8,15,136.40807909465516
276,"('entsprech', 'antrag')",217,8,15,136.40807909465516
278,"('mocht', 'bundesrat')",216,8,15,135.7794704352328
204,"('bundesrat', 'maur')",265,9,15,135.36879029798754
280,"('leutenegg', 'oberholz')",215,8,15,135.15086177581043
376,"('mocht', 'kurz')",177,7,15,134.89878921230073
17,"('mehrheit', 'folg')",942,13,15,134.80099470951419
83,"('uns', 'kommission')",434,11,15,134.60723888386633
84,"('bitt', 'motion')",433,11,15,134.29708395556247
132,"('ablehn', 'motion')",330,10,15,133.80348567569425
133,"('beschluss', 'nationalrat')",330,10,15,133.80348567569425
18,"('ganz', 'klar')",931,13,15,133.2268854294668
523,"('herrn', 'bundesrat')",145,6,15,132.8621561217525
3123,"('nam', 'grunliberal')",49,1,15,132.6944598540083
389,"('heut', 'geltend')",174,7,15,132.61236905616002
137,"('bundesrat', 'parlament')",327,10,15,132.58709035136977
208,"('bundesrat', 'ja')",259,9,15,132.3038365553916
399,"('diskussion', 'fuhr')",172,7,15,131.08808895206624
400,"('komm', 'schluss')",172,7,15,131.08808895206624
535,"('strateg', 'ziel')",143,6,15,131.02957465800418
139,"('vorlag', 'bundesrat')",323,10,15,130.9652299189371
1414,"('nam', 'fdpliberal')",81,3,15,130.36447090716212
51,"('bitt', 'deshalb')",583,12,15,130.0926904161843
145,"('direkt', 'demokrati')",320,10,15,129.74883459461262
300,"('frau', 'bundesprasidentin')",206,8,15,129.49338384100906
146,"('grund', 'weshalb')",318,10,15,128.93790437839627
407,"('dreissig', 'jahr')",169,7,15,128.80166879592554
408,"('bundesrat', 'beauftrag')",169,7,15,128.80166879592554
410,"('antrag', 'wurd')",169,7,15,128.80166879592554
411,"('sag', 'sei')",169,7,15,128.80166879592554
148,"('schluss', 'gekomm')",315,10,15,127.72150905407179
306,"('gar', 'mehr')",202,8,15,126.97894920331957
312,"('international', 'standard')",200,8,15,125.72173188447482
314,"('seit', 'fahn')",199,8,15,125.09312322505245
593,"('mocht', 'nochmal')",136,6,15,124.6155395348851
315,"('prozent', 'prozent')",198,8,15,124.46451456563007
317,"('vorschlag', 'bundesrat')",198,8,15,124.46451456563007
433,"('enthalt', 'abgelehnt')",163,7,15,124.22882848364416
155,"('vorberat', 'kommission')",305,10,15,123.66685797299014
224,"('interess', 'daran')",242,9,15,123.61980095136975
227,"('motion', 'verlangt')",241,9,15,123.10897532760376
228,"('status', 'quo')",241,9,15,123.10897532760376
158,"('schweizerinn', 'schweiz')",303,10,15,122.85592775677381
443,"('dank', 'bundesrat')",161,7,15,122.70454837955037
231,"('vorlag', 'eintret')",239,9,15,122.08732408007178
329,"('je', 'nachd')",194,8,15,121.95007992794058
330,"('deshalb', 'bundesrat')",193,8,15,121.3214712685182
455,"('schutz', 'privatsphar')",159,7,15,121.18026827545658
236,"('jurist', 'person')",237,9,15,121.0656728325398
98,"('mind', 'folg')",388,11,15,120.34011218188971
99,"('schon', 'heut')",387,11,15,120.02995725358586
3686,"('grunliberal', 'unterstutz')",44,1,15,119.15420884849725
629,"('le', 'conseil')",130,6,15,119.11779514364017
60,"('bitt', 'antrag')",533,12,15,118.9355128504738
338,"('jahr', 'lang')",189,8,15,118.8070366308287
631,"('herrn', 'standerat')",129,6,15,118.20150441176601
342,"('patientinn', 'patient')",188,8,15,118.17842797140634
343,"('gut', 'daran')",188,8,15,118.17842797140634
243,"('gebund', 'ausgab')",231,9,15,118.00071908994386
244,"('wurd', 'schon')",231,9,15,118.00071908994386
167,"('kommission', 'wurd')",291,10,15,117.99034645947583
168,"('buchstab', 'b')",291,10,15,117.99034645947583
169,"('bildung', 'forschung')",291,10,15,117.99034645947583
474,"('bundesrat', 'bleib')",154,7,15,117.3695680152221
475,"('geschatzt', 'kollegin')",154,7,15,117.3695680152221
642,"('bundesrat', 'antwort')",128,6,15,117.28521367989185
172,"('administrativ', 'aufwand')",289,10,15,117.17941624325951
102,"('antrag', 'bundesrat')",377,11,15,116.92840797054747
3806,"('svpfraktion', 'unterstutzt')",43,1,15,116.44615864739504
351,"('international', 'vergleich')",185,8,15,116.2926019931392
352,"('gesagt', 'word')",185,8,15,116.2926019931392
353,"('mehrheit', 'finanzkommission')",185,8,15,116.2926019931392
251,"('dank', 'frag')",227,9,15,115.95741659487989
253,"('verfug', 'steh')",227,9,15,115.95741659487989
175,"('bericht', 'bundesrat')",285,10,15,115.55755581082686
655,"('nationalrat', 'beschloss')",126,6,15,115.45263221614354
358,"('kommission', 'bundesrat')",183,8,15,115.03538467429446
359,"('umsetz', 'masseneinwanderungsinitiativ')",183,8,15,115.03538467429446
682,"('kien', 'nell')",125,6,15,114.53634148426939
260,"('natur', 'person')",223,9,15,113.91411409981593
261,"('gesagt', 'sei')",223,9,15,113.91411409981593
183,"('rechnung', 'trag')",280,10,15,113.53023027028603
263,"('klar', 'meinung')",222,9,15,113.40328847604994
185,"('gesagt', 'wurd')",279,10,15,113.12476516217787
109,"('kenntnis', 'genomm')",364,11,15,112.89639390259757
110,"('vergang', 'jahr')",364,11,15,112.89639390259757
1294,"('kolleg', 'caroni')",85,4,15,112.34924639849716
716,"('jugend', 'sport')",122,6,15,111.78746928864692
274,"('ja', 'nein')",218,9,15,111.35998598098598
516,"('bundesamt', 'verkehr')",146,7,15,111.27244759884692
377,"('gemacht', 'wurd')",177,8,15,111.26373271776022
378,"('enthalt', 'angenomm')",177,8,15,111.26373271776022
380,"('zweit', 'punkt')",177,8,15,111.26373271776022
193,"('kanton', 'bern')",274,10,15,111.09743962163704
1314,"('dan', 'le')",84,4,15,111.02749055851484
381,"('gross', 'herausforder')",176,8,15,110.63512405833784
63,"('bitt', 'mind')",495,12,15,110.45605790053384
277,"('beim', 'eintret')",216,9,15,110.33833473345399
195,"('bundesrat', 'standerat')",272,10,15,110.28650940542072
383,"('jahr', 'spat')",175,8,15,110.00651539891547
196,"('bitt', 'minderheitsantrag')",271,10,15,109.88104429731254
532,"('geht', 'einfach')",144,7,15,109.74816749475313
28,"('antrag', 'mehrheit')",764,13,15,109.32904454147436
282,"('jahr', 'prozent')",213,9,15,108.80585786215602
392,"('bundesrat', 'sagt')",173,8,15,108.74929808007072
283,"('amtlich', 'bulletin')",212,9,15,108.29503223839004
755,"('genet', 'untersuch')",118,6,15,108.12230636115031
201,"('mehr', 'geld')",266,10,15,107.85371875677173
203,"('betroff', 'person')",266,10,15,107.85371875677173
286,"('geschatzt', 'herr')",211,9,15,107.78420661462404
557,"('recht', 'gesagt')",141,7,15,107.46174733861244
762,"('regional', 'personenverkehr')",117,6,15,107.20601562927615
764,"('kolleg', 'fohn')",117,6,15,107.20601562927615
403,"('moglich', 'geb')",170,8,15,106.8634721018036
289,"('erst', 'schritt')",209,9,15,106.76255536709206
290,"('hauslich', 'gewalt')",209,9,15,106.76255536709206
566,"('antwort', 'frag')",140,7,15,106.69960728656554
568,"('aug', 'behalt')",140,7,15,106.69960728656554
573,"('à', 'la')",140,7,15,106.69960728656554
1031,"('kanton', 'luz')",97,5,15,106.56539200080665
1034,"('erleichtert', 'einburger')",97,5,15,106.56539200080665
123,"('konsumentinn', 'konsument')",343,11,15,106.38314040821693
770,"('neu', 'fuhrungsmodell')",116,6,15,106.289724897402
773,"('kolleg', 'ried')",116,6,15,106.289724897402
295,"('frank', 'jahr')",208,9,15,106.25172974332607
406,"('kraft', 'tret')",169,8,15,106.23486344238123
409,"('international', 'organisation')",169,8,15,106.23486344238123
206,"('beantragt', 'kommission')",261,10,15,105.8263932162309
296,"('herr', 'bundesprasident')",207,9,15,105.74090411956008
412,"('prozent', 'mehr')",168,8,15,105.60625478295884
414,"('beim', 'bundesamt')",168,8,15,105.60625478295884
415,"('frag', 'herr')",168,8,15,105.60625478295884
416,"('weiterentwickl', 'arme')",168,8,15,105.60625478295884
299,"('auftrag', 'gegeb')",206,9,15,105.23007849579409
126,"('beantragt', 'stimm')",339,11,15,105.14252069500158
418,"('paar', 'jahr')",167,8,15,104.97764612353647
421,"('eidgenoss', 'zollverwalt')",167,8,15,104.97764612353647
301,"('kanton', 'bund')",205,9,15,104.7192528720281
210,"('unterstutz', 'mind')",258,10,15,104.60999789190642
1066,"('kolleg', 'cram')",95,5,15,104.36816742347042
31,"('zwei', 'jahr')",726,13,15,103.89121248312877
425,"('fond', 'de')",165,8,15,103.72042880469172
305,"('viel', 'dank')",203,9,15,103.69760162449612
70,"('bitt', 'nam')",463,12,15,103.31546425847912
130,"('best', 'dank')",333,11,15,103.28159112517854
1098,"('kolleg', 'engl')",94,5,15,103.26955513480232
307,"('wiss', 'ja')",202,9,15,103.18677600073012
427,"('nein', 'sag')",164,8,15,103.09182014526935
430,"('beruf', 'vorsorg')",164,8,15,103.09182014526935
431,"('de', 'roulement')",164,8,15,103.09182014526935
213,"('etwa', 'million')",254,10,15,102.98813745947375
131,"('mehr', 'wenig')",332,11,15,102.97143619687469
594,"('gibt', 'kanton')",135,7,15,102.88890702633105
432,"('bundesrat', 'schlagt')",163,8,15,102.46321148584698
135,"('worum', 'geht')",328,11,15,101.73081648365934
136,"('gross', 'teil')",327,11,15,101.4206615553555
601,"('sag', 'muss')",133,7,15,101.36462692223726
606,"('entscheid', 'fall')",133,7,15,101.36462692223726
607,"('gut', 'gemeint')",133,7,15,101.36462692223726
444,"('mehrheit', 'mind')",161,8,15,101.20599416700223
319,"('mocht', 'darauf')",198,9,15,101.14347350566617
835,"('kommission', 'unterstutz')",110,6,15,100.79198050615706
841,"('kanton', 'thurgau')",110,6,15,100.79198050615706
320,"('umso', 'mehr')",197,9,15,100.63264788190017
322,"('artikel', 'stgb')",197,9,15,100.63264788190017
323,"('wurd', 'stimm')",197,9,15,100.63264788190017
610,"('richtig', 'verstand')",132,7,15,100.60248687019036
449,"('gibt', 'zwei')",160,8,15,100.57738550757986
4851,"('bdpfraktion', 'unterstutzt')",37,1,15,100.19785744078177
450,"('fakultativ', 'referendum')",159,8,15,99.94877684815748
452,"('aussicht', 'gestellt')",159,8,15,99.94877684815748
844,"('sach', 'kanton')",109,6,15,99.8756897742829
853,"('kolleg', 'mind')",109,6,15,99.8756897742829
328,"('ganz', 'sich')",195,9,15,99.61099663436819
219,"('stellung', 'nehm')",245,10,15,99.33895148650028
456,"('jung', 'mensch')",158,8,15,99.32016818873511
457,"('mehr', 'prozent')",158,8,15,99.32016818873511
458,"('staatssekretariat', 'migration')",158,8,15,99.32016818873511
461,"('geht', 'dabei')",158,8,15,99.32016818873511
37,"('kommission', 'beantragt')",694,13,15,99.31198548662724
1592,"('polit', 'bildung')",75,4,15,99.13168799867397
623,"('verlangt', 'bundesrat')",130,7,15,99.07820676609657
866,"('postulat', 'abzulehn')",108,6,15,98.95939904240875
867,"('bundesratin', 'leuthard')",108,6,15,98.95939904240875
1181,"('fluchtling', 'vorlauf')",90,5,15,98.87510598012987
463,"('darum', 'bitt')",157,8,15,98.69155952931273
222,"('bundesrat', 'entwurf')",243,10,15,98.52802127028394
630,"('frag', 'herrn')",129,7,15,98.31606671404968
632,"('ehrlich', 'gesagt')",129,7,15,98.31606671404968
636,"('deshalb', 'motion')",129,7,15,98.31606671404968
638,"('schweizer', 'nationalbank')",129,7,15,98.31606671404968
2205,"('wak', 'rat')",61,3,15,98.17571265848012
466,"('eigent', 'schon')",156,8,15,98.06295086989036
79,"('zwei', 'drei')",439,12,15,97.96001902693808
332,"('muss', 'einfach')",191,9,15,97.56769413930422
639,"('sicht', 'kommission')",128,7,15,97.55392666200278
640,"('motion', 'nationalrat')",128,7,15,97.55392666200278
469,"('kauf', 'nehm')",155,8,15,97.43434221046799
335,"('schlicht', 'einfach')",190,9,15,97.05686851553824
232,"('gemass', 'bundesrat')",239,10,15,96.90616083785129
82,"('art', 'weis')",434,12,15,96.84430127036704
476,"('zwei', 'punkt')",154,8,15,96.8057335510456
477,"('umfang', 'million')",154,8,15,96.8057335510456
653,"('kurzung', 'million')",127,7,15,96.79178660995588
337,"('moglich', 'war')",189,9,15,96.54604289177225
234,"('losung', 'gefund')",238,10,15,96.50069572974313
1658,"('kolleg', 'jositsch')",73,4,15,96.48817631870932
85,"('wurd', 'kommission')",432,12,15,96.39801416773862
480,"('war', 'ja')",153,8,15,96.17712489162324
237,"('richtig', 'richtung')",237,10,15,96.09523062163495
344,"('hoh', 'berufsbild')",188,9,15,96.03521726800625
656,"('kommissionssprech', 'gesagt')",126,7,15,96.02964655790899
658,"('unternehmenssteuerreform', 'ii')",126,7,15,96.02964655790899
669,"('bundesrat', 'nationalrat')",126,7,15,96.02964655790899
670,"('frank', 'erhoh')",126,7,15,96.02964655790899
150,"('ganz', 'wichtig')",309,11,15,95.8378728458864
239,"('frau', 'mann')",236,10,15,95.6897655135268
1245,"('sich', 'gesund')",87,5,15,95.57926911412555
484,"('standerat', 'kommission')",152,8,15,95.54851623220087
928,"('kolleg', 'nos')",104,6,15,95.29423611491214
678,"('geht', 'eben')",125,7,15,95.26750650586209
684,"('mocht', 'schon')",125,7,15,95.26750650586209
488,"('etwa', 'milliard')",151,8,15,94.91990757277848
490,"('kanton', 'genf')",151,8,15,94.91990757277848
494,"('antrag', 'einigungskonferenz')",151,8,15,94.91990757277848
151,"('bitt', 'vorlag')",306,11,15,94.90740806097487
241,"('hoh', 'kost')",234,10,15,94.87883529731046
153,"('kanton', 'zurich')",305,11,15,94.59725313267103
154,"('neu', 'gesetz')",305,11,15,94.59725313267103
685,"('sozial', 'sich')",124,7,15,94.5053664538152
690,"('differenz', 'nationalrat')",124,7,15,94.5053664538152
495,"('bundesrat', 'verwalt')",150,8,15,94.29129891335612
498,"('rund', 'tisch')",150,8,15,94.29129891335612
500,"('international', 'recht')",150,8,15,94.29129891335612
242,"('erinn', 'daran')",232,10,15,94.06790508109414
1729,"('herr', 'caroni')",71,4,15,93.84466463874469
40,"('initiativ', 'folg')",655,13,15,93.73105258464098
160,"('bereit', 'erwahnt')",302,11,15,93.6667883477595
501,"('gesagt', 'bundesrat')",149,8,15,93.66269025393375
502,"('schon', 'frag')",149,8,15,93.66269025393375
503,"('global', 'forum')",149,8,15,93.66269025393375
2404,"('branchenorganisation', 'milch')",58,3,15,93.34739892117781
88,"('letzt', 'woch')",417,12,15,93.05086089802548
506,"('anerkannt', 'fluchtling')",148,8,15,93.03408159451136
708,"('sag', 'bundesrat')",122,7,15,92.9810863497214
361,"('gemass', 'antrag')",182,9,15,92.97026352541032
363,"('ganz', 'genau')",182,9,15,92.97026352541032
365,"('anlieg', 'motion')",181,9,15,92.45943790164432
249,"('neu', 'artikel')",228,10,15,92.44604464866148
162,"('kolleginn', 'kolleg')",298,11,15,92.42616863454415
514,"('geschatzt', 'frau')",147,8,15,92.405472935089
44,"('funf', 'jahr')",645,13,15,92.30004414823424
719,"('zweit', 'frag')",121,7,15,92.2189462976745
723,"('muss', 'schon')",121,7,15,92.2189462976745
724,"('beantragt', 'motion')",121,7,15,92.2189462976745
515,"('diskutiert', 'wurd')",146,8,15,91.77686427566661
518,"('kanton', 'graubund')",146,8,15,91.77686427566661
976,"('swiss', 'finish')",100,6,15,91.62907318741551
988,"('gern', 'bereit')",100,6,15,91.62907318741551
733,"('to', 'fail')",120,7,15,91.4568062456276
255,"('europa', 'gerichtshof')",225,10,15,91.22964932433699
1809,"('kolleg', 'stockli')",69,4,15,91.20115295878004
165,"('gibt', 'ja')",294,11,15,91.1855489213288
1331,"('kommission', 'sozial')",83,5,15,91.18481995945311
1357,"('frau', 'standeratin')",83,5,15,91.18481995945311
522,"('negativ', 'auswirk')",145,8,15,91.14825561624424
525,"('kommission', 'wirtschaft')",145,8,15,91.14825561624424
373,"('fassung', 'bundesrat')",178,9,15,90.92696103034635
256,"('offent', 'interess')",224,10,15,90.82418421622882
257,"('antwort', 'bundesrat')",224,10,15,90.82418421622882
258,"('beantragt', 'bundesrat')",224,10,15,90.82418421622882
994,"('aufmerksam', 'gemacht')",99,6,15,90.71278245554136
736,"('gross', 'probl')",119,7,15,90.69466619358072
743,"('zusamm', 'kanton')",119,7,15,90.69466619358072
744,"('frank', 'prozent')",119,7,15,90.69466619358072
529,"('stadt', 'gemeind')",144,8,15,90.51964695682187
530,"('motion', 'ablehn')",144,8,15,90.51964695682187
531,"('wirtschaft', 'abgab')",144,8,15,90.51964695682187
379,"('geht', 'geht')",177,9,15,90.41613540658035
264,"('ausserhalb', 'bauzon')",222,10,15,90.0132540000125
746,"('glaub', 'wichtig')",118,7,15,89.93252614153381
754,"('bern', 'konvention')",118,7,15,89.93252614153381
382,"('jahr', 'million')",176,9,15,89.90530978281437
533,"('gibt', 'moglich')",143,8,15,89.89103829739949
534,"('gut', 'grund')",143,8,15,89.89103829739949
536,"('neu', 'aufgab')",143,8,15,89.89103829739949
539,"('bundesrat', 'schreibt')",143,8,15,89.89103829739949
170,"('handlungsbedarf', 'besteht')",289,11,15,89.6347742798096
173,"('lang', 'zeit')",289,11,15,89.6347742798096
265,"('mann', 'frau')",221,10,15,89.60778889190433
266,"('ganz', 'schweiz')",221,10,15,89.60778889190433
384,"('viel', 'mensch')",175,9,15,89.39448415904837
543,"('aussenpolit', 'kommission')",142,8,15,89.26242963797712
548,"('kundinn', 'kund')",142,8,15,89.26242963797712
549,"('bundesrat', 'frag')",142,8,15,89.26242963797712
267,"('schon', 'sag')",220,10,15,89.20232378379616
757,"('richtung', 'geh')",117,7,15,89.17038608948691
758,"('too', 'big')",117,7,15,89.17038608948691
759,"('big', 'to')",117,7,15,89.17038608948691
96,"('indirekt', 'gegenvorschlag')",399,12,15,89.03427697436969
271,"('kommission', 'antrag')",219,10,15,88.796858675688
552,"('bundesrat', 'schon')",141,8,15,88.63382097855475
1903,"('herr', 'mind')",67,4,15,88.55764127881541
766,"('diskussion', 'gefuhrt')",116,7,15,88.40824603744002
390,"('heut', 'mehr')",173,9,15,88.3728329115164
393,"('antrag', 'gestellt')",173,9,15,88.3728329115164
394,"('schon', 'seit')",173,9,15,88.3728329115164
395,"('wichtig', 'anlieg')",173,9,15,88.3728329115164
178,"('frank', 'mehr')",284,11,15,88.08399963829041
561,"('angenomm', 'word')",140,8,15,88.00521231913237
565,"('pro', 'monat')",140,8,15,88.00521231913237
570,"('ab', 'jahr')",140,8,15,88.00521231913237
572,"('gemischt', 'ausschuss')",140,8,15,88.00521231913237
97,"('stellt', 'frag')",394,12,15,87.91855921779865
1441,"('la', 'suiss')",80,5,15,87.88898309344879
397,"('erinner', 'ruf')",172,9,15,87.8620072877504
574,"('kanton', 'stadt')",139,8,15,87.37660365971
577,"('gibt', 'ganz')",139,8,15,87.37660365971
401,"('interess', 'schweiz')",171,9,15,87.35118166398442
182,"('bilateral', 'vertrag')",281,11,15,87.15353485337889
405,"('kommission', 'vorlag')",170,9,15,86.84035604021842
580,"('frank', 'wenig')",138,8,15,86.74799500028763
100,"('dafur', 'sorg')",386,12,15,86.13341080728497
1102,"('dah', 'bitt')",94,6,15,86.13132879617058
1104,"('gentechn', 'verandert')",94,6,15,86.13132879617058
1106,"('direkt', 'gegenentwurf')",94,6,15,86.13132879617058
798,"('gibt', 'mehr')",113,7,15,86.12182588129933
582,"('bundesrat', 'unterstutz')",137,8,15,86.11938634086525
583,"('lieb', 'kolleg')",137,8,15,86.11938634086525
584,"('muss', 'ja')",137,8,15,86.11938634086525
285,"('funfzehn', 'jahr')",212,10,15,85.95860291893085
1980,"('muss', 'schau')",65,4,15,85.91412959885076
187,"('flankier', 'massnahm')",277,11,15,85.91291514016353
413,"('mind', 'iii')",168,9,15,85.81870479268645
191,"('ja', 'imm')",276,11,15,85.60276021185969
287,"('ja', 'eigent')",211,10,15,85.55313781082269
588,"('imm', 'gleich')",136,8,15,85.49077768144288
