,Speaker Party,Speaker,"('absatz', 'buchstab')","('angehor', 'arme')","('anlegerinn', 'anleg')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('automat', 'informationsaustausch')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'minderheitsantrag')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'meinung')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('direkt', 'demokrati')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('europa', 'gerichtshof')","('europa', 'union')","('fassung', 'bundesrat')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('ganz', 'klar')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bundesrat')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'standerat')","('heut', 'geltend')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('ja', 'schon')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'beantragt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('leutenegg', 'oberholz')","('mehr', 'geld')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('motion', 'abzulehn')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'folg')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('pro', 'helvetia')","('rentnerinn', 'rentn')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teilt', 'antrag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('worum', 'geht')","('zwanzig', 'jahr')","('zwei', 'drei')","('zweit', 'saul')"
0,Schweizerische Volkspartei (SVP),Adolf Ogi,0,1,0,1,0,7,0,46,9,14,6,0,0,4,1,0,2,4,7,10,1,1,11,6,2,3,6,4,0,0,0,4,0,4,0,1,1,2,3,0,1,0,3,0,0,0,1,0,4,5,0,0,0,0,2,0,24,2,1,6,2,0,1,2,1,0,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,5,0,0,0,0,0,18,0,1,9,2,0,1,12,7,0,0,0,0,1,0,0,0,0,2,0,6,3,18,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,3,6,1,0
1,Schweizerische Volkspartei (SVP),Bruno Zuppiger,1,0,0,0,9,24,1,0,15,4,0,0,0,1,2,0,0,0,8,1,2,1,18,3,3,0,0,3,3,2,0,1,0,0,2,0,0,3,0,0,0,0,5,2,0,0,0,3,1,1,0,1,0,1,1,0,11,0,0,7,0,2,1,1,0,3,0,2,2,0,0,1,0,0,0,1,0,3,0,0,3,0,0,0,1,3,1,22,0,4,6,2,1,45,0,0,0,0,0,0,4,0,0,19,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,3,7,1,0,0,9,6,1,3,0,1,1,0,4,0,1,0,0,0,1,0
2,Schweizerische Volkspartei (SVP),Caspar Baader,2,3,0,2,10,32,4,0,59,2,0,1,1,8,0,0,0,0,8,16,0,1,8,1,0,1,0,0,4,4,5,0,0,1,0,0,0,0,0,2,0,0,8,0,0,0,2,12,0,0,0,2,0,0,0,0,6,0,0,14,9,1,11,0,0,1,1,6,2,0,0,0,0,6,0,1,0,3,5,1,4,6,0,5,2,1,11,36,0,2,2,1,3,34,2,1,0,0,0,0,0,0,0,3,0,0,37,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,7,0,0,2,2,7,0,0,0,0,0,6,0,0,0,0,0,1,1
3,Schweizerische Volkspartei (SVP),Christian Speck,8,0,0,4,3,24,0,0,19,0,0,0,2,3,0,0,0,0,5,5,0,2,1,2,4,0,1,0,1,0,1,2,2,5,0,0,1,0,0,0,0,0,2,40,0,0,4,4,0,0,0,0,6,0,0,0,7,0,0,4,1,5,4,2,0,0,0,1,2,0,0,1,0,2,1,0,0,1,0,1,2,0,0,0,5,0,2,14,0,2,2,2,0,3,0,0,3,2,5,0,3,0,0,1,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,0,0,4,0,0,1,0,0,1,0,0,0,0,2,1,0
4,Schweizerische Volkspartei (SVP),Christoffel Brändli,5,0,0,2,1,10,0,0,25,3,0,0,3,1,1,0,2,0,12,10,2,0,8,5,4,1,0,2,0,5,0,3,2,13,0,0,2,0,0,1,3,0,4,0,0,0,4,19,0,1,0,3,0,0,0,0,2,0,14,15,11,1,5,1,0,0,0,8,0,0,0,0,0,9,4,0,0,4,1,15,11,0,0,0,0,1,3,3,0,0,0,0,0,59,1,0,5,2,10,0,14,1,0,0,5,21,22,0,0,0,4,4,0,4,6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,2,0,0,3,3,12,0
5,Schweizerische Volkspartei (SVP),Christoph Blocher,0,0,0,0,2,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,9,0,0,3,0,2,1,1,2,0,0,1,0,2,0,0,1,1,0,1,0,0,4,1,0,5,0,1,0,0,7,2,0,0,6,0,0,0,16,0,0,0,1,0,0,6,0,0,3,0,0,0,0,0,0,5,10,0,2,0,0,0,3,0,20,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,4,1,2,4
6,Schweizerische Volkspartei (SVP),Christoph Mörgeli,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,3,2,1,0,0,3,0,0,1,0,1,0,0,0,3,0,10,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,1,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,Schweizerische Volkspartei (SVP),Elmar Bigger,2,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8,Schweizerische Volkspartei (SVP),Ernst Schibli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
9,Schweizerische Volkspartei (SVP),Fritz Abraham Oehrli,2,0,0,2,0,10,0,0,6,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,Schweizerische Volkspartei (SVP),Hannes Germann,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2
11,Schweizerische Volkspartei (SVP),Hans Fehr,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,7,0,0,3,1,0,0,0,0,0,0,1,0,6,2,0,0,13,0,0,0,0,2,0,0,5,0,2,3,0,0,0,0,19,0,0,0,0,0,4,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,1,0,0,0,0,1,0,0,6,0,0,0,1,2,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,2,1,1,0
12,Schweizerische Volkspartei (SVP),Hans Hofmann,1,0,0,3,3,5,0,0,17,2,0,0,0,2,3,0,1,0,5,14,0,5,7,6,0,1,0,0,0,3,0,0,0,2,0,0,2,1,0,6,0,0,3,1,0,3,1,8,1,0,0,8,0,0,0,0,13,0,2,1,0,0,2,0,0,6,2,14,1,0,0,0,2,8,1,1,0,28,0,2,0,6,0,0,0,0,1,5,0,0,0,5,0,8,0,1,1,0,0,0,3,0,0,0,5,0,18,0,0,0,3,1,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,3,5,0
13,Schweizerische Volkspartei (SVP),Hans Kaufmann,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,2,0,0,0,1,1,1,3,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,10,1,0,0,1,0,0,0,0,4,0,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,65,0,0,0,0,1,0,10,0,0,2,0,7,5,0,0,0,4,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1
14,Schweizerische Volkspartei (SVP),Hans Lauri,1,1,0,1,5,9,0,0,6,1,0,0,0,0,2,0,0,0,5,0,0,0,12,1,0,0,0,1,0,2,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,6,0,2,0,0,5,0,7,4,1,0,4,2,0,1,1,2,4,1,0,1,1,1,0,3,0,0,0,1,0,2,0,0,0,0,0,6,0,0,0,2,0,6,0,0,0,0,0,1,3,0,0,0,0,2,1,0,0,0,2,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,5,0,0,0,0,0,3,0
15,Schweizerische Volkspartei (SVP),Hans Ulrich Mathys,1,2,0,0,1,2,0,1,2,1,2,0,5,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,4,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
16,Schweizerische Volkspartei (SVP),Hansjörg Walter,0,0,0,1,1,9,0,0,1,0,0,0,0,0,0,0,0,1,6,3,0,2,2,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,7,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,3,1,1,4,0,1,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,2,0,1,1,3,0,2,0,2,0,30,0,1,4,0,0,0,6,0,0,1,0,1,3,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0
17,Schweizerische Volkspartei (SVP),Hanspeter Seiler,3,0,0,0,8,21,0,0,32,0,0,0,6,2,0,1,0,1,2,1,0,0,3,7,0,1,0,0,0,5,0,1,3,1,0,1,0,3,0,0,0,0,4,0,0,1,2,13,0,0,0,8,0,0,3,0,3,0,1,3,0,2,9,2,0,1,0,11,1,1,0,0,0,9,3,1,0,1,0,33,0,2,0,0,6,1,0,5,0,0,0,3,0,2,0,0,2,0,0,1,1,0,0,0,0,0,16,0,1,0,0,1,0,1,12,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,5,0,0,1,0,4,2,0,0,9,0,0,0,0,2,1,0
18,Schweizerische Volkspartei (SVP),Hansruedi Wandfluh,0,0,0,1,1,8,1,0,2,1,0,0,1,0,3,0,2,0,5,4,1,2,3,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,0,10,0,4,4,0,1,1,0,0,3,0,1,2,0,1,0,0,2,1,4,0,1,0,0,0,0,0,4,0,3,2,4,0,8,0,1,0,3,0,0,0,0,1,0,0,0,0,5,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,3,1,1,0,0,0,1,0,2,0,0,0,0,0,2,2
19,Schweizerische Volkspartei (SVP),Hermann Bürgi,1,0,0,1,8,14,0,1,63,4,0,0,0,2,1,4,5,0,0,0,0,1,7,0,1,0,0,0,0,14,3,9,0,19,0,0,1,0,1,7,3,0,7,2,0,0,0,7,1,0,0,6,0,1,0,0,18,2,1,19,2,8,13,7,0,0,5,38,11,0,0,0,0,6,1,0,1,4,3,2,3,27,0,2,0,1,1,11,0,0,0,1,0,74,0,0,0,2,8,0,5,0,0,0,3,5,8,0,0,1,16,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,0,2,0,1,0
20,Schweizerische Volkspartei (SVP),Hermann Weyeneth,2,0,0,3,2,18,0,0,15,1,0,0,3,6,2,0,1,1,12,11,0,0,11,4,1,0,0,0,0,9,1,1,18,5,1,0,0,0,9,0,1,0,5,3,0,0,2,1,1,0,0,0,0,0,1,0,15,0,17,11,4,1,1,0,0,0,2,21,1,0,0,2,0,0,6,4,0,0,1,6,2,0,1,0,1,0,4,20,0,0,0,3,0,46,1,0,4,0,0,1,7,3,0,2,0,4,8,0,1,0,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,0,0,0,0,0,0,0,0,2,0,0,1,0,0,24,0,0,0,2,2,4,0
21,Schweizerische Volkspartei (SVP),J. Alexander Baumann,2,3,0,3,2,6,0,11,37,2,1,0,4,1,1,0,0,0,5,0,0,1,5,2,0,2,1,0,0,0,0,3,7,5,0,1,1,1,0,1,0,0,7,0,1,0,0,20,2,2,0,12,0,1,3,0,1,0,3,14,4,11,5,1,0,0,2,14,1,0,0,0,1,12,0,1,0,0,0,3,0,15,0,0,3,0,0,5,0,3,0,2,0,1,1,0,2,0,0,0,2,0,0,3,0,0,29,0,0,0,0,0,0,0,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,3,0,0,1,2,0,2,0,0,0,2,0,2,1
22,Schweizerische Volkspartei (SVP),Jakob Freund,0,6,0,0,2,6,0,15,2,0,0,0,1,1,1,0,0,0,3,0,0,1,4,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,0,0,0,2,0,1,0,0,0,0,2,0,0,4,0,3,8,0,6,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
23,Schweizerische Volkspartei (SVP),Jean Henri Dunant,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,Schweizerische Volkspartei (SVP),Josef Kunz,2,0,0,4,9,20,0,0,4,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,1,0,1,1,1,0,3,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4,0,3,0,9,0,0,0,0,1,0,1,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,1,4,1,4,0,0,0,0,16,0,0,0,0,0,0,0
25,Schweizerische Volkspartei (SVP),Jürg Stahl,2,0,0,1,3,27,0,0,9,0,0,0,1,0,0,1,0,0,2,4,0,1,0,0,0,0,0,1,0,0,1,2,2,1,1,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,1,0,0,0,0,0,2,3,11,0,0,0,0,0,1,0,1,3,0,0,0,2,3,0,1,0,0,0,1,0,0,0,3,0,0,5,6,0,6,0,0,0,1,7,1,0,0,0,0,2,0,0,9,0,1,11,4,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,5,2,5,0,0,0,0,0,0,0,0,0,0,1,2,1
26,Schweizerische Volkspartei (SVP),Lisbeth Fehr,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Schweizerische Volkspartei (SVP),Luzi Stamm,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,2,1,2,0,0,1,2,1,2,0,0,0,0,1,0,1,0,0,0,4,0,3,0,0,0,2,0,1,0,2,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
28,Schweizerische Volkspartei (SVP),Marcel Scherer,2,0,0,1,1,6,0,0,11,0,0,0,0,1,0,0,1,0,3,0,1,1,6,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,5,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,5,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,5,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Schweizerische Volkspartei (SVP),Max Binder,2,0,0,0,14,24,1,0,18,0,0,0,0,3,0,0,0,1,5,1,1,0,2,5,0,3,2,0,0,2,0,0,2,0,1,0,3,1,0,0,3,0,1,0,0,0,0,8,0,0,0,7,0,0,1,0,8,0,2,4,0,2,2,1,0,1,0,19,1,0,0,1,0,3,1,1,0,8,7,0,0,0,0,0,1,0,2,3,0,1,0,1,0,14,2,1,3,0,2,2,3,0,0,3,0,8,18,0,0,0,2,1,0,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,0,0,2,0,0,1,0,1,1,2,0,0,0,0,3,0,0,0,0,0,0,0
30,Schweizerische Volkspartei (SVP),Maximilian Reimann,4,1,0,2,4,1,1,6,19,7,1,0,0,12,4,3,4,3,7,5,0,1,4,1,2,3,1,1,1,17,0,0,0,0,1,4,3,1,2,2,0,0,5,0,6,5,1,15,7,0,0,27,0,3,0,0,17,0,8,1,2,4,7,1,0,7,0,48,7,0,0,0,7,5,2,1,1,2,0,5,4,2,0,0,0,0,0,13,0,0,0,1,0,21,1,0,5,0,5,2,9,0,0,0,6,0,35,0,0,0,2,0,0,3,5,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,6,0,0,0,0,0,0,0,0,0,0,0,30,3,0,12,0,0,0,2,0,3,2
31,Schweizerische Volkspartei (SVP),Otto Laubacher,1,0,0,0,1,4,0,0,9,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,0,0,1,0
32,Schweizerische Volkspartei (SVP),Peter Föhn,2,0,0,2,1,8,0,0,12,0,1,0,0,0,0,0,0,0,5,0,1,0,2,1,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,5,0,0,0,0,1,0,0,0,4,2,0,0,0,6,0,0,3,0,0,1,0,0,2,0,18,0,0,0,0,2,1,0,0,2,2,2,1,1,0,1,0,0,1,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,8,1,0,18,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0
